,word1,word2,result,bert_cos
104,grave,graveyard,44.0,0.8889709115028381
105,berry,strawberry,44.0,0.8871093988418579
106,forest,oak,44.0,0.8396957516670227
107,crochet,knitting,44.0,0.6692451238632202
108,birds,eagle,44.0,0.7934918999671936
109,canine,puppy,44.0,0.9242256879806519
110,bar,cocktail,44.0,0.8488204479217529
111,bar,pub,44.0,0.724120557308197
112,sunlight,sunshine,44.0,0.9456901550292969
113,apple,fruit,44.0,0.8096080422401428
114,sun,sunrise,44.0,0.8968310356140137
115,gymnastics,sports,44.0,0.8384465575218201
116,sailing,ship,44.0,0.8402414917945862
117,beach,sea,44.0,0.8629900217056274
118,game,hockey,44.0,0.7680150866508484
119,bed,pillow,44.0,0.8995818495750427
120,daffodils,tulip,44.0,0.6755362749099731
121,flowers,plant,44.0,0.8698247671127319
122,fire,smoke,44.0,0.9124028086662292
123,canine,dog,44.0,0.871122419834137
124,bracelet,jewelry,44.0,0.8221257328987122
125,feline,kitty,44.0,0.5231701135635376
126,architecture,building,44.0,0.8188109397888184
127,shop,shopping,44.0,0.9318980574607849
128,highway,traffic,44.0,0.8771843910217285
129,lizard,reptiles,44.0,0.7312277555465698
130,music,piano,44.0,0.7653869986534119
131,strawberry,sweet,44.0,0.8696310520172119
132,snow,winter,44.0,0.8997933864593506
133,autumn,spring,44.0,0.9147539734840393
134,bacon,meat,44.0,0.845920979976654
135,raspberry,strawberry,44.0,0.6703429222106934
136,chipmunk,squirrel,44.0,0.45597776770591736
137,coast,harbor,44.0,0.7986999750137329
138,dress,skirt,44.0,0.896571695804596
139,sun,sunny,44.0,0.8882207870483398
140,lily,tulip,44.0,0.6016327142715454
141,grave,gravestone,44.0,0.6984961032867432
142,bright,sunny,44.0,0.9030231833457947
143,dandelion,plant,44.0,0.492066890001297
144,light,sunlight,44.0,0.922105073928833
145,hill,mountain,43.0,0.8499528169631958
146,burger,food,43.0,0.8770401477813721
147,sea,shore,43.0,0.8380456566810608
148,feathers,peacock,43.0,0.8378190398216248
149,children,mother,43.0,0.7812290787696838
150,night,sunset,43.0,0.8597494959831238
151,orange,peel,43.0,0.901904821395874
152,subway,train,43.0,0.8671672344207764
153,camera,lens,43.0,0.8340209126472473
154,daisy,petals,43.0,0.8216705918312073
155,aircraft,wing,43.0,0.8359932899475098
156,bloom,flowers,43.0,0.8242617249488831
157,clothes,jacket,43.0,0.9106109738349915
158,dinner,restaurant,43.0,0.8447725176811218
159,swim,swimming,43.0,0.8175859451293945
160,cemetery,gravestone,43.0,0.8104385137557983
161,cigarette,smoke,43.0,0.8949056267738342
162,shirt,skirt,43.0,0.8668452501296997
163,baby,pregnant,43.0,0.7479684352874756
164,cherry,fruit,43.0,0.8029161095619202
165,beef,meat,43.0,0.8651628494262695
166,blossom,daffodils,43.0,0.4125277101993561
167,bloom,blossom,43.0,0.9513682126998901
168,maple,oak,43.0,0.8447594046592712
169,frost,winter,43.0,0.7907706499099731
170,colour,pink,43.0,0.8671064972877502
171,dog,poodle,43.0,0.8014826774597168
172,lantern,light,43.0,0.8996149301528931
173,coast,sea,43.0,0.8153526782989502
174,tunnel,underground,43.0,0.8960599303245544
175,dog,pets,43.0,0.9117305278778076
176,hair,haircut,43.0,0.7851269245147705
177,day,sunset,43.0,0.8596107363700867
178,bikini,swimsuit,43.0,0.7490326762199402
179,rail,railway,43.0,0.8985005021095276
180,art,museum,43.0,0.793656051158905
181,painting,portrait,43.0,0.8781673312187195
182,dress,wedding,43.0,0.9079349040985107
183,poodle,puppy,43.0,0.7621883153915405
184,port,ship,43.0,0.8572736978530884
185,bloom,tulip,43.0,0.583181619644165
186,cold,winter,43.0,0.8263909220695496
187,bakery,cake,43.0,0.865167498588562
188,building,roof,43.0,0.857635498046875
189,iron,steel,43.0,0.9385635256767273
190,birds,stork,43.0,0.6767052412033081
191,lily,plant,43.0,0.7571551203727722
192,eat,food,43.0,0.8930025100708008
193,bathroom,kitchen,43.0,0.9338376522064209
194,jazz,music,43.0,0.8300581574440002
195,fabric,wool,43.0,0.91925048828125
196,aquarium,tank,43.0,0.7707929015159607
197,fire,flame,43.0,0.9205853939056396
198,bloom,rose,43.0,0.8797711730003357
199,leaf,nature,43.0,0.8189074397087097
200,town,village,43.0,0.7317119836807251
201,apple,orange,43.0,0.8710148930549622
202,dawn,sunrise,43.0,0.9555421471595764
203,engine,gasoline,43.0,0.8605100512504578
204,oak,tree,43.0,0.8941265940666199
205,guitar,piano,43.0,0.8373386263847351
206,chocolate,dessert,43.0,0.8528579473495483
207,cat,paws,43.0,0.8947611451148987
208,birds,goose,43.0,0.6792177557945251
209,blue,sky,43.0,0.8729661703109741
210,pool,swim,43.0,0.8849090337753296
211,bracelet,necklace,42.0,0.9224854707717896
212,fruit,salad,42.0,0.8403604030609131
213,eggs,nest,42.0,0.8689673542976379
214,boat,sailing,42.0,0.8542273044586182
215,birds,crow,42.0,0.7677934169769287
216,birds,flamingo,42.0,0.6691283583641052
217,day,sunshine,42.0,0.8144363760948181
218,hockey,sports,42.0,0.8581116199493408
219,burger,eat,42.0,0.8424229621887207
220,fruit,raspberry,42.0,0.706637978553772
221,lunch,sandwich,42.0,0.8158918023109436
222,feet,toes,42.0,0.8048460483551025
223,baby,mother,42.0,0.8650175929069519
224,amphibians,frog,42.0,0.4445945918560028
225,burn,fire,42.0,0.905097484588623
226,hockey,ice,42.0,0.7805636525154114
227,cold,frozen,42.0,0.8994523286819458
228,oak,wood,42.0,0.9168028831481934
229,photographer,photography,42.0,0.8474940657615662
230,man,women,42.0,0.7115809917449951
231,hair,redhead,42.0,0.8225088715553284
232,harbor,port,42.0,0.9212929010391235
233,pug,puppy,42.0,0.7607075572013855
234,sunrise,sunset,42.0,0.9697691202163696
235,leather,shoes,42.0,0.8805287480354309
236,beach,shore,42.0,0.8027450442314148
237,color,red,42.0,0.9113345146179199
238,painted,painting,42.0,0.8815674185752869
239,storm,wind,42.0,0.8319457769393921
240,color,violet,42.0,0.8156207799911499
241,rain,wet,42.0,0.8197271227836609
242,diner,eat,42.0,0.8671230673789978
243,bed,bedroom,42.0,0.9209968447685242
244,guitar,musicians,42.0,0.770071268081665
245,petals,rose,42.0,0.8522094488143921
246,rail,subway,42.0,0.7685842514038086
247,holiday,vacation,42.0,0.9054531455039978
248,bed,sleep,42.0,0.8583388328552246
249,cigarette,smoking,42.0,0.920219898223877
250,airplane,plane,42.0,0.9575233459472656
251,daffodils,plant,42.0,0.5357034206390381
252,diner,kitchen,42.0,0.8940610289573669
253,coins,silver,42.0,0.759697437286377
254,cake,chocolate,42.0,0.8892552852630615
255,evening,night,42.0,0.8739628195762634
256,race,racing,42.0,0.8386658430099487
257,flight,flying,42.0,0.8364585638046265
258,face,lips,42.0,0.8267720341682434
259,berry,raspberry,42.0,0.6079465746879578
260,lamp,light,42.0,0.8962088227272034
261,birds,nest,42.0,0.7698216438293457
262,mother,pregnant,42.0,0.7860040068626404
263,animals,pets,42.0,0.8349848985671997
264,butterfly,insects,42.0,0.864488422870636
265,sky,sunrise,42.0,0.8586767315864563
266,canine,husky,42.0,0.8937405347824097
267,food,meat,42.0,0.9420216679573059
268,cloud,sky,42.0,0.843938946723938
269,crow,feathers,42.0,0.904408872127533
270,blossom,flowers,42.0,0.7979306578636169
271,splash,swim,42.0,0.8588852286338806
272,band,musicians,42.0,0.8242331743240356
273,cactus,plant,42.0,0.8547238111495972
274,eagle,hawk,42.0,0.9026514887809753
275,harbour,sea,42.0,0.8703526854515076
276,flowers,foliage,42.0,0.9031546115875244
277,red,violet,42.0,0.8329430222511292
278,music,sing,42.0,0.719274640083313
279,breakfast,morning,42.0,0.8929113745689392
280,cafe,restaurant,42.0,0.9259111285209656
281,beach,coast,42.0,0.8445780873298645
282,puddle,splash,42.0,0.8613522052764893
283,birds,pelican,42.0,0.5670379400253296
284,clothes,socks,42.0,0.9199219942092896
285,amphibians,lizard,41.0,0.4626771807670593
286,daughter,son,41.0,0.9434304237365723
287,car,motor,41.0,0.8515138030052185
288,amphibians,reptiles,41.0,0.7616657614707947
289,day,morning,41.0,0.8570073843002319
290,aircraft,flying,41.0,0.8639805316925049
291,airplane,airport,41.0,0.7169844508171082
292,metro,train,41.0,0.8343380093574524
293,band,music,41.0,0.8532689809799194
294,shadow,sunlight,41.0,0.9140588045120239
295,night,sleep,41.0,0.8573154807090759
296,salad,soup,41.0,0.9144354462623596
297,porch,roof,41.0,0.8606604337692261
298,eyes,tears,41.0,0.8471157550811768
299,colour,rainbow,41.0,0.8610275387763977
300,berry,fruit,41.0,0.786673903465271
301,red,yellow,41.0,0.9120087623596191
302,socks,stockings,41.0,0.8866525292396545
303,flamingo,hummingbird,41.0,0.5588076114654541
304,tree,twigs,41.0,0.8487030863761902
305,kiss,lips,41.0,0.8568515181541443
306,burger,sandwich,41.0,0.9015580415725708
307,pregnant,women,41.0,0.7007677555084229
308,rain,weather,41.0,0.856074869632721
309,dinner,eat,41.0,0.8665063977241516
310,feathers,hawk,41.0,0.9025259017944336
311,animals,zoo,41.0,0.7533615231513977
312,duck,mallard,41.0,0.7496117353439331
313,mountain,valley,41.0,0.892387330532074
314,beach,harbour,41.0,0.8648414611816406
315,musicians,rock,41.0,0.6905089616775513
316,band,guitar,41.0,0.7442605495452881
317,car,garage,41.0,0.8510184288024902
318,feet,leg,41.0,0.8223931193351746
319,sky,sunlight,41.0,0.8412753343582153
320,mist,rain,41.0,0.8280823230743408
321,mother,son,41.0,0.9073697924613953
322,airplane,wing,41.0,0.8683682084083557
323,colour,red,41.0,0.890663206577301
324,music,musicians,41.0,0.8526997566223145
325,bay,beach,41.0,0.8157220482826233
326,blonde,redhead,41.0,0.9162096977233887
327,petals,plant,41.0,0.8512819409370422
328,kitchen,room,41.0,0.8455759882926941
329,lingerie,sexy,41.0,0.565862774848938
330,automobile,parking,41.0,0.8119346499443054
331,bar,restaurant,41.0,0.8332007527351379
332,bedroom,room,41.0,0.9031749963760376
333,bus,taxi,41.0,0.8852540254592896
334,fun,happy,41.0,0.820813775062561
335,station,train,41.0,0.7409044504165649
336,pelican,stork,41.0,0.6414781212806702
337,black,grey,41.0,0.8865823745727539
338,orange,yellow,41.0,0.8772146701812744
339,foliage,petals,41.0,0.9412950277328491
340,park,parking,41.0,0.8523690700531006
341,lips,tongue,41.0,0.8710957765579224
342,fog,misty,41.0,0.8904933333396912
343,canine,poodle,41.0,0.7254506349563599
344,bath,washing,41.0,0.9133537411689758
345,foliage,tree,41.0,0.9072600603103638
346,panorama,view,41.0,0.7497426867485046
347,bloom,daisy,41.0,0.8341550230979919
348,escalator,stairs,41.0,0.5966549515724182
349,petals,tulip,41.0,0.6351919770240784
350,fishing,sea,41.0,0.7422015070915222
351,beef,cattle,41.0,0.7609065175056458
352,noodles,rice,41.0,0.8499369621276855
353,birds,parrot,41.0,0.8115600347518921
354,fruit,orange,41.0,0.7858375906944275
355,mural,painting,41.0,0.8880593180656433
356,airport,flight,41.0,0.7867889404296875
357,shopping,store,41.0,0.8926762938499451
358,summer,sunny,41.0,0.8160348534584045
359,road,sidewalk,41.0,0.7855278849601746
360,airplane,flying,41.0,0.9049882292747498
361,guitar,music,40.0,0.7035598158836365
362,cat,whiskers,40.0,0.4053328335285187
363,family,friends,40.0,0.9202683568000793
364,bloom,petals,40.0,0.9161236882209778
365,musicians,piano,40.0,0.8016093969345093
366,dirty,washing,40.0,0.8991056680679321
367,elephant,giraffe,40.0,0.6006240248680115
368,puppy,terrier,40.0,0.5178683996200562
369,breakfast,kitchen,40.0,0.8811426758766174
370,subway,underground,40.0,0.9004108309745789
371,sand,shore,40.0,0.7786426544189453
372,butterfly,dragonfly,40.0,0.7508286237716675
373,cheetah,lion,40.0,0.5177069902420044
374,color,yellow,40.0,0.8635066151618958
375,door,locked,40.0,0.8266329765319824
376,bright,sunlight,40.0,0.9003311991691589
377,van,vehicle,40.0,0.8431645631790161
378,orange,red,40.0,0.9119666814804077
379,beetles,insects,40.0,0.8604448437690735
380,kids,mom,40.0,0.8886661529541016
381,daughter,mother,40.0,0.936870813369751
382,children,school,40.0,0.82731032371521
383,giraffe,zebra,40.0,0.4818287193775177
384,harbor,harbour,40.0,0.944044291973114
385,lamb,sheep,40.0,0.836933970451355
386,heart,love,40.0,0.8564790487289429
387,lily,rose,40.0,0.9106709361076355
388,asphalt,road,40.0,0.8351384997367859
389,morning,sunny,40.0,0.8425543904304504
390,coast,shore,40.0,0.796613335609436
391,sunny,sunset,40.0,0.8958367109298706
392,nest,twigs,40.0,0.7426882386207581
393,happy,smile,40.0,0.8691314458847046
394,figure,skating,40.0,0.8031164407730103
395,rail,train,40.0,0.7295371294021606
396,door,wall,40.0,0.8979790210723877
397,dawn,sun,40.0,0.8903165459632874
398,feathers,stork,40.0,0.7341598868370056
399,morning,sunshine,40.0,0.8624681830406189
400,building,construction,40.0,0.869599461555481
401,cafe,coffee,40.0,0.8727429509162903
402,bloom,buds,40.0,0.9230371117591858
403,jacket,leather,40.0,0.8884308934211731
404,map,travel,40.0,0.8482045531272888
405,plant,seed,40.0,0.7876690030097961
406,city,metro,40.0,0.8597172498703003
407,pebbles,sand,40.0,0.8414305448532104
408,cafe,lunch,40.0,0.8165684342384338
409,coast,harbour,40.0,0.788981020450592
410,dog,pug,40.0,0.7494941353797913
411,sky,sun,40.0,0.8578850030899048
412,mallard,swan,40.0,0.7691179513931274
413,cloud,rain,40.0,0.796560525894165
414,sky,sunshine,40.0,0.883636474609375
415,frost,weather,40.0,0.7706931829452515
416,cherry,raspberry,40.0,0.6241645216941833
417,downtown,street,40.0,0.8526653051376343
418,bloom,dandelion,40.0,0.3894588053226471
419,dragonfly,insects,40.0,0.7274899482727051
420,bottle,wine,40.0,0.914558470249176
421,feel,happy,40.0,0.7810578942298889
422,railway,station,40.0,0.8535871505737305
423,beach,swimming,40.0,0.7900209426879883
424,cafe,diner,40.0,0.9281657338142395
425,cafe,pub,40.0,0.7866410613059998
426,building,tall,40.0,0.8117402791976929
427,burger,meat,40.0,0.8742941617965698
428,gold,silver,40.0,0.8950607180595398
429,summer,weather,40.0,0.821425199508667
430,military,soldiers,40.0,0.8735918998718262
431,cemetery,grave,40.0,0.8129820227622986
432,pizza,restaurant,39.0,0.8811219930648804
433,bright,colour,39.0,0.855676531791687
434,canine,paws,39.0,0.8913018107414246
435,swim,underwater,39.0,0.8211241960525513
436,sea,swim,39.0,0.8102478981018066
437,pub,restaurant,39.0,0.7440032362937927
438,day,time,39.0,0.839180588722229
439,canine,terrier,39.0,0.5416706204414368
440,bottle,glass,39.0,0.9252117276191711
441,bed,relaxed,39.0,0.8220916390419006
442,seed,sunflower,39.0,0.6150014400482178
443,birds,owl,39.0,0.8181759715080261
444,art,sculpture,39.0,0.8597411513328552
445,light,shade,39.0,0.8774374127388
446,apartment,staircase,39.0,0.9237667322158813
447,outfit,socks,39.0,0.8431297540664673
448,carrots,potatoes,39.0,0.7612853646278381
449,lizard,snake,39.0,0.9486655592918396
450,city,sidewalk,39.0,0.8283705711364746
451,guitar,rock,39.0,0.6507177948951721
452,brick,building,39.0,0.8264544010162354
453,eat,soup,39.0,0.8920460939407349
454,dew,misty,39.0,0.8761842846870422
455,blue,colour,39.0,0.8649768233299255
456,dawn,morning,39.0,0.8806530833244324
457,cooking,restaurant,39.0,0.8292155265808105
458,bay,sea,39.0,0.8610900640487671
459,cafe,shop,39.0,0.9208834767341614
460,floor,roof,39.0,0.8594151139259338
461,clothes,hat,39.0,0.7850959300994873
462,marble,stone,39.0,0.8143313527107239
463,duck,goose,39.0,0.8544245362281799
464,collection,museum,39.0,0.8541038632392883
465,happy,love,39.0,0.8245896100997925
466,bakery,shop,39.0,0.9208838939666748
467,mist,wet,39.0,0.84986412525177
468,blossom,petals,39.0,0.9136302471160889
469,bright,light,39.0,0.9162074327468872
470,rice,sushi,39.0,0.7270635366439819
471,cooking,meat,39.0,0.8475871682167053
472,day,night,39.0,0.8669140338897705
473,kiss,love,39.0,0.8423900008201599
474,stream,waterfall,39.0,0.8623254299163818
475,interior,room,39.0,0.6994761228561401
476,surf,surfers,39.0,0.7023324370384216
477,poodle,terrier,39.0,0.6742978692054749
478,cold,frost,39.0,0.8412288427352905
479,city,town,39.0,0.9036272168159485
480,ocean,underwater,39.0,0.8155205845832825
481,harbor,sailing,39.0,0.7524551749229431
482,scenery,sunset,39.0,0.8186955451965332
483,green,violet,39.0,0.7506996393203735
484,harbor,ship,39.0,0.8492375612258911
485,summer,sunshine,39.0,0.8329848647117615
486,blue,grey,39.0,0.8917571902275085
487,art,graphic,39.0,0.8419967293739319
488,lake,shore,39.0,0.831073522567749
489,rust,rusty,39.0,0.9132766127586365
490,architecture,design,39.0,0.8319575190544128
491,goose,swan,39.0,0.8239707946777344
492,architecture,construction,39.0,0.812563955783844
493,hawk,nest,39.0,0.8727808594703674
494,carrots,salad,39.0,0.7886070013046265
495,fruit,tomato,39.0,0.8381545543670654
496,purple,violet,39.0,0.8727501630783081
497,misty,rain,39.0,0.781991183757782
498,clothes,jean,39.0,0.7976666688919067
499,bloom,daffodils,39.0,0.4480016231536865
500,brick,construction,39.0,0.7597240805625916
501,diner,restaurant,39.0,0.9081090092658997
502,ceiling,roof,39.0,0.8601350784301758
503,painted,portrait,39.0,0.8860371112823486
504,ripples,wave,39.0,0.7929128408432007
505,beard,face,39.0,0.8753959536552429
506,apple,raspberry,39.0,0.6541038155555725
507,fashion,outfit,39.0,0.9172899723052979
508,downtown,skyscraper,39.0,0.8697215914726257
509,buds,daffodils,39.0,0.44696566462516785
510,harbor,shore,39.0,0.8844693899154663
511,blonde,hair,39.0,0.7979377508163452
512,kittens,paws,39.0,0.7461252212524414
513,bay,shore,39.0,0.9120262861251831
514,shop,store,39.0,0.9342061877250671
515,gravestone,memorial,38.0,0.6464308500289917
516,canine,pug,38.0,0.7329013347625732
517,crow,hawk,38.0,0.9395999908447266
518,dress,outfit,38.0,0.9309291243553162
519,city,urban,38.0,0.8708502650260925
520,bedroom,door,38.0,0.8901041150093079
521,bus,tram,38.0,0.9027340412139893
522,spring,summer,38.0,0.9136911630630493
523,scenery,waterfall,38.0,0.8460068702697754
524,road,traffic,38.0,0.8234121203422546
525,hill,valley,38.0,0.8556994199752808
526,ceiling,floor,38.0,0.8998582363128662
527,splash,water,38.0,0.885135293006897
528,grass,weed,38.0,0.7715396881103516
529,sunny,weather,38.0,0.8206855654716492
530,parrot,wing,38.0,0.8623509407043457
531,daisy,violet,38.0,0.9142168760299683
532,copper,silver,38.0,0.8881991505622864
533,baseball,hockey,38.0,0.8646273612976074
534,pets,poodle,38.0,0.7602481842041016
535,blossom,foliage,38.0,0.8967308402061462
536,pink,purple,38.0,0.9395530819892883
537,grey,shade,38.0,0.8720836639404297
538,panorama,scenery,38.0,0.8288193345069885
539,downtown,metro,38.0,0.8559584617614746
540,beard,hair,38.0,0.775019109249115
541,dandelion,petals,38.0,0.4163814187049866
542,blue,violet,38.0,0.9034703373908997
543,daisy,flowers,38.0,0.8095164895057678
544,noodles,soup,38.0,0.9108774662017822
545,pets,puppy,38.0,0.9043207168579102
546,buds,petals,38.0,0.9002711176872253
547,ancient,ruins,38.0,0.8519232869148254
548,eyes,iris,38.0,0.9272543787956238
549,puddle,water,38.0,0.8299325704574585
550,harbor,sea,38.0,0.8499763011932373
551,painting,sculpture,38.0,0.9030560255050659
552,sand,sea,38.0,0.8626866340637207
553,feline,kittens,38.0,0.6376819610595703
554,birds,swan,38.0,0.7272891998291016
555,baseball,game,38.0,0.6381077766418457
556,colour,purple,38.0,0.8754290342330933
557,pool,splash,38.0,0.8712935447692871
558,cattle,sheep,38.0,0.9305695295333862
559,landscape,scenery,38.0,0.8975435495376587
560,coins,gold,38.0,0.7412412166595459
561,boat,shore,38.0,0.8492891788482666
562,skyscraper,tall,38.0,0.9025662541389465
563,apple,cherry,38.0,0.8355702757835388
564,beef,chicken,38.0,0.9344757795333862
565,hot,sunny,38.0,0.8561562299728394
566,dessert,fruit,38.0,0.8069262504577637
567,photographer,portrait,38.0,0.8288759589195251
568,chicken,meat,38.0,0.9195082187652588
569,ceiling,interior,38.0,0.7583685517311096
570,bathroom,bedroom,38.0,0.919863224029541
571,hummingbird,stork,38.0,0.5944480299949646
572,motor,vehicle,38.0,0.888127326965332
573,colour,grey,38.0,0.8368216156959534
574,blue,orange,38.0,0.9275771975517273
575,dawn,dusk,38.0,0.9466525912284851
576,building,downtown,38.0,0.7868901491165161
577,face,tears,38.0,0.8055214285850525
578,boat,harbour,38.0,0.8418834209442139
579,cattle,farm,38.0,0.8580793142318726
580,dripping,wet,38.0,0.9121747612953186
581,brown,green,38.0,0.7980341911315918
582,bedroom,ceiling,38.0,0.9106069207191467
583,bread,eat,38.0,0.8674306273460388
584,dinner,evening,38.0,0.8720287680625916
585,face,smile,38.0,0.8626657724380493
586,bride,dress,38.0,0.8719968795776367
587,stone,wall,38.0,0.8420648574829102
588,mural,painted,38.0,0.937581479549408
589,foliage,plant,38.0,0.8830848932266235
590,day,dusk,38.0,0.8579956889152527
591,roof,wall,38.0,0.8684085011482239
592,cooking,food,38.0,0.8968963623046875
593,photography,portrait,38.0,0.7341539263725281
594,buds,foliage,38.0,0.8760862350463867
595,lily,pond,37.0,0.7911446690559387
596,harbour,shore,37.0,0.8836646676063538
597,palm,tree,37.0,0.8301427960395813
598,bus,subway,37.0,0.9073889851570129
599,holiday,travel,37.0,0.809236466884613
600,skyline,view,37.0,0.8262028694152832
601,bedroom,cottage,37.0,0.9179932475090027
602,dinner,lunch,37.0,0.9418516755104065
603,grave,memorial,37.0,0.9024228453636169
604,dessert,sweet,37.0,0.8119215965270996
605,birds,insects,37.0,0.893498420715332
606,concert,rock,37.0,0.8166036009788513
607,mushrooms,tomato,37.0,0.9221200346946716
608,metro,railway,37.0,0.7621887922286987
609,giraffe,zoo,37.0,0.5297433137893677
610,railway,subway,37.0,0.7310011386871338
611,misty,weather,37.0,0.7721614241600037
612,parrot,pelican,37.0,0.5110974311828613
613,bedroom,sleep,37.0,0.8214383125305176
614,autumn,summer,37.0,0.925047755241394
615,automobile,truck,37.0,0.857107937335968
616,amphibians,mammals,37.0,0.6033793091773987
617,cemetery,memorial,37.0,0.7903820872306824
618,orange,purple,37.0,0.9520502090454102
619,blue,color,37.0,0.8807896971702576
620,daffodils,rose,37.0,0.4854607582092285
621,berry,seed,37.0,0.8330199718475342
622,hummingbird,mallard,37.0,0.5033603310585022
623,dandelion,grass,37.0,0.5539749264717102
624,brick,concrete,37.0,0.8334844708442688
625,costumes,dress,37.0,0.7406902313232422
626,cloud,mist,37.0,0.8939781785011292
627,sea,tropical,37.0,0.8604796528816223
628,brown,grey,37.0,0.8248616456985474
629,bathroom,room,37.0,0.8130381107330322
630,daisy,plant,37.0,0.7617778182029724
631,painted,picture,37.0,0.81146240234375
632,eyes,lips,37.0,0.8723352551460266
633,autumn,winter,37.0,0.8951149582862854
634,dripping,rain,37.0,0.8126850724220276
635,horizon,sky,37.0,0.8432250022888184
636,black,blue,37.0,0.9161144495010376
637,metro,station,37.0,0.7965206503868103
638,alley,street,37.0,0.8870359063148499
639,children,family,37.0,0.8353840112686157
640,mountain,scenery,37.0,0.8257439136505127
