,word1,word2,result,bert_cos
161,Mars,water,2.94,0.7380879521369934
162,Mars,scientist,5.63,0.7574763894081116
163,news,report,8.16,0.8709679841995239
164,canyon,landscape,7.53,0.7929180860519409
165,image,surface,4.56,0.8262736797332764
166,discovery,space,6.34,0.789642870426178
167,water,seepage,6.56,0.7516875863075256
168,sign,recess,2.38,0.8435875177383423
169,Wednesday,news,2.22,0.7477119565010071
170,mile,kilometer,8.66,0.923795223236084
171,computer,news,4.47,0.8163298964500427
172,territory,surface,5.34,0.8037133812904358
173,atmosphere,landscape,3.69,0.7953060269355774
174,president,medal,3.0,0.8567046523094177
175,war,troops,8.13,0.8091968894004822
176,record,number,6.31,0.681219220161438
177,skin,eye,6.22,0.8819758892059326
178,Japanese,American,6.5,0.7861517071723938
179,theater,history,3.91,0.7845472693443298
180,volunteer,motto,2.56,0.7672945261001587
181,prejudice,recognition,3.0,0.8340386152267456
182,decoration,valor,5.63,0.7100735306739807
183,century,year,7.59,0.6826010942459106
184,century,nation,3.16,0.5968815684318542
185,delay,racism,1.19,0.7948613166809082
186,delay,news,3.31,0.8590484261512756
187,minister,party,6.63,0.791543185710907
188,peace,plan,4.75,0.8674808144569397
189,minority,peace,3.69,0.7769476771354675
190,attempt,peace,4.25,0.8381399512290955
191,government,crisis,6.56,0.7106328010559082
192,deployment,departure,4.25,0.782126247882843
193,deployment,withdrawal,5.88,0.7585660219192505
194,energy,crisis,5.94,0.9165797829627991
195,announcement,news,7.56,0.8833088874816895
196,announcement,effort,2.75,0.8840563893318176
197,stroke,hospital,7.03,0.8483968377113342
198,disability,death,5.47,0.7713518142700195
199,victim,emergency,6.47,0.8021036386489868
200,treatment,recovery,7.91,0.9022822380065918
201,journal,association,4.97,0.8701816201210022
202,doctor,personnel,5.0,0.7055771350860596
203,doctor,liability,5.19,0.8197409510612488
204,liability,insurance,7.03,0.8489512801170349
205,school,center,3.44,0.8383098840713501
206,reason,hypertension,2.31,0.5459000468254089
207,reason,criterion,5.91,0.802764356136322
208,hundred,percent,7.38,0.8971914649009705
209,Harvard,Yale,8.13,0.9540836811065674
210,hospital,infrastructure,4.63,0.7417087554931641
211,death,row,5.25,0.7579964995384216
212,death,inmate,5.03,0.7673965096473694
213,lawyer,evidence,6.69,0.7393445372581482
214,life,death,7.88,0.8673401474952698
215,life,term,4.5,0.8027941584587097
216,word,similarity,4.75,0.8677757978439331
217,board,recommendation,4.47,0.8762603402137756
218,governor,interview,3.25,0.6722676157951355
219,OPEC,country,5.63,0.5259314775466919
220,peace,atmosphere,3.69,0.884636640548706
221,peace,insurance,2.94,0.7590947151184082
222,territory,kilometer,5.28,0.7628229260444641
223,travel,activity,5.0,0.8042154312133789
224,competition,price,6.44,0.8498074412345886
225,consumer,confidence,4.13,0.823723554611206
226,consumer,energy,4.75,0.9007903933525085
227,problem,airport,2.38,0.7055431604385376
228,car,flight,4.94,0.7347320914268494
229,credit,card,8.06,0.8154976963996887
230,credit,information,5.31,0.8036027550697327
231,hotel,reservation,8.03,0.8081467151641846
232,grocery,money,5.94,0.8684229850769043
233,registration,arrangement,6.0,0.7888025641441345
234,arrangement,accommodation,5.41,0.7886130809783936
235,month,hotel,1.81,0.7833601832389832
236,type,kind,8.97,0.9096328020095825
237,arrival,hotel,6.0,0.7894861698150635
238,bed,closet,6.72,0.7989562153816223
239,closet,clothes,8.0,0.8313485383987427
240,situation,conclusion,4.81,0.8432897925376892
241,situation,isolation,3.88,0.8779307007789612
242,impartiality,interest,5.16,0.41474035382270813
243,direction,combination,2.25,0.8971673846244812
244,street,place,6.44,0.8063320517539978
245,street,avenue,8.88,0.8962303996086121
246,street,block,6.88,0.8265247941017151
247,street,children,4.94,0.7480689883232117
248,listing,proximity,2.56,0.8400465250015259
249,listing,category,6.38,0.844852864742279
250,cell,phone,7.81,0.8324414491653442
251,production,hike,1.75,0.6971768736839294
252,benchmark,index,4.25,0.7789714336395264
253,media,trading,3.88,0.7360532283782959
254,media,gain,2.88,0.6553123593330383
255,dividend,payment,7.63,0.6728553771972656
256,dividend,calculation,6.48,0.721513569355011
257,calculation,computation,8.44,0.9067848920822144
258,currency,market,7.5,0.7811572551727295
259,OPEC,oil,8.59,0.6557567119598389
260,oil,stock,6.34,0.8277332186698914
261,announcement,production,3.38,0.7522709965705872
262,announcement,warning,6.0,0.9249019026756287
263,profit,warning,3.88,0.811506450176239
264,profit,loss,7.63,0.8371245861053467
265,dollar,yen,7.78,0.8693673610687256
266,dollar,buck,9.22,0.8400613069534302
267,dollar,profit,7.38,0.8230438828468323
268,dollar,loss,6.09,0.7751264572143555
269,computer,software,8.5,0.8887894749641418
270,network,hardware,8.31,0.8119552731513977
271,phone,equipment,7.13,0.774272084236145
272,equipment,maker,5.91,0.7427910566329956
273,luxury,car,6.47,0.827259361743927
274,five,month,3.38,0.7548477053642273
275,report,gain,3.63,0.7403711080551147
276,investor,earning,7.13,0.8455826044082642
277,liquid,water,7.89,0.9019370675086975
278,baseball,season,5.97,0.6247235536575317
279,game,victory,7.03,0.8137272596359253
280,game,team,7.69,0.8342951536178589
281,marathon,sprint,7.47,0.769381582736969
282,game,series,6.19,0.8395301699638367
283,game,defeat,6.97,0.8364649415016174
284,seven,series,3.56,0.7636844515800476
285,seafood,sea,7.47,0.8211255669593811
286,seafood,food,8.34,0.854061484336853
287,seafood,lobster,8.7,0.7531664967536926
288,lobster,food,7.81,0.8340886235237122
289,lobster,wine,5.7,0.8513759970664978
290,food,preparation,6.22,0.8801787495613098
291,video,archive,6.34,0.6951717734336853
292,start,year,4.06,0.7159721255302429
293,start,match,4.47,0.7004321217536926
294,game,round,5.97,0.8334400653839111
295,boxing,round,7.61,0.6944814324378967
296,championship,tournament,8.36,0.7489024996757507
297,fighting,defeating,7.41,0.8135843873023987
298,line,insurance,2.69,0.7323738932609558
299,day,summer,3.94,0.8288372159004211
300,summer,drought,7.16,0.7802130579948425
301,summer,nature,5.63,0.7211469411849976
302,day,dawn,7.53,0.8627521991729736
303,nature,environment,8.31,0.8400656580924988
304,environment,ecology,8.81,0.86161208152771
305,nature,man,6.25,0.7401936054229736
306,man,woman,8.3,0.9260299205780029
307,man,governor,5.25,0.7182902097702026
308,murder,manslaughter,8.53,0.576896071434021
309,soap,opera,7.94,0.7959895133972168
310,opera,performance,6.88,0.824660062789917
311,life,lesson,5.94,0.786152720451355
312,focus,life,4.06,0.8137375712394714
313,production,crew,6.25,0.7963975667953491
314,television,film,7.72,0.9055567383766174
315,lover,quarrel,6.19,0.7626014947891235
316,viewer,serial,2.97,0.8076867461204529
317,possibility,girl,1.94,0.8390026688575745
318,population,development,3.75,0.7619514465332031
319,morality,importance,3.31,0.9186517000198364
320,morality,marriage,3.69,0.8098662495613098
321,Mexico,Brazil,7.44,0.8923524022102356
322,gender,equality,6.41,0.7685832977294922
323,change,attitude,5.44,0.8228278756141663
324,family,planning,6.25,0.8578768372535706
325,opera,industry,2.63,0.7602379322052002
326,sugar,approach,0.88,0.8369528651237488
327,practice,institution,3.19,0.8259506225585938
328,ministry,culture,4.69,0.7503669261932373
329,problem,challenge,6.75,0.8513393402099609
330,size,prominence,5.31,0.9317348003387451
331,country,citizen,7.31,0.7060869932174683
332,planet,people,5.75,0.8762550354003906
333,development,issue,3.97,0.7989177703857422
334,experience,music,3.47,0.7434731721878052
335,music,project,3.63,0.8076210618019104
336,glass,metal,5.56,0.9339127540588379
337,aluminum,metal,7.83,0.8488578796386719
338,chance,credibility,3.88,0.8452733755111694
339,exhibit,memorabilia,5.31,0.7676618099212646
340,concert,virtuoso,6.81,0.3844040334224701
341,rock,jazz,7.59,0.7470970749855042
342,museum,theater,7.19,0.8431844115257263
343,observation,architecture,4.38,0.7695999145507812
344,space,world,6.53,0.8683904409408569
345,preservation,world,6.19,0.8118112683296204
346,admission,ticket,7.69,0.8421388268470764
347,shower,thunderstorm,6.31,0.647723913192749
348,shower,flood,6.03,0.7091591358184814
349,weather,forecast,8.34,0.811048150062561
350,disaster,area,6.25,0.8287075757980347
351,governor,office,6.34,0.7731215357780457
352,architecture,century,3.78,0.6909366250038147
