word1,word2,WordSim,cos
secretary,senate,5.06,0.4517984092235565
energy,laboratory,5.09,0.3524075448513031
computer,laboratory,6.78,0.5249778628349304
weapon,secret,6.06,0.49941378831863403
FBI,fingerprint,6.94,0.37868911027908325
FBI,investigation,8.31,0.4558073580265045
investigation,effort,4.59,0.5240759253501892
Mars,water,2.94,0.32389506697654724
Mars,scientist,5.63,0.32784485816955566
news,report,8.16,0.5680548548698425
canyon,landscape,7.53,0.47909048199653625
image,surface,4.56,0.4810433089733124
discovery,space,6.34,0.35695624351501465
water,seepage,6.56,0.550011157989502
sign,recess,2.38,0.3004290759563446
Wednesday,news,2.22,0.34753042459487915
mile,kilometer,8.66,0.7614891529083252
computer,news,4.47,0.38958778977394104
territory,surface,5.34,0.43314456939697266
atmosphere,landscape,3.69,0.4724729061126709
president,medal,3.0,0.317932665348053
war,troops,8.13,0.46269285678863525
record,number,6.31,0.4872954785823822
skin,eye,6.22,0.5595522522926331
Japanese,American,6.5,0.6677848100662231
theater,history,3.91,0.47984474897384644
volunteer,motto,2.56,0.32210326194763184
prejudice,recognition,3.0,0.4252525866031647
decoration,valor,5.63,0.3946998715400696
century,year,7.59,0.6233190894126892
century,nation,3.16,0.44137105345726013
delay,racism,1.19,0.3283648192882538
delay,news,3.31,0.33139991760253906
minister,party,6.63,0.4508131742477417
peace,plan,4.75,0.38278159499168396
minority,peace,3.69,0.32696637511253357
attempt,peace,4.25,0.2730256915092468
government,crisis,6.56,0.4490646421909332
deployment,departure,4.25,0.5140612721443176
deployment,withdrawal,5.88,0.5223178267478943
energy,crisis,5.94,0.37759464979171753
announcement,news,7.56,0.5947327017784119
announcement,effort,2.75,0.4068942964076996
stroke,hospital,7.03,0.34651973843574524
disability,death,5.47,0.44204479455947876
victim,emergency,6.47,0.3675849735736847
treatment,recovery,7.91,0.5833877325057983
journal,association,4.97,0.44909176230430603
doctor,personnel,5.0,0.42972707748413086
doctor,liability,5.19,0.27834486961364746
liability,insurance,7.03,0.6098396182060242
school,center,3.44,0.5122615098953247
reason,hypertension,2.31,0.18434475362300873
reason,criterion,5.91,0.5454501509666443
hundred,percent,7.38,0.4904532730579376
Harvard,Yale,8.13,0.8607956767082214
hospital,infrastructure,4.63,0.45548921823501587
death,row,5.25,0.40896159410476685
death,inmate,5.03,0.3991934359073639
lawyer,evidence,6.69,0.2746970057487488
life,death,7.88,0.5856901407241821
life,term,4.5,0.40115681290626526
word,similarity,4.75,0.43863075971603394
board,recommendation,4.47,0.44819414615631104
governor,interview,3.25,0.33476725220680237
OPEC,country,5.63,0.27052250504493713
peace,atmosphere,3.69,0.39251309633255005
peace,insurance,2.94,0.35834014415740967
territory,kilometer,5.28,0.37917280197143555
travel,activity,5.0,0.48977670073509216
competition,price,6.44,0.5049378275871277
consumer,confidence,4.13,0.40444210171699524
consumer,energy,4.75,0.45255327224731445
problem,airport,2.38,0.2817762494087219
car,flight,4.94,0.4372898042201996
credit,card,8.06,0.5581842660903931
credit,information,5.31,0.49255606532096863
hotel,reservation,8.03,0.5205203294754028
grocery,money,5.94,0.3441106379032135
registration,arrangement,6.0,0.41036123037338257
arrangement,accommodation,5.41,0.5398438572883606
month,hotel,1.81,0.2855968177318573
type,kind,8.97,0.6637248396873474
arrival,hotel,6.0,0.3707212805747986
bed,closet,6.72,0.5181453227996826
closet,clothes,8.0,0.4153430461883545
situation,conclusion,4.81,0.4611819386482239
situation,isolation,3.88,0.46665799617767334
impartiality,interest,5.16,0.5507143139839172
direction,combination,2.25,0.46049290895462036
street,place,6.44,0.4917835593223572
street,avenue,8.88,0.5871344208717346
street,block,6.88,0.4746938645839691
street,children,4.94,0.37062203884124756
listing,proximity,2.56,0.3310035467147827
listing,category,6.38,0.5568982362747192
cell,phone,7.81,0.6211643815040588
production,hike,1.75,0.25207290053367615
benchmark,index,4.25,0.5449689030647278
media,trading,3.88,0.36033886671066284
media,gain,2.88,0.2951090335845947
dividend,payment,7.63,0.5393115282058716
dividend,calculation,6.48,0.3978273272514343
calculation,computation,8.44,0.7271221876144409
currency,market,7.5,0.5009171962738037
OPEC,oil,8.59,0.4535221457481384
oil,stock,6.34,0.45095711946487427
announcement,production,3.38,0.38090068101882935
announcement,warning,6.0,0.48313650488853455
profit,warning,3.88,0.28300002217292786
profit,loss,7.63,0.571704089641571
dollar,yen,7.78,0.5596016049385071
dollar,buck,9.22,0.4333420693874359
dollar,profit,7.38,0.4508724808692932
dollar,loss,6.09,0.3722374141216278
computer,software,8.5,0.7308359146118164
network,hardware,8.31,0.5347849130630493
phone,equipment,7.13,0.39657264947891235
equipment,maker,5.91,0.34909534454345703
luxury,car,6.47,0.46374639868736267
five,month,3.38,0.4595105051994324
report,gain,3.63,0.3251985013484955
investor,earning,7.13,0.34688064455986023
liquid,water,7.89,0.6449358463287354
baseball,season,5.97,0.44569939374923706
game,victory,7.03,0.5112605094909668
game,team,7.69,0.5792784690856934
marathon,sprint,7.47,0.6453989744186401
game,series,6.19,0.5482730865478516
game,defeat,6.97,0.4758824110031128
seven,series,3.56,0.42727768421173096
seafood,sea,7.47,0.5487033724784851
seafood,food,8.34,0.6375133991241455
seafood,lobster,8.7,0.6521380543708801
lobster,food,7.81,0.4988725483417511
lobster,wine,5.7,0.45477214455604553
food,preparation,6.22,0.5131516456604004
video,archive,6.34,0.48236268758773804
start,year,4.06,0.5440717339515686
start,match,4.47,0.49300113320350647
game,round,5.97,0.4690321683883667
boxing,round,7.61,0.3902859389781952
championship,tournament,8.36,0.7326620221138
fighting,defeating,7.41,0.5660436749458313
line,insurance,2.69,0.3526649475097656
day,summer,3.94,0.6032741665840149
summer,drought,7.16,0.39734020829200745
summer,nature,5.63,0.3440336585044861
day,dawn,7.53,0.6024122834205627
nature,environment,8.31,0.6238496899604797
environment,ecology,8.81,0.6763340830802917
nature,man,6.25,0.561996579170227
man,woman,8.3,0.8119809031486511
man,governor,5.25,0.4350578486919403
murder,manslaughter,8.53,0.6205568313598633
soap,opera,7.94,0.5499292612075806
opera,performance,6.88,0.5234636068344116
life,lesson,5.94,0.4648928642272949
focus,life,4.06,0.45372214913368225
production,crew,6.25,0.38969331979751587
television,film,7.72,0.6363710761070251
lover,quarrel,6.19,0.3797036409378052
viewer,serial,2.97,0.3636786639690399
possibility,girl,1.94,0.3185737133026123
population,development,3.75,0.4609130620956421
morality,importance,3.31,0.5029529333114624
morality,marriage,3.69,0.4880695641040802
Mexico,Brazil,7.44,0.6650055050849915
gender,equality,6.41,0.5957698225975037
change,attitude,5.44,0.5536243915557861
family,planning,6.25,0.4694049060344696
opera,industry,2.63,0.3634786605834961
sugar,approach,0.88,0.2354269027709961
practice,institution,3.19,0.4893515110015869
ministry,culture,4.69,0.4657783508300781
problem,challenge,6.75,0.6282095909118652
size,prominence,5.31,0.5118820071220398
country,citizen,7.31,0.5199049115180969
planet,people,5.75,0.4202408790588379
development,issue,3.97,0.4617753028869629
experience,music,3.47,0.4714530408382416
music,project,3.63,0.42445850372314453
glass,metal,5.56,0.5980364084243774
aluminum,metal,7.83,0.6705844402313232
chance,credibility,3.88,0.4678820073604584
exhibit,memorabilia,5.31,0.36154448986053467
concert,virtuoso,6.81,0.43350404500961304
rock,jazz,7.59,0.56877201795578
museum,theater,7.19,0.5357459187507629
observation,architecture,4.38,0.3366333544254303
space,world,6.53,0.5057479739189148
preservation,world,6.19,0.31860750913619995
admission,ticket,7.69,0.48647600412368774
shower,thunderstorm,6.31,0.42292070388793945
shower,flood,6.03,0.3504122495651245
weather,forecast,8.34,0.635658860206604
disaster,area,6.25,0.3796291947364807
governor,office,6.34,0.5473617911338806
architecture,century,3.78,0.25019991397857666
