word1,word2,SimLex,cos
arm,wrist,3.57,0.5408115386962891
house,apartment,5.8,0.42214083671569824
glass,crystal,6.27,0.4642263650894165
wine,brandy,5.15,0.3976324498653412
creator,maker,9.62,0.19023124873638153
dinner,breakfast,3.33,0.7218676209449768
arm,muscle,3.72,0.3696885108947754
bubble,suds,8.57,0.17341522872447968
bread,flour,3.33,0.6297925710678101
death,tragedy,5.8,0.41934365034103394
absence,presence,0.4,0.5082042217254639
gun,cannon,5.68,0.5102370381355286
grass,blade,4.57,0.2770272493362427
ball,basket,1.67,0.4225044250488281
hose,garden,1.67,0.2629108130931854
boy,kid,7.5,0.6552934050559998
church,choir,2.95,0.46538570523262024
clothes,drawer,3.02,0.27876487374305725
tower,bell,1.9,0.42399153113365173
father,parent,7.07,0.3129975497722626
school,grade,4.42,0.525232195854187
parent,adult,5.37,0.38676145672798157
bar,jail,1.9,0.1935516744852066
car,highway,3.4,0.3568073511123657
dictionary,definition,6.25,0.3626871705055237
door,cellar,1.97,0.3648790121078491
army,legion,5.95,0.3404381275177002
metal,aluminum,7.25,0.5482633113861084
chair,bench,6.67,0.3707112967967987
cloud,fog,6.0,0.4719940721988678
boy,son,6.75,0.5726956129074097
water,ice,6.47,0.4023298919200897
bed,blanket,3.02,0.37708842754364014
attorney,lawyer,9.35,0.7752621173858643
area,zone,8.33,0.5226235389709473
business,company,9.02,0.5905643701553345
clothes,fabric,5.87,0.44623398780822754
sweater,jacket,7.15,0.6453063488006592
money,capital,6.67,0.3692971169948578
hand,foot,4.17,0.423816978931427
alcohol,cocktail,6.73,0.2960953116416931
yard,inch,3.78,0.24189727008342743
molecule,atom,6.45,0.5223016738891602
lens,camera,4.28,0.45654523372650146
meal,dinner,7.15,0.6411886215209961
eye,tear,3.55,0.24789652228355408
god,devil,1.8,0.3944411873817444
loop,belt,3.1,0.26605167984962463
rat,mouse,7.78,0.5267990827560425
motor,engine,8.65,0.4481804072856903
car,cab,7.42,0.4595547318458557
cat,lion,6.75,0.3800976574420929
size,magnitude,6.33,0.3042982816696167
reality,fantasy,1.03,0.4150422513484955
door,gate,5.25,0.4047562777996063
cat,pet,5.95,0.5870365500450134
tin,aluminum,6.42,0.4312146306037903
bone,jaw,4.17,0.5104861259460449
cereal,wheat,3.75,0.5169868469238281
house,key,1.9,0.28755316138267517
blood,flesh,4.28,0.40544357895851135
door,corridor,3.73,0.16458697617053986
god,spirit,7.3,0.4682553708553314
capability,competence,7.62,0.3833230435848236
abundance,plenty,8.97,0.39497506618499756
sofa,chair,6.67,0.4142971932888031
wall,brick,4.68,0.41226938366889954
horn,drum,2.68,0.2875896394252777
organ,liver,6.15,0.4292230010032654
strength,might,7.07,0.3054322898387909
phrase,word,5.48,0.7588952779769897
band,parade,3.92,0.23250268399715424
stomach,waist,5.9,0.29041486978530884
cloud,storm,5.6,0.3492698073387146
joy,pride,5.0,0.4742821455001831
noise,rattle,6.17,0.19644898176193237
rain,mist,5.97,0.3894619345664978
beer,beverage,5.42,0.5729461312294006
man,uncle,3.92,0.398197203874588
apple,juice,2.88,0.44105109572410583
intelligence,logic,6.5,0.17927774786949158
communication,language,7.47,0.36825087666511536
mink,fur,6.83,0.5398644208908081
mob,crowd,7.85,0.35656341910362244
shore,coast,8.83,0.5113322734832764
wire,cord,7.62,0.3179965019226074
bird,turkey,6.58,0.2979629337787628
bed,crib,7.3,0.39322564005851746
competence,ability,7.5,0.43666374683380127
cloud,haze,7.32,0.43743225932121277
supper,meal,7.53,0.46793168783187866
bar,cage,2.8,0.14969304203987122
water,salt,1.3,0.46853089332580566
sense,intuition,7.68,0.3999555706977844
situation,condition,6.58,0.48565155267715454
crime,theft,7.53,0.46888354420661926
style,fashion,8.5,0.4714333117008209
boundary,border,9.08,0.4660751521587372
arm,body,4.05,0.3879179358482361
boat,car,2.37,0.39315885305404663
sandwich,lunch,6.3,0.44263869524002075
bride,princess,2.8,0.4573919475078583
heroine,hero,8.78,0.5211660861968994
car,gauge,1.13,0.15787769854068756
insect,bee,6.07,0.32080549001693726
crib,cradle,8.55,0.2650546729564667
animal,person,3.05,0.2826897203922272
marijuana,herb,6.5,0.2704525291919708
bed,hospital,0.92,0.3752519190311432
cheek,tongue,4.52,0.5780978202819824
disc,computer,3.2,0.2507779598236084
curve,angle,3.33,0.4759465456008911
grass,moss,5.0,0.3489912152290344
school,law,1.13,0.369167298078537
foot,head,2.3,0.3281310796737671
mother,guardian,6.5,0.25432509183883667
orthodontist,dentist,8.27,0.5420166254043579
alcohol,whiskey,7.27,0.39905208349227905
mouth,tooth,6.3,0.3192475736141205
breakfast,bacon,4.37,0.3665129542350769
bathroom,bedroom,3.4,0.653064489364624
plate,bowl,5.23,0.289213627576828
meat,bacon,5.8,0.39960968494415283
air,helium,3.63,0.22257229685783386
worker,employer,5.37,0.5169454216957092
body,chest,4.45,0.42683959007263184
son,father,3.82,0.8562743067741394
heart,surgery,1.08,0.5459269881248474
woman,secretary,1.98,0.14340612292289734
man,father,4.83,0.5452345013618469
beach,island,5.6,0.4389578104019165
story,topic,5.0,0.267853319644928
game,fun,3.42,0.41380810737609863
weekend,week,4.0,0.7584366798400879
couple,pair,8.33,0.5346895456314087
woman,wife,5.72,0.5986992716789246
sheep,cattle,4.77,0.7523556351661682
purse,bag,8.33,0.5036375522613525
ceiling,cathedral,2.42,0.28622516989707947
bean,coffee,5.15,0.4120559096336365
wood,paper,2.88,0.363675594329834
top,side,1.9,0.3907370865345001
crime,fraud,5.65,0.4071512520313263
pain,harm,5.38,0.34228047728538513
lover,companion,5.97,0.5282190442085266
evening,dusk,7.78,0.3726704716682434
father,daughter,2.62,0.731855571269989
wine,liquor,7.85,0.43244361877441406
cow,goat,2.93,0.5626482963562012
belief,opinion,7.7,0.3751662075519562
reality,illusion,1.42,0.4204728305339813
pact,agreement,9.02,0.769930899143219
wealth,poverty,1.27,0.41082504391670227
accident,emergency,4.93,0.3371213674545288
battle,conquest,7.22,0.3043997883796692
friend,teacher,2.62,0.43737682700157166
illness,infection,6.9,0.5908486247062683
game,trick,2.32,0.37376511096954346
brother,son,3.48,0.8323165774345398
aunt,nephew,3.1,0.4872681498527527
worker,mechanic,4.92,0.44603487849235535
doctor,orthodontist,5.58,0.2066996693611145
oak,maple,6.03,0.5144901871681213
bee,queen,3.27,0.2262360006570816
car,bicycle,3.47,0.49795129895210266
goal,quest,5.83,0.2515094578266144
august,month,5.53,0.5915493369102478
army,squad,5.08,0.32869839668273926
cloud,weather,4.87,0.32169559597969055
physician,doctor,8.88,0.7040849924087524
canyon,valley,6.75,0.5036852359771729
river,valley,1.67,0.6001116633415222
sun,sky,2.27,0.4424341917037964
target,arrow,3.25,0.20679278671741486
chocolate,pie,2.27,0.5019595623016357
circumstance,situation,7.85,0.3812766373157501
opinion,choice,5.43,0.3312690854072571
rhythm,melody,6.12,0.5470365285873413
gut,nerve,4.93,0.2928057909011841
day,dawn,5.47,0.3886743187904358
cattle,beef,7.03,0.5430144667625427
doctor,professor,4.65,0.4195367097854614
arm,vein,3.65,0.195039764046669
room,bath,3.33,0.3494039475917816
corporation,business,9.02,0.38049155473709106
fun,football,1.97,0.2123948335647583
hill,cliff,4.28,0.4084271490573883
bone,ankle,3.82,0.4197290241718292
apple,candy,2.08,0.3403625190258026
helper,maid,5.58,0.2846720814704895
leader,manager,7.27,0.17907822132110596
lemon,tea,1.6,0.3105314075946808
bee,ant,2.78,0.35962575674057007
basketball,baseball,4.92,0.6719807386398315
rice,bean,2.72,0.3640521466732025
bed,furniture,6.08,0.32329627871513367
emotion,passion,7.72,0.5460464358329773
anarchy,chaos,7.93,0.7012681365013123
crime,violation,7.12,0.2513193190097809
machine,engine,5.58,0.3443158268928528
beach,sea,4.68,0.328102171421051
alley,bowl,1.53,0.11508403718471527
jar,bottle,7.83,0.4829711318016052
strength,capability,5.28,0.43733885884284973
seed,mustard,3.48,0.21524274349212646
guitar,drum,3.78,0.5047760605812073
opinion,idea,5.7,0.31001195311546326
north,west,3.63,0.637471616268158
diet,salad,2.98,0.2696206271648407
mother,wife,3.02,0.8087015151977539
dad,mother,3.55,0.551095187664032
captain,sailor,5.0,0.3674245774745941
meter,yard,5.6,0.38384002447128296
beer,champagne,4.45,0.47592034935951233
motor,boat,2.57,0.3234124779701233
card,bridge,1.97,0.1105114221572876
science,psychology,4.92,0.568446934223175
sinner,saint,1.6,0.32367539405822754
destruction,construction,0.98,0.2628316879272461
crowd,bunch,7.42,0.2824976146221161
beach,reef,3.77,0.27326226234436035
man,child,4.13,0.3721754550933838
bread,cheese,1.95,0.6183797717094421
champion,winner,8.73,0.6388682126998901
celebration,ceremony,7.72,0.6145143508911133
menu,order,3.62,0.19850772619247437
king,princess,3.27,0.4397086501121521
wealth,prestige,6.07,0.36997276544570923
endurance,strength,6.58,0.4025883078575134
danger,threat,8.78,0.7335464954376221
god,priest,4.5,0.34730103611946106
men,fraternity,3.13,0.2022058069705963
buddy,companion,8.65,0.21999476850032806
teacher,helper,4.28,0.19529321789741516
body,stomach,3.93,0.34956759214401245
tongue,throat,3.1,0.47008389234542847
house,carpet,1.38,0.1623661071062088
intelligence,skill,5.35,0.2928587794303894
journey,conquest,4.72,0.2750137746334076
god,prey,1.23,0.06406443566083908
brother,soul,0.97,0.24777072668075562
adversary,opponent,9.05,0.4583665430545807
death,catastrophe,4.13,0.20790809392929077
monster,demon,6.95,0.46082133054733276
day,morning,4.87,0.6845975518226624
man,victor,1.9,0.16364553570747375
friend,guy,3.88,0.4377334713935852
song,story,3.97,0.35343024134635925
ray,sunshine,6.83,0.1357678920030594
guy,stud,5.83,0.08211104571819305
chicken,rice,1.43,0.40877974033355713
box,elevator,1.32,0.16523697972297668
butter,potato,1.22,0.4856322407722473
apartment,furniture,1.28,0.35115015506744385
lake,swamp,4.92,0.35286444425582886
salad,vinegar,1.13,0.48376747965812683
flower,bulb,4.48,0.40425702929496765
cloud,mist,6.67,0.4688016176223755
driver,pilot,6.28,0.4054507315158844
sugar,honey,5.13,0.5066747069358826
body,shoulder,2.88,0.26966002583503723
idea,image,3.55,0.30399173498153687
father,brother,4.2,0.820578932762146
moon,planet,5.87,0.4963635504245758
ball,costume,2.32,0.21118111908435822
rail,fence,5.22,0.2681048810482025
room,bed,2.35,0.5380096435546875
flower,bush,4.25,0.02798880822956562
bone,knee,4.17,0.408103346824646
arm,knee,2.75,0.3679247498512268
bottom,side,2.63,0.49799013137817383
vessel,vein,5.15,0.1159607395529747
cat,rabbit,2.37,0.4608757793903351
meat,sandwich,2.35,0.42766496539115906
belief,concept,5.08,0.4739048182964325
intelligence,insight,5.9,0.2866033911705017
attention,interest,7.22,0.43317800760269165
attitude,confidence,4.35,0.41013985872268677
right,justice,7.05,0.3504429757595062
argument,agreement,1.45,0.21834006905555725
depth,magnitude,6.12,0.39110898971557617
medium,news,3.65,0.11166475713253021
winner,candidate,2.78,0.3772256374359131
birthday,date,5.08,0.3716912865638733
fee,payment,7.15,0.56673264503479
bible,hymn,5.15,0.34638598561286926
exit,doorway,5.5,0.2359960824251175
man,sentry,3.25,0.08558794111013412
aisle,hall,6.35,0.19577309489250183
whiskey,gin,6.28,0.5239006876945496
blood,marrow,3.4,0.49215492606163025
oil,mink,1.23,0.008083862252533436
floor,deck,5.55,0.4634823203086853
roof,floor,2.62,0.5106588006019592
door,floor,1.67,0.4845612049102783
shoulder,head,3.42,0.3565409183502197
wagon,carriage,7.7,0.5468586683273315
car,carriage,5.13,0.38259920477867126
elbow,ankle,3.13,0.7046117186546326
wealth,fame,4.02,0.29862597584724426
sorrow,shame,4.77,0.589370846748352
administration,management,7.25,0.41650187969207764
communication,conversation,8.02,0.3297165036201477
pollution,atmosphere,4.25,0.303619384765625
anatomy,biology,5.33,0.5149173736572266
college,profession,3.12,0.32187172770500183
book,topic,2.07,0.3614782989025116
formula,equation,7.95,0.39500799775123596
book,information,5.0,0.3099976181983948
boy,partner,1.9,0.10236213356256485
sky,universe,4.68,0.24789540469646454
population,people,7.68,0.48270654678344727
college,class,4.13,0.31099480390548706
chief,mayor,4.85,0.3193511962890625
rabbi,minister,7.62,0.1550142467021942
meter,inch,5.08,0.3937269449234009
polyester,cotton,5.63,0.45791390538215637
lawyer,banker,1.88,0.468293696641922
violin,instrument,6.58,0.5301923155784607
camp,cabin,4.2,0.22282545268535614
pot,appliance,2.53,0.055580176413059235
linen,fabric,7.47,0.5535625219345093
whiskey,champagne,5.33,0.4709945023059845
girl,child,5.38,0.6229295134544373
cottage,cabin,7.72,0.3389909267425537
bird,hen,7.03,0.28258323669433594
racket,noise,8.1,0.1248636394739151
sunset,evening,5.98,0.3524385392665863
drizzle,rain,9.17,0.4477214813232422
adult,baby,2.22,0.3942999839782715
charcoal,coal,7.63,0.3562692701816559
body,spine,4.78,0.29593831300735474
head,nail,2.47,0.13568106293678284
log,timber,8.05,0.3950415849685669
spoon,cup,2.02,0.26802968978881836
body,nerve,3.13,0.19053836166858673
man,husband,5.32,0.43098363280296326
bone,neck,2.53,0.40092039108276367
frustration,anger,6.5,0.8015727996826172
river,sea,5.72,0.36394795775413513
task,job,8.87,0.4277438223361969
club,society,5.23,0.3222378194332123
reflection,image,7.27,0.3704277276992798
prince,king,5.92,0.619662344455719
snow,weather,5.48,0.48703959584236145
people,party,2.2,0.39313119649887085
boy,brother,6.67,0.5398657917976379
root,grass,3.55,0.3073069453239441
brow,eye,3.82,0.2338089942932129
money,pearl,2.1,0.11169030517339706
money,diamond,3.42,0.18560756742954254
vehicle,bus,6.47,0.5221534371376038
cab,bus,5.6,0.47544798254966736
house,barn,4.33,0.33376365900039673
finger,palm,3.33,0.18694676458835602
car,bridge,0.95,0.24981339275836945
effort,difficulty,4.45,0.20716649293899536
fact,insight,4.77,0.18430598080158234
job,management,3.97,0.40366679430007935
cancer,sickness,7.93,0.3087499141693115
word,newspaper,2.47,0.24002379179000854
composer,writer,6.58,0.46686315536499023
actor,singer,4.52,0.527377724647522
shelter,hut,6.47,0.3641985356807709
bathroom,kitchen,3.1,0.6370521187782288
cabin,hut,6.53,0.2719953656196594
door,kitchen,1.67,0.44406840205192566
value,belief,7.07,0.31359782814979553
wisdom,intelligence,7.47,0.28047436475753784
ignorance,intelligence,1.5,0.07931040972471237
happiness,luck,2.38,0.39799851179122925
idea,scheme,6.75,0.3495115637779236
mood,emotion,8.12,0.36429712176322937
happiness,peace,6.03,0.3094659447669983
despair,misery,7.22,0.6179206967353821
logic,arithmetic,3.97,0.5082667469978333
denial,confession,1.03,0.3589605987071991
argument,criticism,5.08,0.3813161253929138
aggression,hostility,8.48,0.4857930541038513
hysteria,confusion,6.33,0.37683242559432983
chemistry,theory,3.17,0.3365269899368286
trial,verdict,3.33,0.6414014101028442
comfort,safety,5.8,0.3314366042613983
confidence,self,3.12,0.32634252309799194
vision,perception,6.88,0.3877323865890503
era,decade,5.4,0.47279638051986694
biography,fiction,1.38,0.4840436577796936
discussion,argument,5.48,0.4570337235927582
code,symbol,6.03,0.29153352975845337
danger,disease,3.0,0.28973206877708435
accident,catastrophe,5.9,0.3184261918067932
journey,trip,8.88,0.647258996963501
activity,movement,7.15,0.37911561131477356
gossip,news,5.22,0.3347468674182892
father,god,3.57,0.4160498082637787
action,course,5.45,0.29910793900489807
fever,illness,7.65,0.4675455093383789
aviation,flight,8.18,0.4791332185268402
game,action,4.85,0.35261890292167664
molecule,air,3.05,0.033468153327703476
home,state,2.58,0.28298211097717285
word,literature,4.77,0.36334770917892456
adult,guardian,6.9,0.33895912766456604
newspaper,information,5.65,0.27764856815338135
communication,television,5.6,0.24621495604515076
cousin,uncle,4.63,0.7236307859420776
author,reader,1.6,0.4278717041015625
guy,partner,3.57,0.2088313102722168
area,corner,2.07,0.4633898437023163
ballad,song,7.53,0.6387775540351868
wall,decoration,2.62,0.20273688435554504
word,page,2.92,0.30090823769569397
nurse,scientist,2.08,0.21891212463378906
politician,president,7.38,0.2887548506259918
president,mayor,5.68,0.3990113139152527
book,essay,4.72,0.5995661616325378
man,warrior,4.72,0.3206370770931244
article,journal,6.18,0.5325410962104797
breakfast,supper,4.4,0.4870991110801697
crowd,parade,3.93,0.41261905431747437
aisle,hallway,6.75,0.38693714141845703
teacher,rabbi,4.37,0.2924704849720001
hip,lip,1.43,0.2506623864173889
book,article,5.43,0.5003653764724731
room,cell,4.58,0.2835337817668915
box,booth,3.8,0.3272888660430908
daughter,kid,4.17,0.33174076676368713
limb,leg,6.9,0.345337450504303
liver,lung,2.7,0.6228561401367188
classroom,hallway,2.0,0.48448446393013
mountain,ledge,3.73,0.31082749366760254
car,elevator,1.03,0.31734076142311096
bed,couch,3.42,0.4826847314834595
clothes,button,2.3,0.129274383187294
clothes,coat,5.35,0.4312621057033539
kidney,organ,6.17,0.4240705072879791
apple,sauce,1.43,0.3038102090358734
chicken,steak,3.73,0.5431522130966187
car,hose,0.87,0.1572990119457245
tobacco,cigarette,7.5,0.7384509444236755
student,professor,1.95,0.4579166769981384
baby,daughter,5.0,0.5163570642471313
pipe,cigar,6.03,0.34479090571403503
milk,juice,4.05,0.5387115478515625
box,cigar,1.25,0.23790091276168823
apartment,hotel,3.33,0.5562672019004822
cup,cone,3.17,0.12715506553649902
horse,ox,3.02,0.4005333185195923
throat,nose,2.8,0.5479847192764282
bone,teeth,4.17,0.47713539004325867
bone,elbow,3.78,0.44200387597084045
bacon,bean,1.22,0.27207130193710327
cup,jar,5.13,0.16430363059043884
proof,fact,7.3,0.49192407727241516
appointment,engagement,6.75,0.20823591947555542
birthday,year,1.67,0.34192371368408203
word,clue,2.53,0.29126980900764465
author,creator,8.02,0.4352477192878723
atom,carbon,3.1,0.367953896522522
archbishop,bishop,7.05,0.7400004863739014
letter,paragraph,4.0,0.4074728190898895
page,paragraph,3.03,0.44282224774360657
steeple,chapel,7.08,0.323962926864624
muscle,bone,3.65,0.49792715907096863
muscle,tongue,5.0,0.1578637957572937
boy,soldier,2.15,0.4525468647480011
belly,abdomen,8.13,0.5064629912376404
guy,girl,3.33,0.38336479663848877
bed,chair,3.5,0.3713906705379486
clothes,jacket,5.15,0.47922033071517944
gun,knife,3.65,0.40465569496154785
tin,metal,5.63,0.42520812153816223
bottle,container,7.93,0.34614071249961853
hen,turkey,6.13,0.11026312410831451
meat,bread,1.67,0.536352813243866
arm,bone,3.83,0.28273794054985046
neck,spine,5.32,0.5293580889701843
apple,lemon,4.05,0.348374605178833
agony,grief,7.63,0.5492295026779175
assignment,task,8.7,0.466894268989563
night,dawn,2.95,0.49913135170936584
dinner,soup,3.72,0.39914482831954956
calf,bull,4.93,0.32204124331474304
snow,storm,4.8,0.3790986239910126
nail,hand,3.42,0.27448752522468567
dog,horse,2.38,0.5369751453399658
arm,neck,1.58,0.4487193822860718
ball,glove,1.75,0.4687368869781494
flu,fever,6.08,0.5231927037239075
fee,salary,3.72,0.4534135162830353
nerve,brain,3.88,0.46927332878112793
beast,animal,7.83,0.33179327845573425
dinner,chicken,2.85,0.40153056383132935
girl,maid,2.93,0.38787177205085754
child,boy,5.75,0.5952883958816528
alcohol,wine,7.42,0.41352158784866333
nose,mouth,3.73,0.5468345880508423
street,car,2.38,0.3001682162284851
bell,door,2.2,0.2602682411670685
box,hat,1.3,0.30521389842033386
belief,impression,5.95,0.4074428081512451
bias,opinion,5.6,0.3091025650501251
attention,awareness,8.73,0.4142000079154968
anger,mood,4.1,0.3451439142227173
elegance,style,5.72,0.4640975594520569
beauty,age,1.58,0.26401814818382263
book,theme,2.58,0.33609214425086975
friend,mother,2.53,0.5772964954376221
vitamin,iron,5.55,0.25829511880874634
car,factory,2.75,0.4191330373287201
pact,condition,2.45,0.16610608994960785
chapter,choice,0.48,0.09467419236898422
arithmetic,rhythm,2.35,0.1937071979045868
winner,presence,1.08,0.07709036022424698
belief,flower,0.4,0.03981262817978859
winner,goal,3.23,0.3494424819946289
trick,size,0.48,0.06675197929143906
choice,vein,0.98,0.09361439198255539
