word1,word2,MEN,cos
pug,puppy,42.0,0.6534326076507568
sunrise,sunset,42.0,0.8471505045890808
leather,shoes,42.0,0.5853195786476135
beach,shore,42.0,0.7410866618156433
color,red,42.0,0.5935245156288147
painted,painting,42.0,0.7378992438316345
storm,wind,42.0,0.6209818720817566
color,violet,42.0,0.5449586510658264
rain,wet,42.0,0.5873684883117676
diner,eat,42.0,0.4038248062133789
bed,bedroom,42.0,0.6634129881858826
guitar,musicians,42.0,0.44481155276298523
petals,rose,42.0,0.49907198548316956
rail,subway,42.0,0.6012120842933655
holiday,vacation,42.0,0.7600383758544922
bed,sleep,42.0,0.6797027587890625
cigarette,smoking,42.0,0.7048117518424988
airplane,plane,42.0,0.7890331149101257
daffodils,plant,42.0,0.4037860333919525
diner,kitchen,42.0,0.5767138004302979
coins,silver,42.0,0.5565410852432251
cake,chocolate,42.0,0.655333399772644
evening,night,42.0,0.8473730087280273
race,racing,42.0,0.7341838479042053
flight,flying,42.0,0.7111146450042725
face,lips,42.0,0.5090264678001404
berry,raspberry,42.0,0.6843251585960388
lamp,light,42.0,0.6156207919120789
birds,nest,42.0,0.5297690629959106
mother,pregnant,42.0,0.6189019083976746
animals,pets,42.0,0.6966596245765686
butterfly,insects,42.0,0.4673282504081726
sky,sunrise,42.0,0.5643752217292786
canine,husky,42.0,0.5082992911338806
food,meat,42.0,0.6844099164009094
cloud,sky,42.0,0.580726146697998
crow,feathers,42.0,0.47153931856155396
blossom,flowers,42.0,0.5892830491065979
splash,swim,42.0,0.4615751802921295
band,musicians,42.0,0.5937522053718567
cactus,plant,42.0,0.5258670449256897
eagle,hawk,42.0,0.5401816368103027
harbour,sea,42.0,0.5969813466072083
flowers,foliage,42.0,0.6241005659103394
red,violet,42.0,0.6390019059181213
music,sing,42.0,0.48112952709198
breakfast,morning,42.0,0.6437917351722717
cafe,restaurant,42.0,0.7748440504074097
beach,coast,42.0,0.6742932796478271
puddle,splash,42.0,0.5697022676467896
birds,pelican,42.0,0.5010876059532166
clothes,socks,42.0,0.5092998743057251
amphibians,lizard,41.0,0.48635193705558777
daughter,son,41.0,0.8847970366477966
car,motor,41.0,0.6676263809204102
amphibians,reptiles,41.0,0.7715171575546265
day,morning,41.0,0.7810372114181519
aircraft,flying,41.0,0.6582458019256592
airplane,airport,41.0,0.6512044072151184
metro,train,41.0,0.47220978140830994
band,music,41.0,0.5658245086669922
shadow,sunlight,41.0,0.4641185998916626
night,sleep,41.0,0.5774251818656921
salad,soup,41.0,0.6700388789176941
porch,roof,41.0,0.6244871020317078
eyes,tears,41.0,0.5099824666976929
colour,rainbow,41.0,0.5111555457115173
berry,fruit,41.0,0.6497057676315308
red,yellow,41.0,0.8753618001937866
socks,stockings,41.0,0.5655524134635925
flamingo,hummingbird,41.0,0.6079427003860474
tree,twigs,41.0,0.6070785522460938
kiss,lips,41.0,0.5450289845466614
burger,sandwich,41.0,0.7168458700180054
pregnant,women,41.0,0.5643494129180908
rain,weather,41.0,0.6278241872787476
dinner,eat,41.0,0.5223250985145569
feathers,hawk,41.0,0.3502008020877838
animals,zoo,41.0,0.5101335048675537
duck,mallard,41.0,0.7391201257705688
mountain,valley,41.0,0.7034656405448914
beach,harbour,41.0,0.5861786603927612
musicians,rock,41.0,0.4074718654155731
band,guitar,41.0,0.5349754095077515
car,garage,41.0,0.6862614154815674
feet,leg,41.0,0.4304482936859131
sky,sunlight,41.0,0.4748871624469757
mist,rain,41.0,0.5625051856040955
mother,son,41.0,0.7833119630813599
airplane,wing,41.0,0.4741332232952118
colour,red,41.0,0.6032383441925049
music,musicians,41.0,0.5875054597854614
bay,beach,41.0,0.598250150680542
blonde,redhead,41.0,0.7984055876731873
petals,plant,41.0,0.4023258686065674
kitchen,room,41.0,0.6540185213088989
lingerie,sexy,41.0,0.5783677697181702
automobile,parking,41.0,0.4367067813873291
bar,restaurant,41.0,0.5669499635696411
bedroom,room,41.0,0.7111533880233765
bus,taxi,41.0,0.7042953372001648
fun,happy,41.0,0.5810858011245728
station,train,41.0,0.5865495800971985
pelican,stork,41.0,0.5688316226005554
black,grey,41.0,0.6981151103973389
orange,yellow,41.0,0.8327499628067017
foliage,petals,41.0,0.4785814881324768
park,parking,41.0,0.6401084065437317
lips,tongue,41.0,0.6676046848297119
fog,misty,41.0,0.5860792994499207
canine,poodle,41.0,0.5753427147865295
bath,washing,41.0,0.5994641184806824
foliage,tree,41.0,0.6138587594032288
panorama,view,41.0,0.49773260951042175
bloom,daisy,41.0,0.46383601427078247
escalator,stairs,41.0,0.5977094769477844
petals,tulip,41.0,0.48976394534111023
fishing,sea,41.0,0.5120331645011902
beef,cattle,41.0,0.6757562756538391
noodles,rice,41.0,0.5903925895690918
birds,parrot,41.0,0.5008116364479065
fruit,orange,41.0,0.5517275333404541
mural,painting,41.0,0.6760371923446655
airport,flight,41.0,0.6098411679267883
shopping,store,41.0,0.5630518198013306
summer,sunny,41.0,0.47693178057670593
road,sidewalk,41.0,0.5653442144393921
airplane,flying,41.0,0.6695979833602905
guitar,music,40.0,0.5552763342857361
cat,whiskers,40.0,0.5462802052497864
family,friends,40.0,0.6414971351623535
bloom,petals,40.0,0.5163193345069885
musicians,piano,40.0,0.4204619824886322
dirty,washing,40.0,0.537898600101471
elephant,giraffe,40.0,0.6725247502326965
puppy,terrier,40.0,0.6631697416305542
breakfast,kitchen,40.0,0.544457197189331
subway,underground,40.0,0.5966911911964417
sand,shore,40.0,0.5561476945877075
butterfly,dragonfly,40.0,0.7033484578132629
cheetah,lion,40.0,0.5443894863128662
color,yellow,40.0,0.634741485118866
door,locked,40.0,0.5668705701828003
bright,sunlight,40.0,0.4633482098579407
van,vehicle,40.0,0.45147135853767395
orange,red,40.0,0.7806062698364258
beetles,insects,40.0,0.7628519535064697
kids,mom,40.0,0.6186159253120422
daughter,mother,40.0,0.815099835395813
children,school,40.0,0.5207276940345764
giraffe,zebra,40.0,0.6466341018676758
harbor,harbour,40.0,0.822155773639679
lamb,sheep,40.0,0.6872788667678833
heart,love,40.0,0.5822998881340027
lily,rose,40.0,0.4373347759246826
asphalt,road,40.0,0.5386326313018799
morning,sunny,40.0,0.4630381762981415
coast,shore,40.0,0.7390429377555847
sunny,sunset,40.0,0.4957377314567566
nest,twigs,40.0,0.4848606288433075
happy,smile,40.0,0.5423716306686401
figure,skating,40.0,0.4102586507797241
rail,train,40.0,0.6052747368812561
door,wall,40.0,0.5601732134819031
dawn,sun,40.0,0.5184295177459717
feathers,stork,40.0,0.4053173363208771
morning,sunshine,40.0,0.3870204985141754
building,construction,40.0,0.6610511541366577
cafe,coffee,40.0,0.6211356520652771
bloom,buds,40.0,0.5149651169776917
jacket,leather,40.0,0.5946730375289917
map,travel,40.0,0.4437839686870575
plant,seed,40.0,0.6182200908660889
city,metro,40.0,0.6258825659751892
pebbles,sand,40.0,0.6562557220458984
cafe,lunch,40.0,0.5625241994857788
coast,harbour,40.0,0.579316258430481
dog,pug,40.0,0.6488526463508606
sky,sun,40.0,0.6197953820228577
mallard,swan,40.0,0.6277138590812683
cloud,rain,40.0,0.5097005367279053
sky,sunshine,40.0,0.536932110786438
frost,weather,40.0,0.5743920207023621
cherry,raspberry,40.0,0.5875598192214966
downtown,street,40.0,0.6423599720001221
bloom,dandelion,40.0,0.5055995583534241
dragonfly,insects,40.0,0.5048795938491821
bottle,wine,40.0,0.6496961712837219
feel,happy,40.0,0.5779860615730286
railway,station,40.0,0.6495335102081299
beach,swimming,40.0,0.5854867696762085
cafe,diner,40.0,0.6517226696014404
cafe,pub,40.0,0.6538774371147156
building,tall,40.0,0.4295848309993744
burger,meat,40.0,0.5797060132026672
gold,silver,40.0,0.8747972846031189
summer,weather,40.0,0.4593726098537445
military,soldiers,40.0,0.6103619933128357
cemetery,grave,40.0,0.6449401378631592
pizza,restaurant,39.0,0.5698782205581665
bright,colour,39.0,0.4854595363140106
canine,paws,39.0,0.5199891328811646
swim,underwater,39.0,0.5420764088630676
sea,swim,39.0,0.515560507774353
pub,restaurant,39.0,0.6459035873413086
day,time,39.0,0.714684784412384
canine,terrier,39.0,0.589601993560791
bottle,glass,39.0,0.6718420386314392
bed,relaxed,39.0,0.31928929686546326
seed,sunflower,39.0,0.6013455986976624
birds,owl,39.0,0.5164100527763367
art,sculpture,39.0,0.6928264498710632
light,shade,39.0,0.6594484448432922
apartment,staircase,39.0,0.4704197347164154
outfit,socks,39.0,0.3848889172077179
carrots,potatoes,39.0,0.5936521291732788
lizard,snake,39.0,0.7013178467750549
city,sidewalk,39.0,0.4494631886482239
guitar,rock,39.0,0.4849716126918793
brick,building,39.0,0.5615027546882629
eat,soup,39.0,0.44687724113464355
dew,misty,39.0,0.45693477988243103
blue,colour,39.0,0.6315677762031555
dawn,morning,39.0,0.615644097328186
cooking,restaurant,39.0,0.5341019034385681
bay,sea,39.0,0.6011485457420349
cafe,shop,39.0,0.6955242156982422
floor,roof,39.0,0.5975267291069031
clothes,hat,39.0,0.5030375123023987
marble,stone,39.0,0.6857362985610962
duck,goose,39.0,0.6462859511375427
collection,museum,39.0,0.6010727286338806
happy,love,39.0,0.525482177734375
bakery,shop,39.0,0.6975723505020142
mist,wet,39.0,0.4973083734512329
blossom,petals,39.0,0.5756212472915649
bright,light,39.0,0.6282559633255005
rice,sushi,39.0,0.5003955960273743
cooking,meat,39.0,0.5638012290000916
day,night,39.0,0.8117285966873169
kiss,love,39.0,0.5529130101203918
stream,waterfall,39.0,0.5296760201454163
interior,room,39.0,0.4578396677970886
surf,surfers,39.0,0.726786732673645
poodle,terrier,39.0,0.6485150456428528
cold,frost,39.0,0.6116781830787659
city,town,39.0,0.8222965598106384
ocean,underwater,39.0,0.6049085855484009
harbor,sailing,39.0,0.49191907048225403
scenery,sunset,39.0,0.40321576595306396
green,violet,39.0,0.5883137583732605
harbor,ship,39.0,0.5403465032577515
summer,sunshine,39.0,0.4516741633415222
blue,grey,39.0,0.7744355797767639
art,graphic,39.0,0.569039523601532
lake,shore,39.0,0.6339744329452515
rust,rusty,39.0,0.5856195688247681
architecture,design,39.0,0.6585549116134644
goose,swan,39.0,0.6690212488174438
architecture,construction,39.0,0.5286468863487244
hawk,nest,39.0,0.408748596906662
carrots,salad,39.0,0.38516831398010254
fruit,tomato,39.0,0.5951181650161743
purple,violet,39.0,0.7184187769889832
misty,rain,39.0,0.4385065734386444
clothes,jean,39.0,0.46104371547698975
bloom,daffodils,39.0,0.5477753281593323
brick,construction,39.0,0.4679444134235382
diner,restaurant,39.0,0.7531899809837341
ceiling,roof,39.0,0.6299968957901001
painted,portrait,39.0,0.6022435426712036
ripples,wave,39.0,0.5902641415596008
beard,face,39.0,0.45216071605682373
apple,raspberry,39.0,0.5736144185066223
fashion,outfit,39.0,0.5860757827758789
downtown,skyscraper,39.0,0.5202858448028564
buds,daffodils,39.0,0.46235182881355286
harbor,shore,39.0,0.6167865991592407
blonde,hair,39.0,0.5541595816612244
kittens,paws,39.0,0.5594779849052429
bay,shore,39.0,0.6236646175384521
shop,store,39.0,0.7266665101051331
gravestone,memorial,38.0,0.6330611109733582
canine,pug,38.0,0.5380069613456726
crow,hawk,38.0,0.5358017086982727
dress,outfit,38.0,0.6581339836120605
city,urban,38.0,0.6287551522254944
bedroom,door,38.0,0.5465622544288635
bus,tram,38.0,0.6966639757156372
spring,summer,38.0,0.8246199488639832
scenery,waterfall,38.0,0.44973281025886536
road,traffic,38.0,0.5920355319976807
hill,valley,38.0,0.7311820983886719
ceiling,floor,38.0,0.6685823798179626
splash,water,38.0,0.5119699239730835
grass,weed,38.0,0.5997799634933472
sunny,weather,38.0,0.568550705909729
parrot,wing,38.0,0.4433080554008484
daisy,violet,38.0,0.44223955273628235
copper,silver,38.0,0.6964263319969177
baseball,hockey,38.0,0.6043822765350342
pets,poodle,38.0,0.48441967368125916
blossom,foliage,38.0,0.4939056634902954
pink,purple,38.0,0.8379472494125366
grey,shade,38.0,0.5959993004798889
panorama,scenery,38.0,0.510026216506958
downtown,metro,38.0,0.5866977572441101
beard,hair,38.0,0.6028858423233032
dandelion,petals,38.0,0.49270302057266235
blue,violet,38.0,0.6767958402633667
daisy,flowers,38.0,0.45215991139411926
noodles,soup,38.0,0.6030800938606262
pets,puppy,38.0,0.5849572420120239
buds,petals,38.0,0.5694938898086548
ancient,ruins,38.0,0.5312196612358093
eyes,iris,38.0,0.4923239052295685
puddle,water,38.0,0.576438307762146
harbor,sea,38.0,0.546298086643219
painting,sculpture,38.0,0.6935865879058838
sand,sea,38.0,0.5820260643959045
feline,kittens,38.0,0.5728071331977844
birds,swan,38.0,0.5064767599105835
baseball,game,38.0,0.5556128621101379
colour,purple,38.0,0.6271643042564392
pool,splash,38.0,0.505845308303833
cattle,sheep,38.0,0.7732752561569214
landscape,scenery,38.0,0.6487181782722473
coins,gold,38.0,0.557979166507721
boat,shore,38.0,0.6538552641868591
skyscraper,tall,38.0,0.45712167024612427
apple,cherry,38.0,0.594257116317749
beef,chicken,38.0,0.6580302119255066
hot,sunny,38.0,0.566777765750885
dessert,fruit,38.0,0.5078269839286804
photographer,portrait,38.0,0.5360736846923828
chicken,meat,38.0,0.6823671460151672
ceiling,interior,38.0,0.4224528670310974
bathroom,bedroom,38.0,0.7642791867256165
hummingbird,stork,38.0,0.5160428285598755
motor,vehicle,38.0,0.7001195549964905
colour,grey,38.0,0.6503466367721558
blue,orange,38.0,0.7955610156059265
dawn,dusk,38.0,0.7295525074005127
building,downtown,38.0,0.5980930328369141
face,tears,38.0,0.4308616816997528
boat,harbour,38.0,0.5575302243232727
cattle,farm,38.0,0.6152611374855042
dripping,wet,38.0,0.5424948930740356
brown,green,38.0,0.7463657855987549
bedroom,ceiling,38.0,0.4729517102241516
bread,eat,38.0,0.5557990074157715
dinner,evening,38.0,0.6472054123878479
face,smile,38.0,0.5648712515830994
bride,dress,38.0,0.5048027634620667
stone,wall,38.0,0.5867670178413391
mural,painted,38.0,0.5771773457527161
foliage,plant,38.0,0.49738070368766785
day,dusk,38.0,0.41999566555023193
roof,wall,38.0,0.6272754669189453
cooking,food,38.0,0.6316794753074646
photography,portrait,38.0,0.5365821719169617
buds,foliage,38.0,0.5725264549255371
lily,pond,37.0,0.45393750071525574
harbour,shore,37.0,0.6515983939170837
palm,tree,37.0,0.5805200338363647
bus,subway,37.0,0.6164174675941467
holiday,travel,37.0,0.5259607434272766
skyline,view,37.0,0.450880229473114
bedroom,cottage,37.0,0.612633466720581
dinner,lunch,37.0,0.7906773090362549
grave,memorial,37.0,0.5850155353546143
dessert,sweet,37.0,0.4899248778820038
birds,insects,37.0,0.6746640801429749
concert,rock,37.0,0.4460916817188263
mushrooms,tomato,37.0,0.44692084193229675
metro,railway,37.0,0.5255818963050842
giraffe,zoo,37.0,0.5856605768203735
railway,subway,37.0,0.5828357338905334
misty,weather,37.0,0.42637231945991516
parrot,pelican,37.0,0.48132288455963135
bedroom,sleep,37.0,0.512930691242218
autumn,summer,37.0,0.8280966281890869
automobile,truck,37.0,0.600620448589325
amphibians,mammals,37.0,0.7283305525779724
cemetery,memorial,37.0,0.606903076171875
orange,purple,37.0,0.8185729384422302
blue,color,37.0,0.6441891193389893
daffodils,rose,37.0,0.4351019561290741
berry,seed,37.0,0.4809997081756592
hummingbird,mallard,37.0,0.4801592528820038
dandelion,grass,37.0,0.5430962443351746
brick,concrete,37.0,0.6095572710037231
costumes,dress,37.0,0.6664503812789917
cloud,mist,37.0,0.6305276155471802
sea,tropical,37.0,0.5009427666664124
brown,grey,37.0,0.7890854477882385
bathroom,room,37.0,0.6839896440505981
daisy,plant,37.0,0.42826756834983826
painted,picture,37.0,0.521834135055542
eyes,lips,37.0,0.6744999289512634
autumn,winter,37.0,0.7951918244361877
dripping,rain,37.0,0.5287082195281982
horizon,sky,37.0,0.5857143998146057
black,blue,37.0,0.7322371602058411
metro,station,37.0,0.5511637926101685
alley,street,37.0,0.662304162979126
children,family,37.0,0.5720033645629883
mountain,scenery,37.0,0.4881797134876251
concrete,construction,37.0,0.5474755167961121
mill,windmill,37.0,0.5635315179824829
summer,winter,37.0,0.850696861743927
plant,twigs,37.0,0.3778650164604187
breakfast,lunch,37.0,0.7651783227920532
concrete,floor,37.0,0.41292887926101685
rain,sky,37.0,0.45866239070892334
food,frozen,37.0,0.42843079566955566
moss,plant,37.0,0.487975150346756
flowers,spring,37.0,0.3817315697669983
birds,mallard,37.0,0.5597031116485596
graphic,illustrations,37.0,0.6014139652252197
eat,fruit,37.0,0.482577919960022
ceiling,porch,37.0,0.45585572719573975
river,valley,37.0,0.6994139552116394
fog,mist,37.0,0.7005887031555176
dude,guy,37.0,0.785754382610321
moon,sky,37.0,0.6486893892288208
bar,sushi,37.0,0.3835758566856384
beauty,scenery,37.0,0.5421537160873413
feathers,mallard,37.0,0.35643088817596436
furniture,patio,37.0,0.40907052159309387
light,shadow,37.0,0.591035008430481
bay,harbour,37.0,0.6535133719444275
washing,water,37.0,0.5145612359046936
flight,owl,37.0,0.3344396948814392
paws,whiskers,37.0,0.5260410308837891
costumes,wig,37.0,0.4849218428134918
animals,giraffe,37.0,0.5154717564582825
autumn,foliage,37.0,0.4356682598590851
animals,cattle,37.0,0.6340997815132141
building,skyscraper,37.0,0.5984178185462952
ice,skating,37.0,0.5946897864341736
meat,potatoes,37.0,0.6300455331802368
buds,twigs,37.0,0.5911728143692017
knitting,stitches,37.0,0.5159486532211304
hot,sunshine,37.0,0.48248490691185
bed,room,37.0,0.5957227349281311
music,rock,37.0,0.5656395554542542
cooking,rice,37.0,0.4788091480731964
berry,cherry,37.0,0.6497913002967834
piano,played,37.0,0.4247215688228607
flowers,lily,37.0,0.4895864427089691
cherry,strawberry,37.0,0.6675816774368286
clothes,skirt,37.0,0.4957598149776459
art,painting,37.0,0.6979421973228455
birds,gull,37.0,0.5277655720710754
spiral,staircase,37.0,0.5176751017570496
paws,pets,37.0,0.5085203051567078
feathers,nest,37.0,0.40389469265937805
feathers,owl,37.0,0.3031651973724365
blossom,cherry,37.0,0.5206878781318665
goats,sheep,37.0,0.7606103420257568
green,pink,37.0,0.7538318634033203
foliage,garden,37.0,0.5192685127258301
dog,husky,37.0,0.5522252321243286
feathers,hummingbird,37.0,0.34820556640625
sunshine,weather,37.0,0.5378203392028809
snow,weather,37.0,0.6062832474708557
surfers,wave,37.0,0.4239843487739563
breakfast,dinner,37.0,0.7451314330101013
shoes,toes,37.0,0.555810809135437
band,played,37.0,0.4090774953365326
coffee,mug,37.0,0.5548415184020996
