word1,word2,MEN,cos
grave,gravestone,44.0,0.040625687688589096
bright,sunny,44.0,0.5580390095710754
dandelion,plant,44.0,0.40250223875045776
light,sunlight,44.0,0.5316181182861328
hill,mountain,43.0,0.7314189672470093
burger,food,43.0,0.6665626764297485
sea,shore,43.0,0.4470768868923187
feathers,peacock,43.0,0.5983375906944275
children,mother,43.0,0.68324875831604
night,sunset,43.0,0.5483975410461426
orange,peel,43.0,0.4828152656555176
subway,train,43.0,0.4388808012008667
camera,lens,43.0,0.6777363419532776
daisy,petals,43.0,0.35823845863342285
aircraft,wing,43.0,0.3435188829898834
bloom,flowers,43.0,0.5460684895515442
clothes,jacket,43.0,0.6357624530792236
dinner,restaurant,43.0,0.6762612462043762
swim,swimming,43.0,0.8743410110473633
cemetery,gravestone,43.0,0.41906458139419556
cigarette,smoke,43.0,0.6816227436065674
shirt,skirt,43.0,0.6629437804222107
baby,pregnant,43.0,0.5521405339241028
cherry,fruit,43.0,0.5716045498847961
beef,meat,43.0,0.7764689922332764
blossom,daffodils,43.0,0.3808061480522156
bloom,blossom,43.0,0.6082901358604431
maple,oak,43.0,0.6598552465438843
frost,winter,43.0,0.5088019967079163
colour,pink,43.0,0.6636121273040771
dog,poodle,43.0,0.59181809425354
lantern,light,43.0,0.5534146428108215
coast,sea,43.0,0.3046978712081909
tunnel,underground,43.0,0.4776763319969177
dog,pets,43.0,0.6475784182548523
hair,haircut,43.0,0.7552123665809631
day,sunset,43.0,0.4636881947517395
bikini,swimsuit,43.0,0.6729623079299927
rail,railway,43.0,0.6284528970718384
art,museum,43.0,0.6921124458312988
painting,portrait,43.0,0.7467858195304871
dress,wedding,43.0,0.6912572383880615
poodle,puppy,43.0,0.6249638795852661
port,ship,43.0,0.40606364607810974
bloom,tulip,43.0,0.4647876024246216
cold,winter,43.0,0.731427013874054
bakery,cake,43.0,0.6323457360267639
building,roof,43.0,0.642343282699585
iron,steel,43.0,0.6740943193435669
birds,stork,43.0,0.10121702402830124
lily,plant,43.0,0.2724844813346863
eat,food,43.0,0.8108312487602234
bathroom,kitchen,43.0,0.7997617721557617
jazz,music,43.0,0.6413025856018066
fabric,wool,43.0,0.6455472111701965
aquarium,tank,43.0,0.44129782915115356
fire,flame,43.0,0.6444585919380188
bloom,rose,43.0,0.5408439040184021
leaf,nature,43.0,0.43259957432746887
town,village,43.0,0.6457231640815735
apple,orange,43.0,0.5756170153617859
dawn,sunrise,43.0,0.5055335760116577
engine,gasoline,43.0,0.3810696303844452
oak,tree,43.0,0.6219838261604309
guitar,piano,43.0,0.8171258568763733
chocolate,dessert,43.0,0.6613414287567139
cat,paws,43.0,0.5291547179222107
birds,goose,43.0,0.4107113778591156
blue,sky,43.0,0.6589516401290894
pool,swim,43.0,0.6860835552215576
bracelet,necklace,42.0,0.9205155372619629
fruit,salad,42.0,0.7102797031402588
eggs,nest,42.0,0.502079963684082
boat,sailing,42.0,0.6547031402587891
birds,crow,42.0,0.3647601008415222
birds,flamingo,42.0,0.32893818616867065
day,sunshine,42.0,0.5726466774940491
hockey,sports,42.0,0.7354327440261841
burger,eat,42.0,0.6354094743728638
fruit,raspberry,42.0,0.5356431603431702
lunch,sandwich,42.0,0.6653358936309814
feet,toes,42.0,0.8111956715583801
baby,mother,42.0,0.6541873812675476
amphibians,frog,42.0,0.1757068932056427
burn,fire,42.0,0.6917735934257507
hockey,ice,42.0,0.47263863682746887
cold,frozen,42.0,0.5828456282615662
oak,wood,42.0,0.7307549118995667
photographer,photography,42.0,0.7542412281036377
man,women,42.0,0.5581172704696655
hair,redhead,42.0,0.3773498237133026
harbor,port,42.0,0.46989861130714417
pug,puppy,42.0,0.7860961556434631
sunrise,sunset,42.0,0.8678138852119446
leather,shoes,42.0,0.669262170791626
beach,shore,42.0,0.5368348360061646
color,red,42.0,0.6651787757873535
painted,painting,42.0,0.7793653607368469
storm,wind,42.0,0.7410231828689575
color,violet,42.0,0.4853234887123108
rain,wet,42.0,0.6067888736724854
diner,eat,42.0,0.39303383231163025
bed,bedroom,42.0,0.6415854692459106
guitar,musicians,42.0,0.4457147419452667
petals,rose,42.0,0.5032828450202942
rail,subway,42.0,0.41346797347068787
holiday,vacation,42.0,0.7899792790412903
bed,sleep,42.0,0.8239626884460449
cigarette,smoking,42.0,0.7033458352088928
airplane,plane,42.0,0.7778128981590271
daffodils,plant,42.0,0.15899792313575745
diner,kitchen,42.0,0.45764681696891785
coins,silver,42.0,0.4378778040409088
cake,chocolate,42.0,0.751507580280304
evening,night,42.0,0.7958208322525024
race,racing,42.0,0.6657345294952393
flight,flying,42.0,0.7037380337715149
face,lips,42.0,0.6134611964225769
berry,raspberry,42.0,0.6224011778831482
lamp,light,42.0,0.6510900855064392
birds,nest,42.0,0.5116657614707947
mother,pregnant,42.0,0.6413377523422241
animals,pets,42.0,0.7525403499603271
butterfly,insects,42.0,0.486550509929657
sky,sunrise,42.0,0.5798577666282654
canine,husky,42.0,0.3690511882305145
food,meat,42.0,0.7423632740974426
cloud,sky,42.0,0.6161496043205261
crow,feathers,42.0,0.38988518714904785
blossom,flowers,42.0,0.5583359003067017
splash,swim,42.0,0.48733600974082947
band,musicians,42.0,0.5062139630317688
cactus,plant,42.0,0.4520086646080017
eagle,hawk,42.0,0.6870918273925781
harbour,sea,42.0,0.2688116431236267
flowers,foliage,42.0,0.4127212464809418
red,violet,42.0,0.5297086238861084
music,sing,42.0,0.5145596265792847
breakfast,morning,42.0,0.6649906635284424
cafe,restaurant,42.0,0.7284184694290161
beach,coast,42.0,0.6490854620933533
puddle,splash,42.0,0.4250507354736328
birds,pelican,42.0,0.2910013496875763
clothes,socks,42.0,0.7472243905067444
amphibians,lizard,41.0,0.14763665199279785
daughter,son,41.0,0.35767897963523865
car,motor,41.0,0.5099417567253113
amphibians,reptiles,41.0,0.6671839952468872
day,morning,41.0,0.8481714129447937
aircraft,flying,41.0,0.553593099117279
airplane,airport,41.0,0.4230186343193054
metro,train,41.0,0.38143423199653625
band,music,41.0,0.6496602892875671
shadow,sunlight,41.0,0.5078312158584595
night,sleep,41.0,0.7722934484481812
salad,soup,41.0,0.8596069812774658
porch,roof,41.0,0.6834899187088013
eyes,tears,41.0,0.6980435848236084
colour,rainbow,41.0,0.5607349872589111
berry,fruit,41.0,0.5855069160461426
red,yellow,41.0,0.8137984871864319
socks,stockings,41.0,0.5496123433113098
flamingo,hummingbird,41.0,0.41019368171691895
tree,twigs,41.0,0.24755556881427765
kiss,lips,41.0,0.6784550547599792
burger,sandwich,41.0,0.7923609018325806
pregnant,women,41.0,0.5647832155227661
rain,weather,41.0,0.7944389581680298
dinner,eat,41.0,0.7213355898857117
feathers,hawk,41.0,0.4373306930065155
animals,zoo,41.0,0.5092039108276367
duck,mallard,41.0,0.40928998589515686
mountain,valley,41.0,0.6966543197631836
beach,harbour,41.0,0.5918225049972534
musicians,rock,41.0,0.4345742464065552
band,guitar,41.0,0.6434773206710815
car,garage,41.0,0.7020359039306641
feet,leg,41.0,0.6582310795783997
sky,sunlight,41.0,0.4860651195049286
mist,rain,41.0,0.4546099007129669
mother,son,41.0,0.37942782044410706
airplane,wing,41.0,0.3671535849571228
colour,red,41.0,0.5623075366020203
music,musicians,41.0,0.49519655108451843
bay,beach,41.0,0.6778504848480225
blonde,redhead,41.0,0.7408632636070251
petals,plant,41.0,0.2834954857826233
kitchen,room,41.0,0.7798728346824646
lingerie,sexy,41.0,0.5591254234313965
automobile,parking,41.0,0.3213576376438141
bar,restaurant,41.0,0.6850254535675049
bedroom,room,41.0,0.8003522157669067
bus,taxi,41.0,0.7985415458679199
fun,happy,41.0,0.6904979348182678
station,train,41.0,0.6372319459915161
pelican,stork,41.0,0.3880460858345032
black,grey,41.0,0.7383605241775513
orange,yellow,41.0,0.7670096158981323
foliage,petals,41.0,0.5425562858581543
park,parking,41.0,0.5626181364059448
lips,tongue,41.0,0.7882206439971924
fog,misty,41.0,0.45692718029022217
canine,poodle,41.0,0.43707504868507385
bath,washing,41.0,0.693505048751831
foliage,tree,41.0,0.33681240677833557
panorama,view,41.0,0.5632858276367188
bloom,daisy,41.0,0.449417382478714
escalator,stairs,41.0,0.5810836553573608
petals,tulip,41.0,0.49713295698165894
fishing,sea,41.0,0.3369618058204651
beef,cattle,41.0,0.40787872672080994
noodles,rice,41.0,0.7760539650917053
birds,parrot,41.0,0.5094761848449707
fruit,orange,41.0,0.6088151931762695
mural,painting,41.0,0.6122568249702454
airport,flight,41.0,0.6574987769126892
shopping,store,41.0,0.6611316800117493
summer,sunny,41.0,0.5998178720474243
road,sidewalk,41.0,0.4488902688026428
airplane,flying,41.0,0.6394098401069641
guitar,music,40.0,0.6019561290740967
cat,whiskers,40.0,0.44558846950531006
family,friends,40.0,0.8392989635467529
bloom,petals,40.0,0.5076680183410645
musicians,piano,40.0,0.3357957899570465
dirty,washing,40.0,0.5292929410934448
elephant,giraffe,40.0,0.8122305870056152
puppy,terrier,40.0,0.5286591649055481
breakfast,kitchen,40.0,0.6390751004219055
subway,underground,40.0,0.4524970054626465
sand,shore,40.0,0.37775713205337524
butterfly,dragonfly,40.0,0.6374546885490417
cheetah,lion,40.0,0.5520468354225159
color,yellow,40.0,0.6371976137161255
door,locked,40.0,0.5456703901290894
bright,sunlight,40.0,0.484414666891098
van,vehicle,40.0,0.14222072064876556
orange,red,40.0,0.8007280826568604
beetles,insects,40.0,0.5246912837028503
kids,mom,40.0,0.7158957123756409
daughter,mother,40.0,0.8259466290473938
children,school,40.0,0.5482814311981201
giraffe,zebra,40.0,0.6631792187690735
harbor,harbour,40.0,0.7478117346763611
lamb,sheep,40.0,0.5383450388908386
heart,love,40.0,0.7376384139060974
lily,rose,40.0,0.6239180564880371
asphalt,road,40.0,0.3021162450313568
morning,sunny,40.0,0.6095972657203674
coast,shore,40.0,0.4983186721801758
sunny,sunset,40.0,0.6093651056289673
nest,twigs,40.0,0.13748592138290405
happy,smile,40.0,0.6967549324035645
figure,skating,40.0,0.4874213635921478
rail,train,40.0,0.4914299547672272
door,wall,40.0,0.570671021938324
dawn,sun,40.0,0.5360354781150818
feathers,stork,40.0,0.3211577534675598
morning,sunshine,40.0,0.5902169942855835
building,construction,40.0,0.7456360459327698
cafe,coffee,40.0,0.6410739421844482
bloom,buds,40.0,0.25605669617652893
jacket,leather,40.0,0.7251664400100708
map,travel,40.0,0.5339568853378296
plant,seed,40.0,0.5669499635696411
city,metro,40.0,0.604600191116333
pebbles,sand,40.0,0.29879042506217957
cafe,lunch,40.0,0.5715712904930115
coast,harbour,40.0,0.5228894352912903
dog,pug,40.0,0.6664110422134399
sky,sun,40.0,0.7474885582923889
mallard,swan,40.0,0.2537670433521271
cloud,rain,40.0,0.4685492217540741
sky,sunshine,40.0,0.6230058670043945
frost,weather,40.0,0.46661633253097534
cherry,raspberry,40.0,0.5776731967926025
downtown,street,40.0,0.6795141696929932
bloom,dandelion,40.0,0.4129970073699951
dragonfly,insects,40.0,0.44686877727508545
bottle,wine,40.0,0.7869869470596313
feel,happy,40.0,0.5985923409461975
railway,station,40.0,0.5163236260414124
beach,swimming,40.0,0.6486606597900391
cafe,diner,40.0,0.6323676705360413
cafe,pub,40.0,0.6491656303405762
building,tall,40.0,0.36607497930526733
burger,meat,40.0,0.6724334359169006
gold,silver,40.0,0.8921095132827759
summer,weather,40.0,0.676653265953064
military,soldiers,40.0,0.7519100308418274
cemetery,grave,40.0,0.2521780729293823
pizza,restaurant,39.0,0.6283270716667175
bright,colour,39.0,0.6434957981109619
canine,paws,39.0,0.29445502161979675
swim,underwater,39.0,0.49026763439178467
sea,swim,39.0,0.38166341185569763
pub,restaurant,39.0,0.684951663017273
day,time,39.0,0.8160387277603149
canine,terrier,39.0,0.4051513373851776
bottle,glass,39.0,0.7187241315841675
bed,relaxed,39.0,0.5540744662284851
seed,sunflower,39.0,0.6064032912254333
birds,owl,39.0,0.5684416890144348
art,sculpture,39.0,0.641022264957428
light,shade,39.0,0.6530847549438477
apartment,staircase,39.0,0.3856310248374939
outfit,socks,39.0,0.6266205310821533
carrots,potatoes,39.0,0.7867121696472168
lizard,snake,39.0,0.6178484559059143
city,sidewalk,39.0,0.27807801961898804
guitar,rock,39.0,0.6110815405845642
brick,building,39.0,0.5429621338844299
eat,soup,39.0,0.6990484595298767
dew,misty,39.0,0.20615607500076294
blue,colour,39.0,0.6401844024658203
dawn,morning,39.0,0.4645173251628876
cooking,restaurant,39.0,0.5342479944229126
bay,sea,39.0,0.3059261441230774
cafe,shop,39.0,0.5544779300689697
floor,roof,39.0,0.7110051512718201
clothes,hat,39.0,0.4528553783893585
marble,stone,39.0,0.525939404964447
duck,goose,39.0,0.5727913975715637
collection,museum,39.0,0.5017157196998596
happy,love,39.0,0.7855905890464783
bakery,shop,39.0,0.551916241645813
mist,wet,39.0,0.4545937180519104
blossom,petals,39.0,0.5943395495414734
bright,light,39.0,0.7693093419075012
rice,sushi,39.0,0.5097789764404297
cooking,meat,39.0,0.6559435129165649
day,night,39.0,0.8508067727088928
kiss,love,39.0,0.7082802653312683
stream,waterfall,39.0,0.1864691823720932
interior,room,39.0,0.3252384662628174
surf,surfers,39.0,0.6508803963661194
poodle,terrier,39.0,0.6289941072463989
cold,frost,39.0,0.5570240616798401
city,town,39.0,0.7666214108467102
ocean,underwater,39.0,0.5233716368675232
harbor,sailing,39.0,0.43073609471321106
scenery,sunset,39.0,0.4770926833152771
green,violet,39.0,0.5588321089744568
harbor,ship,39.0,0.4434705674648285
summer,sunshine,39.0,0.6038253307342529
blue,grey,39.0,0.7432162761688232
art,graphic,39.0,0.6669999957084656
lake,shore,39.0,0.4442318081855774
rust,rusty,39.0,0.35323283076286316
architecture,design,39.0,0.7558541297912598
goose,swan,39.0,0.28232327103614807
architecture,construction,39.0,0.6281684041023254
hawk,nest,39.0,0.37566331028938293
carrots,salad,39.0,0.5962558388710022
fruit,tomato,39.0,0.6371135711669922
purple,violet,39.0,0.6569138765335083
misty,rain,39.0,0.47526389360427856
clothes,jean,39.0,0.3959524631500244
bloom,daffodils,39.0,0.30360639095306396
brick,construction,39.0,0.39981186389923096
diner,restaurant,39.0,0.6732304692268372
ceiling,roof,39.0,0.7297182679176331
painted,portrait,39.0,0.5945613980293274
ripples,wave,39.0,0.30703648924827576
beard,face,39.0,0.454459011554718
apple,raspberry,39.0,0.5049300789833069
fashion,outfit,39.0,0.6411424279212952
downtown,skyscraper,39.0,0.17848336696624756
buds,daffodils,39.0,0.1987224519252777
harbor,shore,39.0,0.394260436296463
blonde,hair,39.0,0.6727007031440735
kittens,paws,39.0,0.536672055721283
bay,shore,39.0,0.36347272992134094
shop,store,39.0,0.8619874715805054
gravestone,memorial,38.0,0.11641861498355865
canine,pug,38.0,0.39363396167755127
crow,hawk,38.0,0.49678897857666016
dress,outfit,38.0,0.8159642815589905
city,urban,38.0,0.5419105291366577
bedroom,door,38.0,0.5709279775619507
bus,tram,38.0,0.7252177000045776
spring,summer,38.0,0.8773515224456787
scenery,waterfall,38.0,0.36336636543273926
road,traffic,38.0,0.7073888778686523
hill,valley,38.0,0.722451388835907
ceiling,floor,38.0,0.6502808332443237
splash,water,38.0,0.5786795020103455
grass,weed,38.0,0.5097008347511292
sunny,weather,38.0,0.6442203521728516
parrot,wing,38.0,0.3867509067058563
daisy,violet,38.0,0.5097143650054932
copper,silver,38.0,0.7957978844642639
baseball,hockey,38.0,0.8037121891975403
pets,poodle,38.0,0.386030375957489
blossom,foliage,38.0,0.40595543384552
pink,purple,38.0,0.8864355683326721
grey,shade,38.0,0.475232869386673
panorama,scenery,38.0,0.41958969831466675
downtown,metro,38.0,0.5491730570793152
beard,hair,38.0,0.7099118828773499
dandelion,petals,38.0,0.46620431542396545
blue,violet,38.0,0.6637077927589417
daisy,flowers,38.0,0.5434349179267883
noodles,soup,38.0,0.7872864007949829
pets,puppy,38.0,0.6678871512413025
buds,petals,38.0,0.21022164821624756
ancient,ruins,38.0,0.2337384670972824
eyes,iris,38.0,0.32411840558052063
puddle,water,38.0,0.48821720480918884
harbor,sea,38.0,0.3307519853115082
painting,sculpture,38.0,0.6961658596992493
sand,sea,38.0,0.44644656777381897
feline,kittens,38.0,0.5010436177253723
birds,swan,38.0,0.37432700395584106
baseball,game,38.0,0.6914575099945068
colour,purple,38.0,0.6888329982757568
pool,splash,38.0,0.5463089346885681
cattle,sheep,38.0,0.5471071600914001
landscape,scenery,38.0,0.5174561142921448
coins,gold,38.0,0.5595236420631409
boat,shore,38.0,0.4333103895187378
skyscraper,tall,38.0,0.18961355090141296
apple,cherry,38.0,0.4747813045978546
beef,chicken,38.0,0.7651698589324951
hot,sunny,38.0,0.52884441614151
dessert,fruit,38.0,0.6831659078598022
photographer,portrait,38.0,0.6484308242797852
chicken,meat,38.0,0.8145734667778015
ceiling,interior,38.0,0.25477659702301025
bathroom,bedroom,38.0,0.775610089302063
hummingbird,stork,38.0,0.4350530505180359
motor,vehicle,38.0,0.48178914189338684
colour,grey,38.0,0.5718585252761841
blue,orange,38.0,0.8004037737846375
dawn,dusk,38.0,0.6185238361358643
building,downtown,38.0,0.5991166830062866
face,tears,38.0,0.49808812141418457
boat,harbour,38.0,0.5917960405349731
cattle,farm,38.0,0.6265196204185486
dripping,wet,38.0,0.5916269421577454
brown,green,38.0,0.7538822889328003
bedroom,ceiling,38.0,0.5626246333122253
bread,eat,38.0,0.6904853582382202
dinner,evening,38.0,0.6610816121101379
face,smile,38.0,0.6242707967758179
bride,dress,38.0,0.5602673888206482
stone,wall,38.0,0.5822049379348755
mural,painted,38.0,0.5191785097122192
foliage,plant,38.0,0.31196796894073486
day,dusk,38.0,0.2958046495914459
roof,wall,38.0,0.652193546295166
cooking,food,38.0,0.7363326549530029
photography,portrait,38.0,0.7356245517730713
buds,foliage,38.0,0.246470645070076
lily,pond,37.0,0.41395455598831177
harbour,shore,37.0,0.41460922360420227
palm,tree,37.0,0.6283560991287231
bus,subway,37.0,0.518571138381958
holiday,travel,37.0,0.674857497215271
skyline,view,37.0,0.5090376138687134
bedroom,cottage,37.0,0.5584179759025574
dinner,lunch,37.0,0.9471638202667236
grave,memorial,37.0,0.23633044958114624
dessert,sweet,37.0,0.4979366064071655
birds,insects,37.0,0.561369001865387
concert,rock,37.0,0.5286909937858582
mushrooms,tomato,37.0,0.688213050365448
metro,railway,37.0,0.2645927369594574
giraffe,zoo,37.0,0.543866753578186
railway,subway,37.0,0.3426639437675476
misty,weather,37.0,0.4283391535282135
parrot,pelican,37.0,0.4308219850063324
bedroom,sleep,37.0,0.45839402079582214
autumn,summer,37.0,0.6833503842353821
automobile,truck,37.0,0.4511430561542511
amphibians,mammals,37.0,0.45991694927215576
cemetery,memorial,37.0,0.5398492217063904
orange,purple,37.0,0.7634523510932922
blue,color,37.0,0.6833267211914062
daffodils,rose,37.0,0.15839970111846924
berry,seed,37.0,0.4592207074165344
hummingbird,mallard,37.0,0.2927846908569336
dandelion,grass,37.0,0.37836772203445435
brick,concrete,37.0,0.49324071407318115
costumes,dress,37.0,0.5547040104866028
cloud,mist,37.0,0.3515377938747406
sea,tropical,37.0,0.418862521648407
brown,grey,37.0,0.6843680739402771
bathroom,room,37.0,0.8185797929763794
daisy,plant,37.0,0.20660611987113953
painted,picture,37.0,0.5117287635803223
eyes,lips,37.0,0.8104070425033569
autumn,winter,37.0,0.784270167350769
dripping,rain,37.0,0.3145219087600708
horizon,sky,37.0,0.5925037860870361
black,blue,37.0,0.8325155377388
metro,station,37.0,0.6524990200996399
alley,street,37.0,0.5688804984092712
children,family,37.0,0.639706015586853
mountain,scenery,37.0,0.3509865999221802
concrete,construction,37.0,0.5041179060935974
mill,windmill,37.0,0.2697548270225525
summer,winter,37.0,0.8286268711090088
plant,twigs,37.0,0.1529000848531723
breakfast,lunch,37.0,0.9030824303627014
concrete,floor,37.0,0.5594376921653748
rain,sky,37.0,0.6608983874320984
food,frozen,37.0,0.5420771837234497
moss,plant,37.0,0.32939350605010986
flowers,spring,37.0,0.5370448231697083
birds,mallard,37.0,0.08842189610004425
graphic,illustrations,37.0,0.6232845187187195
eat,fruit,37.0,0.6431612372398376
ceiling,porch,37.0,0.5526801347732544
river,valley,37.0,0.6195821166038513
fog,mist,37.0,0.5973483324050903
dude,guy,37.0,0.870590329170227
moon,sky,37.0,0.6543610095977783
bar,sushi,37.0,0.6000474691390991
beauty,scenery,37.0,0.2912977933883667
feathers,mallard,37.0,0.3820534646511078
furniture,patio,37.0,0.522336483001709
light,shadow,37.0,0.6345096826553345
bay,harbour,37.0,0.5390235781669617
washing,water,37.0,0.5661810040473938
flight,owl,37.0,0.3381495475769043
paws,whiskers,37.0,0.5493438243865967
costumes,wig,37.0,0.3929253816604614
animals,giraffe,37.0,0.5349235534667969
autumn,foliage,37.0,0.5219615697860718
animals,cattle,37.0,0.49283310770988464
building,skyscraper,37.0,0.31636926531791687
ice,skating,37.0,0.6222020387649536
meat,potatoes,37.0,0.6222460865974426
buds,twigs,37.0,0.2974913418292999
knitting,stitches,37.0,0.3711407482624054
hot,sunshine,37.0,0.41317662596702576
bed,room,37.0,0.7464234828948975
music,rock,37.0,0.7113226056098938
cooking,rice,37.0,0.6633751392364502
berry,cherry,37.0,0.6885441541671753
piano,played,37.0,0.4682264029979706
flowers,lily,37.0,0.5198631882667542
cherry,strawberry,37.0,0.7860670685768127
clothes,skirt,37.0,0.5526812076568604
art,painting,37.0,0.7895135283470154
birds,gull,37.0,0.13130289316177368
spiral,staircase,37.0,0.4695158898830414
paws,pets,37.0,0.5647451877593994
feathers,nest,37.0,0.4078661799430847
feathers,owl,37.0,0.48612791299819946
blossom,cherry,37.0,0.6156909465789795
goats,sheep,37.0,0.6788883209228516
green,pink,37.0,0.7542282342910767
foliage,garden,37.0,0.2987831234931946
dog,husky,37.0,0.5539349317550659
feathers,hummingbird,37.0,0.46637260913848877
sunshine,weather,37.0,0.5695071220397949
snow,weather,37.0,0.7963810563087463
surfers,wave,37.0,0.3914870619773865
breakfast,dinner,37.0,0.8946251273155212
shoes,toes,37.0,0.5536384582519531
band,played,37.0,0.4867318570613861
coffee,mug,37.0,0.6000043749809265
