word1,word2,SimLex,cos
telephone,booth,3.63,0.46296486258506775
door,doorway,5.4,0.589851438999176
motel,inn,8.17,0.7149049639701843
clothes,cloth,5.47,0.6364035606384277
steak,meat,7.47,0.5952566862106323
nail,thumb,3.55,0.36341357231140137
band,orchestra,7.08,0.5728434920310974
book,bible,5.0,0.6523869037628174
business,industry,7.02,0.8248261213302612
winter,season,6.27,0.6285052299499512
decade,century,3.48,0.6205412149429321
alcohol,gin,8.65,0.29400789737701416
hat,coat,2.67,0.6110795140266418
window,door,3.33,0.8181455135345459
arm,wrist,3.57,0.6288708448410034
house,apartment,5.8,0.6372363567352295
glass,crystal,6.27,0.6146417260169983
wine,brandy,5.15,0.5100802779197693
creator,maker,9.62,0.24384523928165436
dinner,breakfast,3.33,0.8415963649749756
arm,muscle,3.72,0.5440710186958313
bubble,suds,8.57,0.28720203042030334
bread,flour,3.33,0.7654518485069275
death,tragedy,5.8,0.549129068851471
absence,presence,0.4,0.6158918142318726
gun,cannon,5.68,0.6269349455833435
grass,blade,4.57,0.30246996879577637
ball,basket,1.67,0.6069575548171997
hose,garden,1.67,0.2521149516105652
boy,kid,7.5,0.7826383113861084
church,choir,2.95,0.5471060872077942
clothes,drawer,3.02,0.35571736097335815
tower,bell,1.9,0.5279155373573303
father,parent,7.07,0.4480816423892975
school,grade,4.42,0.660648763179779
parent,adult,5.37,0.5016055107116699
bar,jail,1.9,0.3429964482784271
car,highway,3.4,0.4549911916255951
dictionary,definition,6.25,0.47537878155708313
door,cellar,1.97,0.4518691897392273
army,legion,5.95,0.49130451679229736
metal,aluminum,7.25,0.683809757232666
chair,bench,6.67,0.4906349778175354
cloud,fog,6.0,0.6023924350738525
boy,son,6.75,0.6858444213867188
water,ice,6.47,0.6125519275665283
bed,blanket,3.02,0.4296349883079529
attorney,lawyer,9.35,0.8483661413192749
area,zone,8.33,0.6812094449996948
business,company,9.02,0.773224949836731
clothes,fabric,5.87,0.5700747966766357
sweater,jacket,7.15,0.7964556813240051
money,capital,6.67,0.5223870873451233
hand,foot,4.17,0.5589288473129272
alcohol,cocktail,6.73,0.4306449592113495
yard,inch,3.78,0.38183048367500305
molecule,atom,6.45,0.6450617909431458
lens,camera,4.28,0.543593168258667
meal,dinner,7.15,0.714841902256012
eye,tear,3.55,0.29951950907707214
god,devil,1.8,0.5995501279830933
loop,belt,3.1,0.43016543984413147
rat,mouse,7.78,0.6444233655929565
motor,engine,8.65,0.6129636168479919
car,cab,7.42,0.6919715404510498
cat,lion,6.75,0.5955514907836914
size,magnitude,6.33,0.4613439738750458
reality,fantasy,1.03,0.5960680246353149
door,gate,5.25,0.5792027711868286
cat,pet,5.95,0.719014048576355
tin,aluminum,6.42,0.5357035994529724
bone,jaw,4.17,0.6442474722862244
cereal,wheat,3.75,0.6108834147453308
house,key,1.9,0.4950029253959656
blood,flesh,4.28,0.5215590596199036
door,corridor,3.73,0.3082125782966614
god,spirit,7.3,0.6623901128768921
capability,competence,7.62,0.49561607837677
abundance,plenty,8.97,0.4666222035884857
sofa,chair,6.67,0.47697943449020386
wall,brick,4.68,0.5576487183570862
horn,drum,2.68,0.5555135011672974
organ,liver,6.15,0.6107277870178223
strength,might,7.07,0.49915534257888794
phrase,word,5.48,0.8634650111198425
band,parade,3.92,0.4076891243457794
stomach,waist,5.9,0.46718549728393555
cloud,storm,5.6,0.4737885594367981
joy,pride,5.0,0.6270018815994263
noise,rattle,6.17,0.23904170095920563
rain,mist,5.97,0.5864219069480896
beer,beverage,5.42,0.6677862405776978
man,uncle,3.92,0.6036134958267212
apple,juice,2.88,0.5733546018600464
intelligence,logic,6.5,0.30237817764282227
communication,language,7.47,0.5374334454536438
mink,fur,6.83,0.6678114533424377
mob,crowd,7.85,0.4892306327819824
shore,coast,8.83,0.7000272274017334
wire,cord,7.62,0.45759737491607666
bird,turkey,6.58,0.36179184913635254
bed,crib,7.3,0.49215105175971985
competence,ability,7.5,0.49881166219711304
cloud,haze,7.32,0.5390563607215881
supper,meal,7.53,0.6003680229187012
bar,cage,2.8,0.2820334732532501
water,salt,1.3,0.6769737601280212
sense,intuition,7.68,0.5232827663421631
situation,condition,6.58,0.6378965377807617
crime,theft,7.53,0.6372740864753723
style,fashion,8.5,0.6419232487678528
boundary,border,9.08,0.5427538752555847
arm,body,4.05,0.624885618686676
boat,car,2.37,0.5235037207603455
sandwich,lunch,6.3,0.5469285249710083
bride,princess,2.8,0.6328315734863281
heroine,hero,8.78,0.6362980604171753
car,gauge,1.13,0.31287115812301636
insect,bee,6.07,0.3543354272842407
crib,cradle,8.55,0.26914089918136597
animal,person,3.05,0.46149948239326477
marijuana,herb,6.5,0.384834885597229
bed,hospital,0.92,0.5147759914398193
cheek,tongue,4.52,0.7343213558197021
disc,computer,3.2,0.4062107801437378
curve,angle,3.33,0.6354991793632507
grass,moss,5.0,0.4221831262111664
school,law,1.13,0.5628513693809509
foot,head,2.3,0.4845782220363617
mother,guardian,6.5,0.3769626319408417
orthodontist,dentist,8.27,0.6465452909469604
alcohol,whiskey,7.27,0.47561073303222656
mouth,tooth,6.3,0.4463420808315277
breakfast,bacon,4.37,0.415518581867218
bathroom,bedroom,3.4,0.7863388061523438
plate,bowl,5.23,0.42874401807785034
meat,bacon,5.8,0.5688349008560181
air,helium,3.63,0.33006611466407776
worker,employer,5.37,0.5952066779136658
body,chest,4.45,0.5708640813827515
son,father,3.82,0.9239585399627686
heart,surgery,1.08,0.6863174438476562
woman,secretary,1.98,0.28752562403678894
man,father,4.83,0.7370322942733765
beach,island,5.6,0.6508340835571289
story,topic,5.0,0.4387435019016266
game,fun,3.42,0.545666515827179
weekend,week,4.0,0.8607516288757324
couple,pair,8.33,0.6719823479652405
woman,wife,5.72,0.7505021691322327
sheep,cattle,4.77,0.8513429164886475
purse,bag,8.33,0.5641869306564331
ceiling,cathedral,2.42,0.39367595314979553
bean,coffee,5.15,0.5884986519813538
wood,paper,2.88,0.5119946002960205
top,side,1.9,0.5944821238517761
crime,fraud,5.65,0.5879086852073669
pain,harm,5.38,0.45625537633895874
lover,companion,5.97,0.6744509339332581
evening,dusk,7.78,0.4927252233028412
father,daughter,2.62,0.8396724462509155
wine,liquor,7.85,0.597997784614563
cow,goat,2.93,0.7043229341506958
belief,opinion,7.7,0.5740910768508911
reality,illusion,1.42,0.5877443552017212
pact,agreement,9.02,0.8392562866210938
wealth,poverty,1.27,0.49657589197158813
accident,emergency,4.93,0.44799724221229553
battle,conquest,7.22,0.4097924828529358
friend,teacher,2.62,0.6085852384567261
illness,infection,6.9,0.7159226536750793
game,trick,2.32,0.5760653018951416
brother,son,3.48,0.9376078248023987
aunt,nephew,3.1,0.600487232208252
worker,mechanic,4.92,0.5396167039871216
doctor,orthodontist,5.58,0.21377739310264587
oak,maple,6.03,0.5861859321594238
bee,queen,3.27,0.2595089077949524
car,bicycle,3.47,0.686353862285614
goal,quest,5.83,0.3224449157714844
august,month,5.53,0.7219496369361877
army,squad,5.08,0.40542474389076233
cloud,weather,4.87,0.4724651873111725
physician,doctor,8.88,0.7673241496086121
canyon,valley,6.75,0.6656786203384399
river,valley,1.67,0.7132049798965454
sun,sky,2.27,0.6126756072044373
target,arrow,3.25,0.3348621428012848
chocolate,pie,2.27,0.6731332540512085
circumstance,situation,7.85,0.44692692160606384
opinion,choice,5.43,0.577298104763031
rhythm,melody,6.12,0.6974963545799255
gut,nerve,4.93,0.3707021474838257
day,dawn,5.47,0.6127535700798035
cattle,beef,7.03,0.6219961047172546
doctor,professor,4.65,0.5301827192306519
arm,vein,3.65,0.31615033745765686
room,bath,3.33,0.5252396464347839
corporation,business,9.02,0.5787069201469421
fun,football,1.97,0.37090155482292175
hill,cliff,4.28,0.5760239958763123
bone,ankle,3.82,0.5860939025878906
apple,candy,2.08,0.45034411549568176
helper,maid,5.58,0.4294758141040802
leader,manager,7.27,0.36732977628707886
lemon,tea,1.6,0.4512338936328888
bee,ant,2.78,0.4510333240032196
basketball,baseball,4.92,0.7645360827445984
rice,bean,2.72,0.5524215698242188
bed,furniture,6.08,0.4321388006210327
emotion,passion,7.72,0.6383391618728638
anarchy,chaos,7.93,0.7947329878807068
crime,violation,7.12,0.4047189950942993
machine,engine,5.58,0.5013480186462402
beach,sea,4.68,0.4605967700481415
alley,bowl,1.53,0.2566746175289154
jar,bottle,7.83,0.4914201498031616
strength,capability,5.28,0.5990323424339294
seed,mustard,3.48,0.3421778082847595
guitar,drum,3.78,0.756440281867981
opinion,idea,5.7,0.5053239464759827
north,west,3.63,0.874351441860199
diet,salad,2.98,0.38338541984558105
mother,wife,3.02,0.9025879502296448
dad,mother,3.55,0.6717953085899353
captain,sailor,5.0,0.5824548006057739
meter,yard,5.6,0.47502440214157104
beer,champagne,4.45,0.6756195425987244
motor,boat,2.57,0.3688927888870239
card,bridge,1.97,0.24177239835262299
science,psychology,4.92,0.7279348969459534
sinner,saint,1.6,0.3442145586013794
destruction,construction,0.98,0.41305333375930786
crowd,bunch,7.42,0.3908720314502716
beach,reef,3.77,0.45354604721069336
man,child,4.13,0.6682648062705994
bread,cheese,1.95,0.7374634742736816
champion,winner,8.73,0.7406767010688782
celebration,ceremony,7.72,0.7828549742698669
menu,order,3.62,0.3157115876674652
king,princess,3.27,0.5741878151893616
wealth,prestige,6.07,0.48909667134284973
endurance,strength,6.58,0.495847225189209
danger,threat,8.78,0.8316148519515991
god,priest,4.5,0.47982585430145264
men,fraternity,3.13,0.21121788024902344
buddy,companion,8.65,0.3658082187175751
teacher,helper,4.28,0.1835792362689972
body,stomach,3.93,0.4875735640525818
tongue,throat,3.1,0.6826492547988892
house,carpet,1.38,0.2870503067970276
intelligence,skill,5.35,0.37196967005729675
journey,conquest,4.72,0.3953630328178406
god,prey,1.23,0.2444203943014145
brother,soul,0.97,0.40154096484184265
adversary,opponent,9.05,0.560469925403595
death,catastrophe,4.13,0.28779199719429016
monster,demon,6.95,0.6060593724250793
day,morning,4.87,0.8232488036155701
man,victor,1.9,0.3629447817802429
friend,guy,3.88,0.6228022575378418
song,story,3.97,0.5056880116462708
ray,sunshine,6.83,0.20565320551395416
guy,stud,5.83,0.16546231508255005
chicken,rice,1.43,0.5445137023925781
box,elevator,1.32,0.3902815282344818
butter,potato,1.22,0.6678475141525269
apartment,furniture,1.28,0.46610042452812195
lake,swamp,4.92,0.48451557755470276
salad,vinegar,1.13,0.5945899486541748
flower,bulb,4.48,0.48411229252815247
cloud,mist,6.67,0.6146453022956848
driver,pilot,6.28,0.582682192325592
sugar,honey,5.13,0.6912637948989868
body,shoulder,2.88,0.4735282063484192
idea,image,3.55,0.5223626494407654
father,brother,4.2,0.9224588871002197
moon,planet,5.87,0.6345553398132324
ball,costume,2.32,0.2914256751537323
rail,fence,5.22,0.34249281883239746
room,bed,2.35,0.7250886559486389
flower,bush,4.25,0.0714542344212532
bone,knee,4.17,0.5618823766708374
arm,knee,2.75,0.5647432208061218
bottom,side,2.63,0.7052498459815979
vessel,vein,5.15,0.18502502143383026
cat,rabbit,2.37,0.7424426674842834
meat,sandwich,2.35,0.6037591695785522
belief,concept,5.08,0.6146389842033386
intelligence,insight,5.9,0.39589160680770874
attention,interest,7.22,0.6154137253761292
attitude,confidence,4.35,0.5897203683853149
right,justice,7.05,0.46565037965774536
argument,agreement,1.45,0.4314288794994354
depth,magnitude,6.12,0.5016911029815674
medium,news,3.65,0.3027968108654022
winner,candidate,2.78,0.5704542994499207
birthday,date,5.08,0.48883339762687683
fee,payment,7.15,0.7405521869659424
bible,hymn,5.15,0.5163168907165527
exit,doorway,5.5,0.26078999042510986
man,sentry,3.25,0.07969561964273453
aisle,hall,6.35,0.2548030614852905
whiskey,gin,6.28,0.6314694881439209
blood,marrow,3.4,0.5640169978141785
oil,mink,1.23,0.0863330140709877
floor,deck,5.55,0.6488385200500488
roof,floor,2.62,0.6939893364906311
door,floor,1.67,0.7052059173583984
shoulder,head,3.42,0.5186809301376343
wagon,carriage,7.7,0.71042799949646
car,carriage,5.13,0.5628907680511475
elbow,ankle,3.13,0.8265030980110168
wealth,fame,4.02,0.38619163632392883
sorrow,shame,4.77,0.7035768032073975
administration,management,7.25,0.5846814513206482
communication,conversation,8.02,0.4915432631969452
pollution,atmosphere,4.25,0.4376816749572754
anatomy,biology,5.33,0.6477605700492859
college,profession,3.12,0.4602239429950714
book,topic,2.07,0.5325068831443787
formula,equation,7.95,0.5047224164009094
book,information,5.0,0.47730785608291626
boy,partner,1.9,0.32260584831237793
sky,universe,4.68,0.4013902246952057
population,people,7.68,0.5955498814582825
college,class,4.13,0.5218027830123901
chief,mayor,4.85,0.5122277736663818
rabbi,minister,7.62,0.35288548469543457
meter,inch,5.08,0.5545446872711182
polyester,cotton,5.63,0.5455586314201355
lawyer,banker,1.88,0.5926061868667603
violin,instrument,6.58,0.6068645715713501
camp,cabin,4.2,0.3548978865146637
pot,appliance,2.53,0.04627993702888489
linen,fabric,7.47,0.7013904452323914
whiskey,champagne,5.33,0.5628976821899414
girl,child,5.38,0.7634811997413635
cottage,cabin,7.72,0.48721709847450256
bird,hen,7.03,0.32155880331993103
racket,noise,8.1,0.23395997285842896
sunset,evening,5.98,0.5151622295379639
drizzle,rain,9.17,0.5169149041175842
adult,baby,2.22,0.5540586709976196
charcoal,coal,7.63,0.4399789869785309
body,spine,4.78,0.4755248427391052
head,nail,2.47,0.26243501901626587
log,timber,8.05,0.4187822937965393
spoon,cup,2.02,0.3691253066062927
body,nerve,3.13,0.30268728733062744
man,husband,5.32,0.6530726552009583
bone,neck,2.53,0.6075270175933838
frustration,anger,6.5,0.8748713135719299
river,sea,5.72,0.6178135871887207
task,job,8.87,0.584861159324646
club,society,5.23,0.4459080994129181
reflection,image,7.27,0.5361528992652893
prince,king,5.92,0.7682328224182129
snow,weather,5.48,0.6833980679512024
people,party,2.2,0.5274934768676758
boy,brother,6.67,0.6831883788108826
root,grass,3.55,0.4628167450428009
brow,eye,3.82,0.31513530015945435
money,pearl,2.1,0.21382851898670197
money,diamond,3.42,0.3287048935890198
vehicle,bus,6.47,0.6676686406135559
cab,bus,5.6,0.6558392643928528
house,barn,4.33,0.5072981119155884
finger,palm,3.33,0.303671270608902
car,bridge,0.95,0.4227314889431
effort,difficulty,4.45,0.38816115260124207
fact,insight,4.77,0.3537643253803253
job,management,3.97,0.6276497840881348
cancer,sickness,7.93,0.41901230812072754
word,newspaper,2.47,0.38260987401008606
composer,writer,6.58,0.5944169759750366
actor,singer,4.52,0.6725504398345947
shelter,hut,6.47,0.4446982443332672
bathroom,kitchen,3.1,0.7892309427261353
cabin,hut,6.53,0.4388563632965088
door,kitchen,1.67,0.5916144251823425
value,belief,7.07,0.5076612830162048
wisdom,intelligence,7.47,0.35081204771995544
ignorance,intelligence,1.5,0.20474201440811157
happiness,luck,2.38,0.5451995730400085
idea,scheme,6.75,0.5257063508033752
mood,emotion,8.12,0.5366570949554443
happiness,peace,6.03,0.39198368787765503
despair,misery,7.22,0.7754353880882263
logic,arithmetic,3.97,0.597705602645874
denial,confession,1.03,0.5275611877441406
argument,criticism,5.08,0.5839265584945679
aggression,hostility,8.48,0.6199095845222473
hysteria,confusion,6.33,0.5784608125686646
chemistry,theory,3.17,0.5352599024772644
trial,verdict,3.33,0.7370139360427856
comfort,safety,5.8,0.48082423210144043
confidence,self,3.12,0.515880286693573
vision,perception,6.88,0.5304836630821228
era,decade,5.4,0.656330943107605
biography,fiction,1.38,0.6681302189826965
discussion,argument,5.48,0.5969584584236145
code,symbol,6.03,0.468984991312027
danger,disease,3.0,0.4999234974384308
accident,catastrophe,5.9,0.3657262921333313
journey,trip,8.88,0.7289004921913147
activity,movement,7.15,0.5796047449111938
gossip,news,5.22,0.47880223393440247
father,god,3.57,0.5306809544563293
action,course,5.45,0.5046126842498779
fever,illness,7.65,0.6374576091766357
aviation,flight,8.18,0.5933811664581299
game,action,4.85,0.48597607016563416
molecule,air,3.05,0.14952115714550018
home,state,2.58,0.5638954043388367
word,literature,4.77,0.5040158629417419
adult,guardian,6.9,0.3928971588611603
newspaper,information,5.65,0.4398602545261383
communication,television,5.6,0.42711034417152405
cousin,uncle,4.63,0.8496246933937073
author,reader,1.6,0.580718457698822
guy,partner,3.57,0.4634656608104706
area,corner,2.07,0.5994630455970764
ballad,song,7.53,0.725139856338501
wall,decoration,2.62,0.22837620973587036
word,page,2.92,0.4829040765762329
nurse,scientist,2.08,0.3445222079753876
politician,president,7.38,0.44130170345306396
president,mayor,5.68,0.5887953639030457
book,essay,4.72,0.7821518182754517
man,warrior,4.72,0.5142074823379517
article,journal,6.18,0.6985558271408081
breakfast,supper,4.4,0.6069440841674805
crowd,parade,3.93,0.6329554915428162
aisle,hallway,6.75,0.4852135479450226
teacher,rabbi,4.37,0.4299001693725586
hip,lip,1.43,0.43019822239875793
book,article,5.43,0.7135663032531738
room,cell,4.58,0.4561801850795746
box,booth,3.8,0.4987250566482544
daughter,kid,4.17,0.4652952551841736
limb,leg,6.9,0.4254239797592163
liver,lung,2.7,0.6548578143119812
classroom,hallway,2.0,0.5707752704620361
mountain,ledge,3.73,0.41610777378082275
car,elevator,1.03,0.50385981798172
bed,couch,3.42,0.6479793787002563
clothes,button,2.3,0.2488207072019577
clothes,coat,5.35,0.5785331726074219
kidney,organ,6.17,0.5582838654518127
apple,sauce,1.43,0.39120689034461975
chicken,steak,3.73,0.7202527523040771
car,hose,0.87,0.28395920991897583
tobacco,cigarette,7.5,0.8042684197425842
student,professor,1.95,0.5851861238479614
baby,daughter,5.0,0.6461687684059143
pipe,cigar,6.03,0.40159738063812256
milk,juice,4.05,0.6946534514427185
box,cigar,1.25,0.4118962287902832
apartment,hotel,3.33,0.735693633556366
cup,cone,3.17,0.15151347219944
horse,ox,3.02,0.5091313123703003
throat,nose,2.8,0.7335625290870667
bone,teeth,4.17,0.6443898677825928
bone,elbow,3.78,0.6189131140708923
bacon,bean,1.22,0.48232123255729675
cup,jar,5.13,0.23291611671447754
proof,fact,7.3,0.6312082409858704
appointment,engagement,6.75,0.34365367889404297
birthday,year,1.67,0.4864274263381958
word,clue,2.53,0.46578434109687805
author,creator,8.02,0.6046040654182434
atom,carbon,3.1,0.5181940793991089
archbishop,bishop,7.05,0.8680846691131592
letter,paragraph,4.0,0.5725379586219788
page,paragraph,3.03,0.5170135498046875
steeple,chapel,7.08,0.4634615480899811
muscle,bone,3.65,0.6758284568786621
muscle,tongue,5.0,0.318954199552536
boy,soldier,2.15,0.5831455588340759
belly,abdomen,8.13,0.5532917976379395
guy,girl,3.33,0.5141953229904175
bed,chair,3.5,0.48501327633857727
clothes,jacket,5.15,0.6015381813049316
gun,knife,3.65,0.5686626434326172
tin,metal,5.63,0.5249330997467041
bottle,container,7.93,0.40304428339004517
hen,turkey,6.13,0.04953857138752937
meat,bread,1.67,0.6651197075843811
arm,bone,3.83,0.5020572543144226
neck,spine,5.32,0.6735786199569702
apple,lemon,4.05,0.5176095962524414
agony,grief,7.63,0.6968685984611511
assignment,task,8.7,0.5009136199951172
night,dawn,2.95,0.6536562442779541
dinner,soup,3.72,0.48715582489967346
calf,bull,4.93,0.41694340109825134
snow,storm,4.8,0.6017298102378845
nail,hand,3.42,0.5023825168609619
dog,horse,2.38,0.7109652757644653
arm,neck,1.58,0.6487048864364624
ball,glove,1.75,0.6311134099960327
flu,fever,6.08,0.6692491769790649
fee,salary,3.72,0.7002307176589966
nerve,brain,3.88,0.6309268474578857
beast,animal,7.83,0.4212101399898529
dinner,chicken,2.85,0.4727446734905243
girl,maid,2.93,0.5277985334396362
child,boy,5.75,0.7529667615890503
alcohol,wine,7.42,0.5059438943862915
nose,mouth,3.73,0.6638816595077515
street,car,2.38,0.47019970417022705
bell,door,2.2,0.3695225417613983
box,hat,1.3,0.4938787817955017
belief,impression,5.95,0.5836562514305115
bias,opinion,5.6,0.509365439414978
attention,awareness,8.73,0.5688190460205078
anger,mood,4.1,0.4972948133945465
elegance,style,5.72,0.5665263533592224
beauty,age,1.58,0.46477681398391724
book,theme,2.58,0.5940185785293579
friend,mother,2.53,0.7817862629890442
vitamin,iron,5.55,0.35489940643310547
car,factory,2.75,0.6015200614929199
pact,condition,2.45,0.2938013970851898
chapter,choice,0.48,0.24516332149505615
arithmetic,rhythm,2.35,0.2663874626159668
winner,presence,1.08,0.1298648715019226
belief,flower,0.4,0.0751742273569107
winner,goal,3.23,0.48484155535697937
trick,size,0.48,0.16263748705387115
choice,vein,0.98,0.22674831748008728
hymn,conquest,0.68,0.15664656460285187
