word1,word2,WordSim,cos
mile,kilometer,8.66,0.34890973567962646
computer,news,4.47,0.36326485872268677
territory,surface,5.34,0.2818381190299988
atmosphere,landscape,3.69,0.36054864525794983
president,medal,3.0,0.3942563533782959
war,troops,8.13,0.4756718575954437
record,number,6.31,0.5158723592758179
skin,eye,6.22,0.5458651185035706
theater,history,3.91,0.36434200406074524
volunteer,motto,2.56,0.1203911080956459
prejudice,recognition,3.0,0.18363608419895172
decoration,valor,5.63,0.16884639859199524
century,year,7.59,0.46179619431495667
century,nation,3.16,0.2453662008047104
delay,racism,1.19,0.23951835930347443
delay,news,3.31,0.33854082226753235
minister,party,6.63,0.2973705232143402
peace,plan,4.75,0.363320916891098
minority,peace,3.69,0.2432539016008377
attempt,peace,4.25,0.27984440326690674
government,crisis,6.56,0.4797016680240631
deployment,departure,4.25,0.26018399000167847
deployment,withdrawal,5.88,0.3731364607810974
energy,crisis,5.94,0.36972135305404663
announcement,news,7.56,0.4738119840621948
announcement,effort,2.75,0.2865891456604004
stroke,hospital,7.03,0.33258146047592163
disability,death,5.47,0.3183622360229492
victim,emergency,6.47,0.3464215397834778
treatment,recovery,7.91,0.4883464276790619
journal,association,4.97,0.50409996509552
doctor,personnel,5.0,0.1809382140636444
doctor,liability,5.19,0.043035976588726044
liability,insurance,7.03,0.5692002773284912
school,center,3.44,0.4819605052471161
reason,hypertension,2.31,0.10736281424760818
reason,criterion,5.91,0.08980222791433334
hundred,percent,7.38,0.4787277281284332
hospital,infrastructure,4.63,0.18184372782707214
death,row,5.25,0.4810192584991455
death,inmate,5.03,0.371942400932312
lawyer,evidence,6.69,0.3736058175563812
life,death,7.88,0.6202607154846191
life,term,4.5,0.4998098909854889
word,similarity,4.75,0.13018709421157837
board,recommendation,4.47,0.3909848928451538
governor,interview,3.25,0.2648073434829712
peace,atmosphere,3.69,0.275769978761673
peace,insurance,2.94,0.20471146702766418
territory,kilometer,5.28,-0.04644537717103958
travel,activity,5.0,0.3820483684539795
competition,price,6.44,0.428541362285614
consumer,confidence,4.13,0.4628217816352844
consumer,energy,4.75,0.42996084690093994
problem,airport,2.38,0.248716339468956
car,flight,4.94,0.47475796937942505
credit,card,8.06,0.7046166658401489
credit,information,5.31,0.4911766052246094
hotel,reservation,8.03,0.3145386278629303
grocery,money,5.94,0.41481146216392517
registration,arrangement,6.0,0.21869924664497375
arrangement,accommodation,5.41,0.32746604084968567
month,hotel,1.81,0.2684093415737152
type,kind,8.97,0.684723973274231
arrival,hotel,6.0,0.2794414758682251
bed,closet,6.72,0.44088324904441833
closet,clothes,8.0,0.5905235409736633
situation,conclusion,4.81,0.42440417408943176
situation,isolation,3.88,0.24307024478912354
impartiality,interest,5.16,0.14216399192810059
direction,combination,2.25,0.1541273444890976
street,place,6.44,0.558447539806366
street,avenue,8.88,0.5739076137542725
street,block,6.88,0.48958319425582886
street,children,4.94,0.4509034752845764
listing,proximity,2.56,0.24413800239562988
listing,category,6.38,0.35009077191352844
cell,phone,7.81,0.6471761465072632
production,hike,1.75,0.33204585313796997
benchmark,index,4.25,0.43988585472106934
media,trading,3.88,0.32583075761795044
media,gain,2.88,0.24982142448425293
dividend,payment,7.63,0.4445382058620453
dividend,calculation,6.48,0.2843233346939087
calculation,computation,8.44,0.3816085755825043
currency,market,7.5,0.4790682792663574
oil,stock,6.34,0.40929993987083435
announcement,production,3.38,0.438280314207077
announcement,warning,6.0,0.4489743113517761
profit,warning,3.88,0.2820005714893341
profit,loss,7.63,0.49308526515960693
dollar,yen,7.78,0.38092881441116333
dollar,buck,9.22,0.3983961343765259
dollar,profit,7.38,0.4651342034339905
dollar,loss,6.09,0.2833937108516693
computer,software,8.5,0.5954210758209229
network,hardware,8.31,0.43746405839920044
phone,equipment,7.13,0.29294371604919434
equipment,maker,5.91,0.3850310742855072
luxury,car,6.47,0.4258914291858673
five,month,3.38,0.5830228328704834
report,gain,3.63,0.3050035834312439
investor,earning,7.13,0.1930990070104599
liquid,water,7.89,0.5716812610626221
baseball,season,5.97,0.5585115551948547
game,victory,7.03,0.47205039858818054
game,team,7.69,0.6373183727264404
marathon,sprint,7.47,0.3952426314353943
game,series,6.19,0.5515235066413879
game,defeat,6.97,0.38203635811805725
seven,series,3.56,0.37244775891304016
seafood,sea,7.47,0.20428726077079773
seafood,food,8.34,0.598726749420166
seafood,lobster,8.7,0.6696584820747375
lobster,food,7.81,0.4638211131095886
lobster,wine,5.7,0.3731556534767151
food,preparation,6.22,0.3098832070827484
video,archive,6.34,0.3485664129257202
start,year,4.06,0.6594675183296204
start,match,4.47,0.4827011823654175
game,round,5.97,0.5564839243888855
boxing,round,7.61,0.5036923289299011
championship,tournament,8.36,0.7909137606620789
fighting,defeating,7.41,0.2779919505119324
line,insurance,2.69,0.3421935737133026
day,summer,3.94,0.6570253968238831
summer,drought,7.16,0.3439495265483856
summer,nature,5.63,0.4003041684627533
day,dawn,7.53,0.4756723642349243
nature,environment,8.31,0.5316022634506226
environment,ecology,8.81,0.5519105195999146
nature,man,6.25,0.3378055989742279
man,woman,8.3,0.6613606214523315
man,governor,5.25,0.2722514867782593
murder,manslaughter,8.53,0.4738519489765167
soap,opera,7.94,0.3416535556316376
opera,performance,6.88,0.3340153694152832
life,lesson,5.94,0.5541937947273254
focus,life,4.06,0.5687446594238281
production,crew,6.25,0.4295002520084381
television,film,7.72,0.43342339992523193
lover,quarrel,6.19,0.26491254568099976
viewer,serial,2.97,0.31423163414001465
possibility,girl,1.94,0.2540464699268341
population,development,3.75,0.4118707776069641
morality,importance,3.31,0.42995181679725647
morality,marriage,3.69,0.33807069063186646
gender,equality,6.41,0.5545905232429504
change,attitude,5.44,0.5969175696372986
family,planning,6.25,0.4826023280620575
opera,industry,2.63,0.2076435387134552
sugar,approach,0.88,0.25210240483283997
practice,institution,3.19,0.20051980018615723
ministry,culture,4.69,0.5238351821899414
problem,challenge,6.75,0.42696839570999146
size,prominence,5.31,-0.06611456722021103
country,citizen,7.31,0.44059261679649353
planet,people,5.75,0.4258340001106262
development,issue,3.97,0.45286279916763306
experience,music,3.47,0.48895901441574097
music,project,3.63,0.524629533290863
glass,metal,5.56,0.4708513617515564
aluminum,metal,7.83,0.44813522696495056
chance,credibility,3.88,0.2149997502565384
exhibit,memorabilia,5.31,0.31179991364479065
concert,virtuoso,6.81,0.07751275599002838
rock,jazz,7.59,0.6693180799484253
museum,theater,7.19,0.5014755725860596
observation,architecture,4.38,0.31658005714416504
space,world,6.53,0.520868718624115
preservation,world,6.19,0.17910072207450867
admission,ticket,7.69,0.5159122943878174
shower,thunderstorm,6.31,0.27279987931251526
shower,flood,6.03,0.3012222349643707
weather,forecast,8.34,0.6596924662590027
disaster,area,6.25,0.33206725120544434
governor,office,6.34,0.4247108995914459
architecture,century,3.78,0.329526424407959
