word1,word2,WordSim,cos
coast,forest,3.15,0.23609791696071625
lad,wizard,0.92,0.33023008704185486
chord,smile,0.54,0.14869235455989838
glass,magician,2.08,0.037224914878606796
noon,string,0.54,0.02165452018380165
rooster,voyage,0.62,0.06275810301303864
money,dollar,8.42,0.3135657012462616
money,cash,9.08,0.6151221394538879
money,currency,9.04,0.16010122001171112
money,wealth,8.27,0.3295103907585144
money,property,7.57,0.26824459433555603
money,possession,7.29,0.0531826913356781
money,bank,8.5,0.26132065057754517
money,deposit,7.73,0.2604113817214966
money,withdrawal,6.88,0.05602632835507393
money,laundering,5.65,0.2523637115955353
money,operation,3.31,0.0845692977309227
tiger,jaguar,8.0,0.5528683662414551
tiger,feline,8.0,0.4267145097255707
tiger,carnivore,7.08,0.42893755435943604
tiger,mammal,6.85,0.49644747376441956
tiger,animal,7.0,0.5096532702445984
tiger,organism,4.77,0.06294277310371399
tiger,fauna,5.62,0.3297566771507263
tiger,zoo,5.87,0.4692454934120178
psychology,psychiatry,8.08,0.555628776550293
psychology,anxiety,7.0,0.2719925045967102
psychology,fear,6.85,0.17129428684711456
psychology,depression,7.42,0.3135565519332886
psychology,clinic,6.58,0.12102104723453522
psychology,doctor,6.42,0.19066523015499115
psychology,Freud,8.21,0.33308249711990356
psychology,mind,7.69,0.25049889087677
psychology,health,7.23,0.17619234323501587
psychology,science,6.71,0.48088350892066956
psychology,discipline,5.58,0.2597164213657379
psychology,cognition,7.48,0.3995116055011749
planet,star,8.45,0.19317102432250977
planet,constellation,8.06,0.39312946796417236
planet,moon,8.08,0.5024791955947876
planet,sun,8.02,0.3206743896007538
planet,galaxy,8.11,0.6338509917259216
planet,space,7.92,0.2803674638271332
planet,astronomer,7.94,0.30787551403045654
precedent,example,5.85,0.37273743748664856
precedent,information,3.85,0.08866602927446365
precedent,cognition,2.81,-0.02056959830224514
precedent,law,6.65,0.34597015380859375
precedent,collection,2.5,0.03283146023750305
precedent,group,1.77,0.07681483030319214
precedent,antecedent,6.04,0.2837713956832886
cup,coffee,6.58,0.3560178279876709
cup,tableware,6.85,0.1948634535074234
cup,article,2.4,0.08339212834835052
cup,artifact,2.92,0.0336991585791111
cup,object,3.69,0.10605284571647644
cup,entity,2.15,0.0347922183573246
cup,drink,7.25,0.3532216548919678
cup,food,5.0,0.09379564970731735
cup,substance,1.92,0.12556417286396027
cup,liquid,5.9,0.25183942914009094
jaguar,cat,7.42,0.4054865837097168
jaguar,car,7.27,0.13319402933120728
energy,secretary,1.81,0.09282553941011429
secretary,senate,5.06,0.23210786283016205
energy,laboratory,5.09,0.11277154088020325
computer,laboratory,6.78,0.2875465750694275
weapon,secret,6.06,0.2584390640258789
FBI,fingerprint,6.94,0.337899774312973
FBI,investigation,8.31,0.4171352982521057
investigation,effort,4.59,0.23487986624240875
Mars,water,2.94,0.13637155294418335
Mars,scientist,5.63,0.17972101271152496
news,report,8.16,0.3123635947704315
canyon,landscape,7.53,0.24369584023952484
image,surface,4.56,0.1284358650445938
discovery,space,6.34,0.04125640541315079
water,seepage,6.56,0.39313435554504395
sign,recess,2.38,0.048051152378320694
Wednesday,news,2.22,0.26014822721481323
mile,kilometer,8.66,0.7258477807044983
computer,news,4.47,0.1039980947971344
territory,surface,5.34,0.1395847350358963
atmosphere,landscape,3.69,0.2697125971317291
president,medal,3.0,0.06946568191051483
war,troops,8.13,0.47614774107933044
record,number,6.31,0.22208690643310547
skin,eye,6.22,0.3397478461265564
Japanese,American,6.5,0.4124884307384491
theater,history,3.91,0.12982811033725739
volunteer,motto,2.56,0.19127662479877472
prejudice,recognition,3.0,0.11657063663005829
decoration,valor,5.63,0.3227156698703766
century,year,7.59,0.3348371386528015
century,nation,3.16,0.291914701461792
delay,racism,1.19,0.023803042247891426
delay,news,3.31,0.12586814165115356
minister,party,6.63,0.1715518683195114
peace,plan,4.75,0.11900728195905685
minority,peace,3.69,0.06868557631969452
attempt,peace,4.25,0.061378706246614456
government,crisis,6.56,0.29561758041381836
deployment,departure,4.25,0.2766171395778656
deployment,withdrawal,5.88,0.40605056285858154
energy,crisis,5.94,0.13847880065441132
announcement,news,7.56,0.46733319759368896
announcement,effort,2.75,0.23130612075328827
stroke,hospital,7.03,0.23570407927036285
disability,death,5.47,0.27521100640296936
victim,emergency,6.47,0.17580637335777283
treatment,recovery,7.91,0.2493065595626831
journal,association,4.97,0.16295821964740753
doctor,personnel,5.0,0.1610165387392044
doctor,liability,5.19,0.06116040423512459
liability,insurance,7.03,0.45244458317756653
school,center,3.44,0.14268210530281067
reason,hypertension,2.31,0.07555149495601654
reason,criterion,5.91,0.3923366367816925
hundred,percent,7.38,0.18021871149539948
Harvard,Yale,8.13,0.7817695736885071
hospital,infrastructure,4.63,0.14553329348564148
death,row,5.25,0.1561248004436493
death,inmate,5.03,0.2757277488708496
lawyer,evidence,6.69,0.1986079216003418
life,death,7.88,0.3618777096271515
life,term,4.5,0.2267606258392334
word,similarity,4.75,0.09658686071634293
board,recommendation,4.47,0.321181058883667
governor,interview,3.25,0.11880447715520859
OPEC,country,5.63,0.1194893941283226
peace,atmosphere,3.69,0.13366277515888214
peace,insurance,2.94,0.09818778932094574
territory,kilometer,5.28,0.1540842354297638
travel,activity,5.0,0.12772586941719055
competition,price,6.44,0.17668062448501587
consumer,confidence,4.13,0.19126538932323456
consumer,energy,4.75,0.2461671084165573
problem,airport,2.38,0.10208498686552048
car,flight,4.94,0.14423443377017975
credit,card,8.06,0.2681569457054138
credit,information,5.31,0.11662981659173965
hotel,reservation,8.03,0.302825391292572
grocery,money,5.94,0.12704521417617798
registration,arrangement,6.0,0.11914843320846558
arrangement,accommodation,5.41,0.2305612862110138
month,hotel,1.81,0.12591952085494995
type,kind,8.97,0.6666412353515625
arrival,hotel,6.0,0.15935498476028442
bed,closet,6.72,0.4319477677345276
closet,clothes,8.0,0.4177303612232208
situation,conclusion,4.81,0.1847420185804367
situation,isolation,3.88,0.20984451472759247
impartiality,interest,5.16,0.20375369489192963
direction,combination,2.25,0.09585040807723999
street,place,6.44,0.17753028869628906
street,avenue,8.88,0.38327035307884216
street,block,6.88,0.26695919036865234
street,children,4.94,0.15370695292949677
listing,proximity,2.56,0.1236044317483902
listing,category,6.38,0.11038406938314438
cell,phone,7.81,0.28629881143569946
production,hike,1.75,0.018261175602674484
benchmark,index,4.25,0.4951688051223755
media,trading,3.88,0.12612037360668182
media,gain,2.88,0.10171881318092346
dividend,payment,7.63,0.2785915434360504
dividend,calculation,6.48,0.15065297484397888
calculation,computation,8.44,0.6076955795288086
currency,market,7.5,0.33829963207244873
OPEC,oil,8.59,0.5333777666091919
oil,stock,6.34,0.2203981876373291
announcement,production,3.38,0.08066593110561371
announcement,warning,6.0,0.24619010090827942
profit,warning,3.88,0.13709336519241333
profit,loss,7.63,0.34199458360671997
dollar,yen,7.78,0.574535608291626
dollar,buck,9.22,0.2562117874622345
dollar,profit,7.38,0.25337401032447815
dollar,loss,6.09,0.026566721498966217
computer,software,8.5,0.5444109439849854
network,hardware,8.31,0.29377809166908264
phone,equipment,7.13,0.1377403885126114
equipment,maker,5.91,0.20798197388648987
luxury,car,6.47,0.2445117086172104
five,month,3.38,0.40400832891464233
report,gain,3.63,0.09995906800031662
investor,earning,7.13,0.003408149117603898
liquid,water,7.89,0.3653528094291687
baseball,season,5.97,0.2622438073158264
game,victory,7.03,0.33143705129623413
game,team,7.69,0.4966561794281006
marathon,sprint,7.47,0.4636158347129822
game,series,6.19,0.29130783677101135
game,defeat,6.97,0.3329891860485077
seven,series,3.56,0.3310061991214752
seafood,sea,7.47,0.31509071588516235
seafood,food,8.34,0.5295587778091431
seafood,lobster,8.7,0.6544079780578613
lobster,food,7.81,0.30510467290878296
lobster,wine,5.7,0.3194861114025116
food,preparation,6.22,0.17799316346645355
video,archive,6.34,0.17350749671459198
start,year,4.06,0.19018599390983582
start,match,4.47,0.24805226922035217
game,round,5.97,0.2722221314907074
boxing,round,7.61,0.177592471241951
championship,tournament,8.36,0.6655316352844238
fighting,defeating,7.41,0.3445202708244324
line,insurance,2.69,0.08391069620847702
day,summer,3.94,0.4481317698955536
summer,drought,7.16,0.1637890487909317
summer,nature,5.63,0.12260761111974716
day,dawn,7.53,0.331085741519928
nature,environment,8.31,0.4028487801551819
environment,ecology,8.81,0.42997628450393677
nature,man,6.25,0.11616960167884827
man,woman,8.3,0.7664012312889099
man,governor,5.25,0.15232416987419128
murder,manslaughter,8.53,0.6057651042938232
soap,opera,7.94,0.1955799013376236
opera,performance,6.88,0.17167465388774872
life,lesson,5.94,0.19252909719944
focus,life,4.06,0.14205682277679443
production,crew,6.25,0.17930839955806732
television,film,7.72,0.34557008743286133
lover,quarrel,6.19,0.23226580023765564
viewer,serial,2.97,0.23336467146873474
possibility,girl,1.94,0.060037773102521896
population,development,3.75,0.17502300441265106
morality,importance,3.31,0.2053404152393341
morality,marriage,3.69,0.30624136328697205
Mexico,Brazil,7.44,0.49549201130867004
gender,equality,6.41,0.5059923529624939
change,attitude,5.44,0.2514270544052124
family,planning,6.25,0.1914883404970169
opera,industry,2.63,0.04291350767016411
sugar,approach,0.88,0.007720570079982281
practice,institution,3.19,0.09677623957395554
ministry,culture,4.69,0.1877954602241516
problem,challenge,6.75,0.46295368671417236
size,prominence,5.31,0.1337670385837555
country,citizen,7.31,0.20985934138298035
planet,people,5.75,0.08704741299152374
development,issue,3.97,0.090107761323452
experience,music,3.47,0.16575713455677032
music,project,3.63,0.021346120163798332
glass,metal,5.56,0.37073972821235657
aluminum,metal,7.83,0.6375762224197388
chance,credibility,3.88,0.23921892046928406
exhibit,memorabilia,5.31,0.3025929629802704
concert,virtuoso,6.81,0.28570184111595154
rock,jazz,7.59,0.45277106761932373
museum,theater,7.19,0.33256372809410095
observation,architecture,4.38,0.1362939476966858
space,world,6.53,0.12962709367275238
preservation,world,6.19,-0.02147061936557293
admission,ticket,7.69,0.4368831515312195
shower,thunderstorm,6.31,0.3426947593688965
shower,flood,6.03,0.12947934865951538
weather,forecast,8.34,0.36272069811820984
disaster,area,6.25,0.1452282816171646
governor,office,6.34,0.29663559794425964
architecture,century,3.78,0.1430933177471161
