word1,word2,WordSim,cos
money,cash,9.08,0.848483681678772
money,currency,9.04,0.5285153985023499
money,wealth,8.27,0.6151006817817688
money,property,7.57,0.5868505835533142
money,possession,7.29,0.38299989700317383
money,bank,8.5,0.5718163251876831
money,deposit,7.73,0.4879057705402374
money,withdrawal,6.88,0.295779287815094
money,laundering,5.65,0.5056718587875366
money,operation,3.31,0.46140119433403015
tiger,jaguar,8.0,0.3426651358604431
tiger,feline,8.0,0.21453896164894104
tiger,carnivore,7.08,0.10046850889921188
tiger,mammal,6.85,0.2806573212146759
tiger,animal,7.0,0.37160155177116394
tiger,organism,4.77,0.10725899040699005
tiger,fauna,5.62,0.23041020333766937
tiger,zoo,5.87,0.3868136703968048
psychology,psychiatry,8.08,0.7578725218772888
psychology,anxiety,7.0,0.35818296670913696
psychology,fear,6.85,0.1891552209854126
psychology,depression,7.42,0.41023364663124084
psychology,clinic,6.58,0.3445098102092743
psychology,doctor,6.42,0.4399581253528595
psychology,mind,7.69,0.4444299340248108
psychology,health,7.23,0.4052344560623169
psychology,science,6.71,0.7279348969459534
psychology,discipline,5.58,0.38767167925834656
psychology,cognition,7.48,0.5789973139762878
planet,star,8.45,0.44359147548675537
planet,constellation,8.06,0.4576427638530731
planet,moon,8.08,0.6345553398132324
planet,sun,8.02,0.48610395193099976
planet,galaxy,8.11,0.5532509684562683
planet,space,7.92,0.587223470211029
planet,astronomer,7.94,0.30200809240341187
precedent,example,5.85,0.4567048251628876
precedent,information,3.85,0.2791127562522888
precedent,cognition,2.81,0.07975126057863235
precedent,law,6.65,0.5554394721984863
precedent,collection,2.5,0.1631639301776886
precedent,group,1.77,0.15662479400634766
precedent,antecedent,6.04,0.28422534465789795
cup,coffee,6.58,0.3357512354850769
cup,tableware,6.85,0.014358225278556347
cup,article,2.4,0.11609415709972382
cup,artifact,2.92,-0.06592267751693726
cup,object,3.69,0.08495846390724182
cup,entity,2.15,0.05027095973491669
cup,drink,7.25,0.3228711187839508
cup,food,5.0,0.2934669852256775
cup,substance,1.92,0.20780548453330994
cup,liquid,5.9,0.28184428811073303
jaguar,cat,7.42,0.2921023964881897
jaguar,car,7.27,0.49060308933258057
energy,secretary,1.81,0.39209869503974915
secretary,senate,5.06,0.5345171093940735
energy,laboratory,5.09,0.4300832152366638
computer,laboratory,6.78,0.517249584197998
weapon,secret,6.06,0.43513578176498413
investigation,effort,4.59,0.5606021285057068
news,report,8.16,0.7190848588943481
canyon,landscape,7.53,0.2997792959213257
image,surface,4.56,0.4650995135307312
discovery,space,6.34,0.6015124320983887
water,seepage,6.56,0.4512885808944702
sign,recess,2.38,0.23203830420970917
mile,kilometer,8.66,0.8510866165161133
computer,news,4.47,0.40438589453697205
territory,surface,5.34,0.3484087884426117
atmosphere,landscape,3.69,0.43796828389167786
president,medal,3.0,0.27520623803138733
war,troops,8.13,0.6857718229293823
record,number,6.31,0.5872029066085815
skin,eye,6.22,0.6734592914581299
theater,history,3.91,0.3983559012413025
volunteer,motto,2.56,0.32908767461776733
prejudice,recognition,3.0,0.2521723806858063
decoration,valor,5.63,0.4925723671913147
century,year,7.59,0.46884793043136597
century,nation,3.16,0.4707085192203522
delay,racism,1.19,0.1917770802974701
delay,news,3.31,0.3683014512062073
minister,party,6.63,0.5636986494064331
peace,plan,4.75,0.5607303380966187
minority,peace,3.69,0.35641616582870483
attempt,peace,4.25,0.45451629161834717
government,crisis,6.56,0.5995239615440369
deployment,departure,4.25,0.42129117250442505
deployment,withdrawal,5.88,0.6898988485336304
energy,crisis,5.94,0.48514100909233093
announcement,news,7.56,0.6127036213874817
announcement,effort,2.75,0.5028148293495178
stroke,hospital,7.03,0.4357018768787384
disability,death,5.47,0.31452006101608276
victim,emergency,6.47,0.31829962134361267
treatment,recovery,7.91,0.4170629680156708
journal,association,4.97,0.46033212542533875
doctor,personnel,5.0,0.30401089787483215
doctor,liability,5.19,0.1629388928413391
liability,insurance,7.03,0.6688823103904724
school,center,3.44,0.5876184105873108
reason,hypertension,2.31,0.13257700204849243
reason,criterion,5.91,0.2749845087528229
hundred,percent,7.38,0.3234039843082428
hospital,infrastructure,4.63,0.25868746638298035
death,row,5.25,0.42064085602760315
death,inmate,5.03,0.5306030511856079
lawyer,evidence,6.69,0.4127205014228821
life,death,7.88,0.6755193471908569
life,term,4.5,0.5832718014717102
word,similarity,4.75,0.41938191652297974
board,recommendation,4.47,0.6472198963165283
governor,interview,3.25,0.40817025303840637
peace,atmosphere,3.69,0.37643906474113464
peace,insurance,2.94,0.19401688873767853
territory,kilometer,5.28,0.36258798837661743
travel,activity,5.0,0.4400297701358795
competition,price,6.44,0.4594574570655823
consumer,confidence,4.13,0.5740428566932678
consumer,energy,4.75,0.5739229321479797
problem,airport,2.38,0.3559767007827759
car,flight,4.94,0.44710490107536316
credit,card,8.06,0.6317301988601685
credit,information,5.31,0.48902976512908936
hotel,reservation,8.03,0.3837515711784363
grocery,money,5.94,0.3167482018470764
registration,arrangement,6.0,0.36608272790908813
arrangement,accommodation,5.41,0.4411172568798065
month,hotel,1.81,0.45159000158309937
type,kind,8.97,0.6022766828536987
arrival,hotel,6.0,0.461436003446579
bed,closet,6.72,0.5506871938705444
closet,clothes,8.0,0.5462760329246521
situation,conclusion,4.81,0.5361452698707581
situation,isolation,3.88,0.5080776214599609
impartiality,interest,5.16,0.18504661321640015
direction,combination,2.25,0.4811437427997589
street,place,6.44,0.5254853963851929
street,avenue,8.88,0.7423302531242371
street,block,6.88,0.5494222640991211
street,children,4.94,0.3798038363456726
listing,proximity,2.56,0.19829776883125305
listing,category,6.38,0.49579763412475586
cell,phone,7.81,0.595686674118042
production,hike,1.75,0.3193807303905487
benchmark,index,4.25,0.7290813326835632
media,trading,3.88,0.410391628742218
media,gain,2.88,0.42651477456092834
dividend,payment,7.63,0.5637965798377991
dividend,calculation,6.48,0.29980742931365967
calculation,computation,8.44,0.6572645902633667
currency,market,7.5,0.6943885087966919
oil,stock,6.34,0.52439945936203
announcement,production,3.38,0.390278697013855
announcement,warning,6.0,0.6104854941368103
profit,warning,3.88,0.32675766944885254
profit,loss,7.63,0.6365213990211487
dollar,yen,7.78,0.7070851922035217
dollar,buck,9.22,0.20563699305057526
dollar,profit,7.38,0.6154958009719849
dollar,loss,6.09,0.4220225214958191
computer,software,8.5,0.8373122811317444
network,hardware,8.31,0.4101392924785614
phone,equipment,7.13,0.5105828642845154
equipment,maker,5.91,0.5608999133110046
luxury,car,6.47,0.6213507652282715
five,month,3.38,0.7392669320106506
report,gain,3.63,0.45963728427886963
investor,earning,7.13,0.2372915893793106
liquid,water,7.89,0.6228421926498413
baseball,season,5.97,0.6093886494636536
game,victory,7.03,0.6230725646018982
game,team,7.69,0.7012253999710083
marathon,sprint,7.47,0.5838668346405029
game,series,6.19,0.6495304107666016
game,defeat,6.97,0.5557188987731934
seven,series,3.56,0.6373168230056763
seafood,sea,7.47,0.34609153866767883
seafood,food,8.34,0.6414037346839905
seafood,lobster,8.7,0.6669977307319641
lobster,food,7.81,0.3480198085308075
lobster,wine,5.7,0.4379652738571167
food,preparation,6.22,0.47545304894447327
video,archive,6.34,0.4984068274497986
start,year,4.06,0.7508665323257446
start,match,4.47,0.5903302431106567
game,round,5.97,0.605623185634613
boxing,round,7.61,0.3408217132091522
championship,tournament,8.36,0.829382598400116
fighting,defeating,7.41,0.4029827117919922
line,insurance,2.69,0.3565139174461365
day,summer,3.94,0.7015056610107422
summer,drought,7.16,0.4399634897708893
summer,nature,5.63,0.41358664631843567
day,dawn,7.53,0.6127535700798035
nature,environment,8.31,0.6358679533004761
environment,ecology,8.81,0.6408342123031616
nature,man,6.25,0.5245863199234009
man,woman,8.3,0.8323493599891663
man,governor,5.25,0.40354329347610474
murder,manslaughter,8.53,0.6650421619415283
soap,opera,7.94,0.519773006439209
opera,performance,6.88,0.5393834114074707
life,lesson,5.94,0.5123317837715149
focus,life,4.06,0.5880501866340637
production,crew,6.25,0.3362423777580261
television,film,7.72,0.6556594371795654
lover,quarrel,6.19,0.36030063033103943
viewer,serial,2.97,0.31715258955955505
possibility,girl,1.94,0.27594101428985596
population,development,3.75,0.44889581203460693
morality,importance,3.31,0.42358386516571045
morality,marriage,3.69,0.40878185629844666
gender,equality,6.41,0.6347529888153076
change,attitude,5.44,0.6395484209060669
family,planning,6.25,0.38894858956336975
opera,industry,2.63,0.32349011301994324
sugar,approach,0.88,0.12269933521747589
practice,institution,3.19,0.4609485864639282
ministry,culture,4.69,0.43321502208709717
problem,challenge,6.75,0.5346152186393738
size,prominence,5.31,0.2650199234485626
country,citizen,7.31,0.45736807584762573
planet,people,5.75,0.3375494182109833
development,issue,3.97,0.490327924489975
experience,music,3.47,0.4911002814769745
music,project,3.63,0.4566308557987213
glass,metal,5.56,0.6706480979919434
aluminum,metal,7.83,0.683809757232666
chance,credibility,3.88,0.4128938913345337
exhibit,memorabilia,5.31,0.5027826428413391
concert,virtuoso,6.81,0.3921884596347809
rock,jazz,7.59,0.6527013182640076
museum,theater,7.19,0.5948529243469238
observation,architecture,4.38,0.23459185659885406
space,world,6.53,0.5150095820426941
preservation,world,6.19,0.23634476959705353
admission,ticket,7.69,0.4465859830379486
shower,thunderstorm,6.31,0.4128144383430481
shower,flood,6.03,0.24608708918094635
weather,forecast,8.34,0.5981266498565674
disaster,area,6.25,0.40765270590782166
governor,office,6.34,0.5388691425323486
architecture,century,3.78,0.5710220336914062
