word1,word2,MEN,cos
truck,vehicle,45.0,0.6715237498283386
shore,water,45.0,0.3216695189476013
boat,fishing,45.0,0.5962605476379395
dog,puppy,45.0,0.593606173992157
bride,wedding,45.0,0.6352924704551697
birds,hummingbird,45.0,0.23033304512500763
sea,water,45.0,0.49701476097106934
cow,milk,45.0,0.480836421251297
birds,feathers,45.0,0.5022421479225159
skate,skating,45.0,0.6558105945587158
chapel,church,45.0,0.6675819754600525
branch,twigs,45.0,0.1594313532114029
concert,musicians,45.0,0.5124552249908447
clothes,dress,45.0,0.6320720314979553
automobile,vehicle,45.0,0.5356878638267517
splash,swimming,45.0,0.25018203258514404
bed,furniture,45.0,0.32329627871513367
aircraft,flight,45.0,0.5677129626274109
reptiles,snake,45.0,0.3934202194213867
motorcycle,scooter,45.0,0.45313218235969543
coffee,tea,45.0,0.6692110896110535
feathers,goose,45.0,0.3607741594314575
pool,swimming,45.0,0.6008366346359253
eyes,face,45.0,0.48480138182640076
dirt,dirty,45.0,0.3984450399875641
railway,train,45.0,0.5833749175071716
harbour,port,45.0,0.5634128451347351
fruit,strawberry,45.0,0.4071313738822937
flight,plane,45.0,0.6840179562568665
smoke,smoking,45.0,0.5588579177856445
ivy,plant,45.0,0.12653234601020813
river,stream,45.0,0.5190363526344299
lake,water,45.0,0.4847097098827362
kittens,kitty,45.0,0.3226865530014038
snow,snowman,45.0,0.21976599097251892
dog,terrier,45.0,0.42894724011421204
daffodils,flowers,45.0,0.40923887491226196
pond,water,45.0,0.4450698792934418
show,television,44.0,0.5898358821868896
handwriting,written,44.0,0.2581169009208679
flood,water,44.0,0.4734826385974884
jazz,musicians,44.0,0.6351923942565918
eagle,feathers,44.0,0.31621718406677246
grapes,vine,44.0,0.4344395399093628
birds,hawk,44.0,0.23061907291412354
clothes,outfit,44.0,0.38611048460006714
exhibition,museum,44.0,0.6217570304870605
hand,palm,44.0,0.34160375595092773
grave,graveyard,44.0,0.4268486499786377
berry,strawberry,44.0,0.4201866090297699
forest,oak,44.0,0.43739864230155945
crochet,knitting,44.0,0.5281890034675598
birds,eagle,44.0,0.2639736533164978
canine,puppy,44.0,0.29932352900505066
bar,cocktail,44.0,0.32648733258247375
bar,pub,44.0,0.45550182461738586
sunlight,sunshine,44.0,0.417096883058548
apple,fruit,44.0,0.4375605881214142
sun,sunrise,44.0,0.31443071365356445
gymnastics,sports,44.0,0.3773958384990692
sailing,ship,44.0,0.5559701323509216
beach,sea,44.0,0.328102171421051
game,hockey,44.0,0.45069578289985657
bed,pillow,44.0,0.46559157967567444
daffodils,tulip,44.0,0.37023329734802246
flowers,plant,44.0,0.33307725191116333
fire,smoke,44.0,0.47280240058898926
canine,dog,44.0,0.5038436055183411
bracelet,jewelry,44.0,0.3756069242954254
feline,kitty,44.0,0.2538527548313141
architecture,building,44.0,0.46867671608924866
shop,shopping,44.0,0.49517467617988586
highway,traffic,44.0,0.5180455446243286
lizard,reptiles,44.0,0.4692673981189728
music,piano,44.0,0.5566483736038208
strawberry,sweet,44.0,0.29117169976234436
snow,winter,44.0,0.530937910079956
autumn,spring,44.0,0.7248337864875793
bacon,meat,44.0,0.39960968494415283
raspberry,strawberry,44.0,0.5326632261276245
chipmunk,squirrel,44.0,0.45257166028022766
coast,harbor,44.0,0.4191548526287079
dress,skirt,44.0,0.6463205218315125
sun,sunny,44.0,0.36192893981933594
lily,tulip,44.0,0.3251303434371948
grave,gravestone,44.0,0.3616061508655548
bright,sunny,44.0,0.4854903221130371
dandelion,plant,44.0,0.0756060853600502
light,sunlight,44.0,0.5233157277107239
hill,mountain,43.0,0.5089909434318542
burger,food,43.0,0.2846152186393738
sea,shore,43.0,0.4883444011211395
feathers,peacock,43.0,0.4113108217716217
children,mother,43.0,0.572518527507782
night,sunset,43.0,0.3573099970817566
orange,peel,43.0,0.4036352038383484
subway,train,43.0,0.5458870530128479
camera,lens,43.0,0.45654523372650146
daisy,petals,43.0,0.23073919117450714
aircraft,wing,43.0,0.3758717179298401
bloom,flowers,43.0,0.48017770051956177
clothes,jacket,43.0,0.47922033071517944
dinner,restaurant,43.0,0.546370267868042
swim,swimming,43.0,0.6917363405227661
cemetery,gravestone,43.0,0.44162678718566895
cigarette,smoke,43.0,0.49246954917907715
shirt,skirt,43.0,0.500029444694519
baby,pregnant,43.0,0.5448173880577087
cherry,fruit,43.0,0.4482068717479706
beef,meat,43.0,0.7630933523178101
blossom,daffodils,43.0,0.3138197362422943
bloom,blossom,43.0,0.4518336355686188
maple,oak,43.0,0.5144901871681213
frost,winter,43.0,0.3805844783782959
colour,pink,43.0,0.464098185300827
dog,poodle,43.0,0.3998590111732483
lantern,light,43.0,0.2642315924167633
coast,sea,43.0,0.543217122554779
tunnel,underground,43.0,0.5084581971168518
dog,pets,43.0,0.501996636390686
hair,haircut,43.0,0.46401265263557434
day,sunset,43.0,0.2588786780834198
bikini,swimsuit,43.0,0.4909580647945404
rail,railway,43.0,0.725455641746521
art,museum,43.0,0.684175968170166
painting,portrait,43.0,0.6388376355171204
dress,wedding,43.0,0.4788157641887665
poodle,puppy,43.0,0.4553234875202179
port,ship,43.0,0.5303916335105896
bloom,tulip,43.0,0.293066143989563
cold,winter,43.0,0.5132611989974976
bakery,cake,43.0,0.33714061975479126
building,roof,43.0,0.522187352180481
iron,steel,43.0,0.6438424587249756
birds,stork,43.0,0.26604849100112915
lily,plant,43.0,0.1835293024778366
eat,food,43.0,0.590300440788269
bathroom,kitchen,43.0,0.6370521187782288
jazz,music,43.0,0.6203824281692505
fabric,wool,43.0,0.5211129784584045
aquarium,tank,43.0,0.2645721435546875
fire,flame,43.0,0.392892986536026
bloom,rose,43.0,0.152518168091774
leaf,nature,43.0,0.07214922457933426
town,village,43.0,0.720170259475708
apple,orange,43.0,0.32060179114341736
dawn,sunrise,43.0,0.41079816222190857
engine,gasoline,43.0,0.31481343507766724
oak,tree,43.0,0.5163030028343201
guitar,piano,43.0,0.7167214155197144
chocolate,dessert,43.0,0.6241903901100159
cat,paws,43.0,0.35875916481018066
birds,goose,43.0,0.32906466722488403
blue,sky,43.0,0.5000497698783875
pool,swim,43.0,0.3722435235977173
bracelet,necklace,42.0,0.6272956728935242
fruit,salad,42.0,0.4375147819519043
eggs,nest,42.0,0.5368772149085999
boat,sailing,42.0,0.6040033102035522
birds,crow,42.0,0.2761557996273041
birds,flamingo,42.0,0.15359728038311005
day,sunshine,42.0,0.2446018010377884
hockey,sports,42.0,0.49720486998558044
burger,eat,42.0,0.3259892165660858
fruit,raspberry,42.0,0.3945305049419403
lunch,sandwich,42.0,0.44263869524002075
feet,toes,42.0,0.44610926508903503
baby,mother,42.0,0.5449445843696594
amphibians,frog,42.0,0.39112454652786255
burn,fire,42.0,0.39717885851860046
hockey,ice,42.0,0.5925531387329102
cold,frozen,42.0,0.3821192979812622
oak,wood,42.0,0.5197274684906006
photographer,photography,42.0,0.5827590227127075
man,women,42.0,0.3294524848461151
hair,redhead,42.0,0.20813216269016266
harbor,port,42.0,0.532245397567749
pug,puppy,42.0,0.44798046350479126
sunrise,sunset,42.0,0.6771531701087952
leather,shoes,42.0,0.6193926334381104
beach,shore,42.0,0.4710938334465027
color,red,42.0,0.4353710114955902
painted,painting,42.0,0.7073716521263123
storm,wind,42.0,0.5164838433265686
color,violet,42.0,0.38439127802848816
rain,wet,42.0,0.5151368379592896
diner,eat,42.0,0.2877211272716522
bed,bedroom,42.0,0.5787265300750732
guitar,musicians,42.0,0.5214531421661377
petals,rose,42.0,0.1716729700565338
rail,subway,42.0,0.5459229350090027
holiday,vacation,42.0,0.5976513624191284
bed,sleep,42.0,0.5500702857971191
cigarette,smoking,42.0,0.6354679465293884
airplane,plane,42.0,0.773739218711853
daffodils,plant,42.0,0.13458390533924103
diner,kitchen,42.0,0.38667672872543335
coins,silver,42.0,0.47274672985076904
cake,chocolate,42.0,0.69655841588974
evening,night,42.0,0.7619043588638306
race,racing,42.0,0.5676354169845581
flight,flying,42.0,0.6469150185585022
face,lips,42.0,0.2959938943386078
berry,raspberry,42.0,0.42238667607307434
lamp,light,42.0,0.4154738485813141
birds,nest,42.0,0.479408323764801
mother,pregnant,42.0,0.5772910118103027
animals,pets,42.0,0.6353141665458679
butterfly,insects,42.0,0.3048277199268341
sky,sunrise,42.0,0.3620474338531494
canine,husky,42.0,0.1829971969127655
food,meat,42.0,0.5677605867385864
cloud,sky,42.0,0.4429939091205597
crow,feathers,42.0,0.28355783224105835
blossom,flowers,42.0,0.38913658261299133
splash,swim,42.0,0.24682706594467163
band,musicians,42.0,0.5745803117752075
cactus,plant,42.0,0.2367618978023529
eagle,hawk,42.0,0.41582053899765015
harbour,sea,42.0,0.378730833530426
flowers,foliage,42.0,0.5062769651412964
red,violet,42.0,0.3046436905860901
music,sing,42.0,0.4162982702255249
breakfast,morning,42.0,0.45861658453941345
cafe,restaurant,42.0,0.7325894236564636
beach,coast,42.0,0.43855220079421997
puddle,splash,42.0,0.408715158700943
birds,pelican,42.0,0.2649533450603485
clothes,socks,42.0,0.5432345867156982
amphibians,lizard,41.0,0.3628484010696411
daughter,son,41.0,0.7956427931785583
car,motor,41.0,0.5121363997459412
amphibians,reptiles,41.0,0.8639141917228699
day,morning,41.0,0.6845975518226624
aircraft,flying,41.0,0.6474712491035461
airplane,airport,41.0,0.44092419743537903
metro,train,41.0,0.4272347092628479
band,music,41.0,0.5572472214698792
shadow,sunlight,41.0,0.2133331447839737
night,sleep,41.0,0.44839465618133545
salad,soup,41.0,0.5681278705596924
porch,roof,41.0,0.5740059614181519
eyes,tears,41.0,0.53770512342453
colour,rainbow,41.0,0.2216099202632904
berry,fruit,41.0,0.4164588451385498
red,yellow,41.0,0.682881772518158
socks,stockings,41.0,0.5651484727859497
flamingo,hummingbird,41.0,0.24415364861488342
tree,twigs,41.0,0.3854806125164032
kiss,lips,41.0,0.4082450568675995
burger,sandwich,41.0,0.505594789981842
pregnant,women,41.0,0.4275328516960144
rain,weather,41.0,0.6010633111000061
dinner,eat,41.0,0.48867905139923096
feathers,hawk,41.0,0.18897250294685364
animals,zoo,41.0,0.458000510931015
duck,mallard,41.0,0.42992985248565674
mountain,valley,41.0,0.5085418224334717
beach,harbour,41.0,0.3793359100818634
musicians,rock,41.0,0.46628791093826294
band,guitar,41.0,0.5655428171157837
car,garage,41.0,0.5356014966964722
feet,leg,41.0,0.3239329159259796
sky,sunlight,41.0,0.3502022922039032
mist,rain,41.0,0.3894619345664978
mother,son,41.0,0.629173219203949
airplane,wing,41.0,0.2502094805240631
colour,red,41.0,0.3823360204696655
music,musicians,41.0,0.6107776761054993
bay,beach,41.0,0.39740198850631714
blonde,redhead,41.0,0.625447690486908
petals,plant,41.0,0.15920281410217285
kitchen,room,41.0,0.5913596153259277
lingerie,sexy,41.0,0.49469104409217834
automobile,parking,41.0,0.20714309811592102
bar,restaurant,41.0,0.5558204054832458
bedroom,room,41.0,0.6352987289428711
bus,taxi,41.0,0.6205834746360779
fun,happy,41.0,0.554923951625824
station,train,41.0,0.5274493098258972
pelican,stork,41.0,0.31986671686172485
black,grey,41.0,0.4529683589935303
orange,yellow,41.0,0.594935953617096
foliage,petals,41.0,0.3801708519458771
park,parking,41.0,0.4188139736652374
lips,tongue,41.0,0.5686953067779541
fog,misty,41.0,0.36862713098526
canine,poodle,41.0,0.24157896637916565
bath,washing,41.0,0.3559529483318329
foliage,tree,41.0,0.41264697909355164
panorama,view,41.0,0.3582417666912079
bloom,daisy,41.0,0.20920731127262115
escalator,stairs,41.0,0.546824038028717
petals,tulip,41.0,0.20999468863010406
fishing,sea,41.0,0.4815862774848938
beef,cattle,41.0,0.5430144667625427
noodles,rice,41.0,0.4488212764263153
birds,parrot,41.0,0.44363024830818176
fruit,orange,41.0,0.40014883875846863
mural,painting,41.0,0.6341692209243774
airport,flight,41.0,0.5439161062240601
shopping,store,41.0,0.5703760385513306
summer,sunny,41.0,0.35820579528808594
road,sidewalk,41.0,0.2600093483924866
airplane,flying,41.0,0.5848589539527893
guitar,music,40.0,0.531681478023529
cat,whiskers,40.0,0.3149310350418091
family,friends,40.0,0.5785918235778809
bloom,petals,40.0,0.350138396024704
musicians,piano,40.0,0.46537238359451294
dirty,washing,40.0,0.36783677339553833
elephant,giraffe,40.0,0.49752429127693176
puppy,terrier,40.0,0.43460696935653687
breakfast,kitchen,40.0,0.4109641909599304
subway,underground,40.0,0.46406346559524536
sand,shore,40.0,0.334900826215744
butterfly,dragonfly,40.0,0.39758095145225525
cheetah,lion,40.0,0.34643256664276123
color,yellow,40.0,0.5037732720375061
door,locked,40.0,0.5272293090820312
bright,sunlight,40.0,0.4462255537509918
van,vehicle,40.0,0.26411473751068115
orange,red,40.0,0.48808690905570984
beetles,insects,40.0,0.6611360907554626
kids,mom,40.0,0.6223534345626831
daughter,mother,40.0,0.831060528755188
children,school,40.0,0.4885190427303314
giraffe,zebra,40.0,0.5970770120620728
harbor,harbour,40.0,0.7021647691726685
lamb,sheep,40.0,0.39483439922332764
heart,love,40.0,0.3775087893009186
lily,rose,40.0,0.15843415260314941
asphalt,road,40.0,0.3251868188381195
morning,sunny,40.0,0.34068313241004944
coast,shore,40.0,0.5113322734832764
sunny,sunset,40.0,0.2913074195384979
nest,twigs,40.0,0.3852004110813141
happy,smile,40.0,0.43931373953819275
figure,skating,40.0,0.41692638397216797
rail,train,40.0,0.6359272003173828
door,wall,40.0,0.37712958455085754
dawn,sun,40.0,0.2558177411556244
feathers,stork,40.0,0.25170424580574036
morning,sunshine,40.0,0.2616598308086395
building,construction,40.0,0.6700525879859924
cafe,coffee,40.0,0.4898996949195862
bloom,buds,40.0,0.41487589478492737
jacket,leather,40.0,0.5953635573387146
map,travel,40.0,0.24030852317810059
plant,seed,40.0,0.2965928018093109
city,metro,40.0,0.4514985680580139
pebbles,sand,40.0,0.45765841007232666
cafe,lunch,40.0,0.3794451951980591
coast,harbour,40.0,0.3819844722747803
dog,pug,40.0,0.36064133048057556
sky,sun,40.0,0.4424341917037964
mallard,swan,40.0,0.3792182505130768
cloud,rain,40.0,0.35168343782424927
sky,sunshine,40.0,0.38709211349487305
frost,weather,40.0,0.33201292157173157
cherry,raspberry,40.0,0.5129302740097046
downtown,street,40.0,0.5449934005737305
bloom,dandelion,40.0,0.19163529574871063
dragonfly,insects,40.0,0.3416730761528015
bottle,wine,40.0,0.530368983745575
feel,happy,40.0,0.6336808204650879
railway,station,40.0,0.5734166502952576
beach,swimming,40.0,0.41287916898727417
cafe,diner,40.0,0.5398665070533752
cafe,pub,40.0,0.5311743021011353
building,tall,40.0,0.31042400002479553
burger,meat,40.0,0.3736444413661957
gold,silver,40.0,0.84809410572052
summer,weather,40.0,0.41115787625312805
military,soldiers,40.0,0.6439161896705627
cemetery,grave,40.0,0.5310556888580322
pizza,restaurant,39.0,0.5644435882568359
bright,colour,39.0,0.4467936158180237
canine,paws,39.0,0.2934167981147766
swim,underwater,39.0,0.3513658344745636
sea,swim,39.0,0.2905309498310089
pub,restaurant,39.0,0.5457858443260193
day,time,39.0,0.6234235763549805
canine,terrier,39.0,0.23319970071315765
bottle,glass,39.0,0.5049983859062195
bed,relaxed,39.0,0.1838320940732956
seed,sunflower,39.0,0.36706647276878357
birds,owl,39.0,0.37512996792793274
art,sculpture,39.0,0.6448274850845337
light,shade,39.0,0.3912835717201233
apartment,staircase,39.0,0.2763932943344116
outfit,socks,39.0,0.2982442080974579
carrots,potatoes,39.0,0.7032436728477478
lizard,snake,39.0,0.5230065584182739
city,sidewalk,39.0,0.1910153180360794
guitar,rock,39.0,0.4625583589076996
brick,building,39.0,0.5977451205253601
eat,soup,39.0,0.42844972014427185
dew,misty,39.0,0.33466124534606934
blue,colour,39.0,0.4127423167228699
dawn,morning,39.0,0.5530562996864319
cooking,restaurant,39.0,0.38911759853363037
bay,sea,39.0,0.3808703124523163
cafe,shop,39.0,0.5328618884086609
floor,roof,39.0,0.5106588006019592
clothes,hat,39.0,0.3445517122745514
marble,stone,39.0,0.5828350782394409
duck,goose,39.0,0.46760720014572144
collection,museum,39.0,0.5630339980125427
happy,love,39.0,0.5248934030532837
bakery,shop,39.0,0.5891166925430298
mist,wet,39.0,0.32376059889793396
blossom,petals,39.0,0.41408252716064453
bright,light,39.0,0.5631998777389526
rice,sushi,39.0,0.24274156987667084
cooking,meat,39.0,0.45378756523132324
day,night,39.0,0.6382712125778198
kiss,love,39.0,0.46186256408691406
stream,waterfall,39.0,0.39556148648262024
interior,room,39.0,0.24538925290107727
surf,surfers,39.0,0.5907148718833923
poodle,terrier,39.0,0.4881950914859772
cold,frost,39.0,0.3155651390552521
city,town,39.0,0.6428943276405334
ocean,underwater,39.0,0.39222365617752075
harbor,sailing,39.0,0.39398667216300964
scenery,sunset,39.0,0.22367709875106812
green,violet,39.0,0.3403368592262268
harbor,ship,39.0,0.4809297025203705
summer,sunshine,39.0,0.3337760865688324
blue,grey,39.0,0.4775865972042084
art,graphic,39.0,0.36942359805107117
lake,shore,39.0,0.4729243814945221
rust,rusty,39.0,0.3551051616668701
architecture,design,39.0,0.646226704120636
goose,swan,39.0,0.3571270704269409
architecture,construction,39.0,0.3444409668445587
hawk,nest,39.0,0.26325786113739014
carrots,salad,39.0,0.46977660059928894
fruit,tomato,39.0,0.5206953287124634
purple,violet,39.0,0.5163955092430115
misty,rain,39.0,0.2887876033782959
clothes,jean,39.0,0.13601034879684448
bloom,daffodils,39.0,0.44175592064857483
brick,construction,39.0,0.40943443775177
diner,restaurant,39.0,0.5785863995552063
ceiling,roof,39.0,0.5446459054946899
painted,portrait,39.0,0.6047201156616211
ripples,wave,39.0,0.32538244128227234
beard,face,39.0,0.27002739906311035
apple,raspberry,39.0,0.3022388219833374
fashion,outfit,39.0,0.32572823762893677
downtown,skyscraper,39.0,0.4618458151817322
buds,daffodils,39.0,0.4350616931915283
harbor,shore,39.0,0.4160161018371582
blonde,hair,39.0,0.5067017078399658
kittens,paws,39.0,0.3386416435241699
bay,shore,39.0,0.407805860042572
shop,store,39.0,0.7450413107872009
gravestone,memorial,38.0,0.2642432749271393
canine,pug,38.0,0.2954843044281006
crow,hawk,38.0,0.2822650671005249
dress,outfit,38.0,0.4909268021583557
city,urban,38.0,0.44822558760643005
bedroom,door,38.0,0.4871560037136078
bus,tram,38.0,0.5428133010864258
spring,summer,38.0,0.7150290012359619
scenery,waterfall,38.0,0.3368607461452484
road,traffic,38.0,0.4915861487388611
hill,valley,38.0,0.3626331090927124
ceiling,floor,38.0,0.5438960194587708
splash,water,38.0,0.3136604428291321
grass,weed,38.0,0.3952113687992096
sunny,weather,38.0,0.5045971274375916
parrot,wing,38.0,-0.001857185154221952
daisy,violet,38.0,0.3506130576133728
copper,silver,38.0,0.50091552734375
baseball,hockey,38.0,0.6095340847969055
pets,poodle,38.0,0.3219667077064514
blossom,foliage,38.0,0.35886484384536743
pink,purple,38.0,0.6522248387336731
grey,shade,38.0,0.36130669713020325
panorama,scenery,38.0,0.32258936762809753
downtown,metro,38.0,0.4776279330253601
beard,hair,38.0,0.6165434122085571
dandelion,petals,38.0,0.27048686146736145
blue,violet,38.0,0.39458221197128296
daisy,flowers,38.0,0.15523724257946014
noodles,soup,38.0,0.5894781351089478
pets,puppy,38.0,0.4156963527202606
buds,petals,38.0,0.5246120095252991
ancient,ruins,38.0,0.5898777842521667
eyes,iris,38.0,0.2497365027666092
puddle,water,38.0,0.20333366096019745
harbor,sea,38.0,0.39980703592300415
painting,sculpture,38.0,0.6815628409385681
sand,sea,38.0,0.40226903557777405
feline,kittens,38.0,0.3225727081298828
birds,swan,38.0,0.2665296792984009
baseball,game,38.0,0.5190908312797546
colour,purple,38.0,0.5039237141609192
pool,splash,38.0,0.32346925139427185
cattle,sheep,38.0,0.7523556351661682
landscape,scenery,38.0,0.5242035388946533
coins,gold,38.0,0.4395279288291931
boat,shore,38.0,0.43449923396110535
skyscraper,tall,38.0,0.3713833689689636
apple,cherry,38.0,0.4464744031429291
beef,chicken,38.0,0.6465262770652771
hot,sunny,38.0,0.3500138521194458
dessert,fruit,38.0,0.5025100111961365
photographer,portrait,38.0,0.3937462568283081
chicken,meat,38.0,0.689187228679657
ceiling,interior,38.0,0.2945585548877716
bathroom,bedroom,38.0,0.653064489364624
hummingbird,stork,38.0,0.2128354161977768
motor,vehicle,38.0,0.5185109972953796
colour,grey,38.0,0.4654065668582916
blue,orange,38.0,0.4895777106285095
dawn,dusk,38.0,0.6585881114006042
building,downtown,38.0,0.5540239214897156
face,tears,38.0,0.27821820974349976
boat,harbour,38.0,0.39474332332611084
cattle,farm,38.0,0.502593994140625
dripping,wet,38.0,0.37210920453071594
brown,green,38.0,0.5204883217811584
bedroom,ceiling,38.0,0.36458566784858704
bread,eat,38.0,0.4844247102737427
dinner,evening,38.0,0.5727958679199219
face,smile,38.0,0.38364145159721375
bride,dress,38.0,0.40342357754707336
stone,wall,38.0,0.4019332528114319
mural,painted,38.0,0.5759480595588684
foliage,plant,38.0,0.28039073944091797
day,dusk,38.0,0.3045583963394165
roof,wall,38.0,0.4211466610431671
cooking,food,38.0,0.5212075114250183
photography,portrait,38.0,0.33859169483184814
buds,foliage,38.0,0.49149078130722046
lily,pond,37.0,0.36176708340644836
harbour,shore,37.0,0.44814279675483704
palm,tree,37.0,0.3838275372982025
bus,subway,37.0,0.5546896457672119
holiday,travel,37.0,0.4276467263698578
skyline,view,37.0,0.2917361259460449
bedroom,cottage,37.0,0.4958941340446472
dinner,lunch,37.0,0.7212514281272888
grave,memorial,37.0,0.30685874819755554
dessert,sweet,37.0,0.4321745038032532
birds,insects,37.0,0.6316444277763367
concert,rock,37.0,0.4624062180519104
mushrooms,tomato,37.0,0.5265674591064453
metro,railway,37.0,0.427743136882782
giraffe,zoo,37.0,0.2985840439796448
railway,subway,37.0,0.4263649880886078
misty,weather,37.0,0.22802340984344482
parrot,pelican,37.0,0.30956247448921204
bedroom,sleep,37.0,0.3615491986274719
autumn,summer,37.0,0.6653174757957458
automobile,truck,37.0,0.4331760108470917
amphibians,mammals,37.0,0.7158961296081543
cemetery,memorial,37.0,0.5606150031089783
orange,purple,37.0,0.457668662071228
blue,color,37.0,0.47014671564102173
daffodils,rose,37.0,0.003980101551860571
berry,seed,37.0,0.17679619789123535
hummingbird,mallard,37.0,0.12525536119937897
dandelion,grass,37.0,0.2363661378622055
brick,concrete,37.0,0.5401103496551514
costumes,dress,37.0,0.5220997333526611
cloud,mist,37.0,0.4688016176223755
sea,tropical,37.0,0.32418254017829895
brown,grey,37.0,0.4973032772541046
bathroom,room,37.0,0.5993543267250061
daisy,plant,37.0,0.17104320228099823
painted,picture,37.0,0.43727800250053406
eyes,lips,37.0,0.6143490672111511
autumn,winter,37.0,0.6621814966201782
dripping,rain,37.0,0.23003849387168884
horizon,sky,37.0,0.49230098724365234
black,blue,37.0,0.5697435140609741
metro,station,37.0,0.44130733609199524
alley,street,37.0,0.3657151460647583
children,family,37.0,0.48620206117630005
mountain,scenery,37.0,0.3428533673286438
concrete,construction,37.0,0.47679704427719116
mill,windmill,37.0,0.4952421486377716
summer,winter,37.0,0.7940487861633301
plant,twigs,37.0,0.1587204933166504
breakfast,lunch,37.0,0.6770702600479126
concrete,floor,37.0,0.39183053374290466
rain,sky,37.0,0.3048171401023865
food,frozen,37.0,0.3694850504398346
moss,plant,37.0,0.16609759628772736
flowers,spring,37.0,0.3277641236782074
birds,mallard,37.0,0.18935774266719818
graphic,illustrations,37.0,0.42014577984809875
eat,fruit,37.0,0.4795854091644287
ceiling,porch,37.0,0.39611756801605225
river,valley,37.0,0.6001116633415222
fog,mist,37.0,0.6240667104721069
dude,guy,37.0,0.37800395488739014
moon,sky,37.0,0.3863939642906189
bar,sushi,37.0,0.3942212760448456
beauty,scenery,37.0,0.3872568607330322
feathers,mallard,37.0,0.16925518214702606
furniture,patio,37.0,0.41977861523628235
light,shadow,37.0,0.33791717886924744
bay,harbour,37.0,0.4316504895687103
washing,water,37.0,0.404067724943161
flight,owl,37.0,0.06729540973901749
paws,whiskers,37.0,0.37561601400375366
costumes,wig,37.0,0.3625144958496094
animals,giraffe,37.0,0.2560414969921112
autumn,foliage,37.0,0.44710803031921387
animals,cattle,37.0,0.5658628940582275
building,skyscraper,37.0,0.47402286529541016
ice,skating,37.0,0.5104657411575317
meat,potatoes,37.0,0.5293965339660645
buds,twigs,37.0,0.5175450444221497
knitting,stitches,37.0,0.3217736780643463
hot,sunshine,37.0,0.29357272386550903
bed,room,37.0,0.5380096435546875
music,rock,37.0,0.5478140115737915
cooking,rice,37.0,0.3359663784503937
berry,cherry,37.0,0.46141254901885986
piano,played,37.0,0.38431307673454285
flowers,lily,37.0,0.34550175070762634
cherry,strawberry,37.0,0.4666031301021576
clothes,skirt,37.0,0.3596966862678528
art,painting,37.0,0.6487809419631958
birds,gull,37.0,0.2536601424217224
spiral,staircase,37.0,0.4817768633365631
paws,pets,37.0,0.28219008445739746
feathers,nest,37.0,0.34830689430236816
feathers,owl,37.0,0.19870628416538239
blossom,cherry,37.0,0.5637915134429932
goats,sheep,37.0,0.7791145443916321
green,pink,37.0,0.47009360790252686
foliage,garden,37.0,0.34049805998802185
dog,husky,37.0,0.24975959956645966
feathers,hummingbird,37.0,0.21974501013755798
sunshine,weather,37.0,0.3136909306049347
snow,weather,37.0,0.48703959584236145
surfers,wave,37.0,0.2897246181964874
breakfast,dinner,37.0,0.7218676209449768
shoes,toes,37.0,0.3836757242679596
band,played,37.0,0.37941017746925354
coffee,mug,37.0,0.3673531413078308
