word1,word2,SimLex,cos
strange,sly,2.07,0.4869227409362793
dumb,rare,0.48,0.35609084367752075
sly,tough,0.58,0.402731329202652
terrific,mad,0.4,0.26334887742996216
modest,flexible,0.98,0.266289621591568
fresh,wide,0.4,0.3730638027191162
huge,dumb,0.48,0.5236763954162598
large,flexible,0.48,0.40632906556129456
dirty,narrow,0.3,0.34476438164711
wife,husband,2.3,0.9432946443557739
book,text,6.35,0.4941725730895996
groom,bride,3.17,0.7956870198249817
night,day,1.88,0.8508067727088928
south,north,2.2,0.9286800026893616
plane,airport,3.65,0.5586748719215393
uncle,aunt,5.5,0.7605683207511902
horse,mare,8.33,0.24541175365447998
bottom,top,0.7,0.5879957675933838
friend,buddy,8.78,0.7345951795578003
student,pupil,9.35,0.41498634219169617
world,globe,6.67,0.47012484073638916
leg,arm,2.88,0.7722217440605164
plane,jet,8.1,0.7636795043945312
woman,man,3.33,0.6703950762748718
horse,colt,7.07,0.33812716603279114
actress,actor,7.12,0.7532508373260498
teacher,instructor,9.25,0.6469374895095825
movie,film,8.87,0.7134572863578796
bird,hawk,7.85,0.5055026412010193
word,dictionary,3.68,0.6217016577720642
money,salary,7.88,0.4543479084968567
dog,cat,1.75,0.8752089738845825
area,region,9.47,0.6166415214538574
navy,army,6.43,0.7601375579833984
book,literature,7.53,0.6833644509315491
clothes,closet,3.27,0.6615524888038635
sunset,sunrise,2.47,0.8678138852119446
child,adult,2.98,0.6108316779136658
cow,cattle,9.52,0.443423867225647
book,story,5.63,0.7710014581680298
winter,summer,2.38,0.8286268711090088
taxi,cab,9.2,0.7790669798851013
tree,maple,5.53,0.48497408628463745
bed,bedroom,3.4,0.6415854692459106
roof,ceiling,7.58,0.7297182679176331
disease,infection,7.15,0.7204838395118713
arm,shoulder,4.85,0.7239121794700623
sheep,lamb,8.42,0.5383450388908386
lady,gentleman,3.42,0.5769829750061035
boat,anchor,2.25,0.5025323033332825
priest,monk,6.28,0.6088404655456543
toe,finger,4.68,0.6225529909133911
river,stream,7.3,0.39674535393714905
anger,fury,8.73,0.5040529370307922
date,calendar,4.42,0.5245044231414795
sea,ocean,8.27,0.44111815094947815
second,minute,4.62,0.7786225080490112
hand,thumb,3.88,0.6355364322662354
wood,log,7.3,0.3895307183265686
mud,dirt,7.32,0.6670883297920227
hallway,corridor,9.28,0.5513638257980347
way,manner,7.62,0.39804384112358093
mouse,cat,1.12,0.6595972180366516
cop,sheriff,9.05,0.5045084357261658
death,burial,4.93,0.4587460458278656
music,melody,6.98,0.5032435059547424
beer,alcohol,7.5,0.5602557063102722
mouth,lip,7.1,0.6627508997917175
storm,hurricane,6.38,0.845831036567688
tax,income,2.38,0.6725529432296753
flower,violet,6.95,0.5872530341148376
paper,cardboard,5.38,0.373064249753952
floor,ceiling,1.73,0.6502808332443237
beach,seashore,8.33,0.16056185960769653
rod,curtain,3.03,0.48871904611587524
hound,fox,2.38,0.3130249083042145
street,alley,5.48,0.5688804984092712
boat,deck,4.28,0.4006896913051605
car,horn,2.57,0.4547105133533478
friend,guest,4.25,0.5186853408813477
employer,employee,3.65,0.7253084182739258
hand,wrist,3.97,0.6103890538215637
ball,cannon,2.58,0.48056575655937195
alcohol,brandy,6.98,0.29130783677101135
victory,triumph,8.98,0.6285172700881958
telephone,booth,3.63,0.39434370398521423
door,doorway,5.4,0.38620808720588684
motel,inn,8.17,0.431947261095047
clothes,cloth,5.47,0.5474146008491516
steak,meat,7.47,0.7296982407569885
nail,thumb,3.55,0.5307323336601257
band,orchestra,7.08,0.5398595929145813
book,bible,5.0,0.6757094860076904
business,industry,7.02,0.781958818435669
winter,season,6.27,0.6216172575950623
decade,century,3.48,0.5183798670768738
alcohol,gin,8.65,0.3902214467525482
hat,coat,2.67,0.5229607224464417
window,door,3.33,0.6976326107978821
arm,wrist,3.57,0.7002100348472595
house,apartment,5.8,0.7466973066329956
glass,crystal,6.27,0.6808943748474121
wine,brandy,5.15,0.4723931849002838
creator,maker,9.62,0.5148067474365234
dinner,breakfast,3.33,0.8946251273155212
arm,muscle,3.72,0.5816261172294617
bubble,suds,8.57,0.27781617641448975
bread,flour,3.33,0.6264209151268005
death,tragedy,5.8,0.6056086421012878
absence,presence,0.4,0.684722363948822
gun,cannon,5.68,0.34838366508483887
grass,blade,4.57,0.4587722718715668
ball,basket,1.67,0.564268946647644
hose,garden,1.67,0.2615344524383545
boy,kid,7.5,0.8351591229438782
church,choir,2.95,0.680185854434967
clothes,drawer,3.02,0.4190227687358856
tower,bell,1.9,0.3507152497768402
father,parent,7.07,0.6519389748573303
school,grade,4.42,0.6763815879821777
parent,adult,5.37,0.49013859033584595
bar,jail,1.9,0.25936731696128845
car,highway,3.4,0.552680492401123
dictionary,definition,6.25,0.5979751348495483
door,cellar,1.97,0.390272319316864
army,legion,5.95,0.468854159116745
metal,aluminum,7.25,0.5035939812660217
chair,bench,6.67,0.5850664377212524
cloud,fog,6.0,0.4888480603694916
boy,son,6.75,0.414181113243103
water,ice,6.47,0.6993151307106018
bed,blanket,3.02,0.6644963622093201
attorney,lawyer,9.35,0.8682859539985657
area,zone,8.33,0.4881998598575592
business,company,9.02,0.832308292388916
clothes,fabric,5.87,0.4567536413669586
sweater,jacket,7.15,0.8117411732673645
money,capital,6.67,0.4322524666786194
hand,foot,4.17,0.6456311345100403
alcohol,cocktail,6.73,0.34869876503944397
yard,inch,3.78,0.36829373240470886
molecule,atom,6.45,0.3988429009914398
lens,camera,4.28,0.6777363419532776
meal,dinner,7.15,0.8077412247657776
eye,tear,3.55,0.5414058566093445
god,devil,1.8,0.6498203277587891
loop,belt,3.1,0.5249712467193604
rat,mouse,7.78,0.4603950083255768
motor,engine,8.65,0.49153435230255127
car,cab,7.42,0.6631495952606201
cat,lion,6.75,0.6395313739776611
size,magnitude,6.33,0.20538707077503204
reality,fantasy,1.03,0.5780505537986755
door,gate,5.25,0.5427829027175903
cat,pet,5.95,0.7986468076705933
tin,aluminum,6.42,0.2583540081977844
bone,jaw,4.17,0.5627633929252625
cereal,wheat,3.75,0.4614569842815399
house,key,1.9,0.5064153671264648
blood,flesh,4.28,0.6591988205909729
door,corridor,3.73,0.353241503238678
god,spirit,7.3,0.711677610874176
capability,competence,7.62,0.49898064136505127
abundance,plenty,8.97,0.37268638610839844
sofa,chair,6.67,0.6023430824279785
wall,brick,4.68,0.5993028879165649
horn,drum,2.68,0.5287291407585144
organ,liver,6.15,0.572542667388916
strength,might,7.07,0.5059795379638672
phrase,word,5.48,0.6153087615966797
band,parade,3.92,0.5198978185653687
stomach,waist,5.9,0.533913791179657
cloud,storm,5.6,0.5125810503959656
joy,pride,5.0,0.5745514035224915
noise,rattle,6.17,0.40961557626724243
rain,mist,5.97,0.4546099007129669
beer,beverage,5.42,0.5651609301567078
man,uncle,3.92,0.5138241052627563
apple,juice,2.88,0.510036289691925
intelligence,logic,6.5,0.5170825123786926
communication,language,7.47,0.5941004157066345
mink,fur,6.83,0.6337772011756897
mob,crowd,7.85,0.41796115040779114
shore,coast,8.83,0.4983186721801758
wire,cord,7.62,0.6550711989402771
bird,turkey,6.58,0.36010903120040894
bed,crib,7.3,0.6026382446289062
competence,ability,7.5,0.4895101487636566
cloud,haze,7.32,0.40602123737335205
supper,meal,7.53,0.7270982265472412
bar,cage,2.8,0.41071638464927673
water,salt,1.3,0.7295433282852173
sense,intuition,7.68,0.41458648443222046
situation,condition,6.58,0.6229483485221863
crime,theft,7.53,0.5469630360603333
style,fashion,8.5,0.7082723379135132
boundary,border,9.08,0.5019864439964294
arm,body,4.05,0.6214283108711243
boat,car,2.37,0.6006900072097778
sandwich,lunch,6.3,0.6653358936309814
bride,princess,2.8,0.5612810254096985
heroine,hero,8.78,0.44215917587280273
car,gauge,1.13,0.2886762022972107
insect,bee,6.07,0.35871052742004395
crib,cradle,8.55,0.31017473340034485
animal,person,3.05,0.45192965865135193
marijuana,herb,6.5,0.45249253511428833
bed,hospital,0.92,0.3644857704639435
cheek,tongue,4.52,0.694685161113739
disc,computer,3.2,0.35050955414772034
curve,angle,3.33,0.4592953622341156
grass,moss,5.0,0.37372782826423645
school,law,1.13,0.49168992042541504
foot,head,2.3,0.6582363247871399
mother,guardian,6.5,0.38441702723503113
orthodontist,dentist,8.27,0.8050156235694885
alcohol,whiskey,7.27,0.5506017804145813
mouth,tooth,6.3,0.6126981377601624
breakfast,bacon,4.37,0.6869192123413086
bathroom,bedroom,3.4,0.775610089302063
plate,bowl,5.23,0.5996491312980652
meat,bacon,5.8,0.6862161159515381
air,helium,3.63,0.3344414532184601
worker,employer,5.37,0.5622111558914185
body,chest,4.45,0.6925420165061951
son,father,3.82,0.35699716210365295
heart,surgery,1.08,0.45638975501060486
woman,secretary,1.98,0.3604913055896759
man,father,4.83,0.5946424603462219
beach,island,5.6,0.7308298945426941
story,topic,5.0,0.5891396403312683
game,fun,3.42,0.6417203545570374
weekend,week,4.0,0.8569000959396362
couple,pair,8.33,0.48942142724990845
woman,wife,5.72,0.7853385806083679
sheep,cattle,4.77,0.5471071600914001
purse,bag,8.33,0.8033621311187744
ceiling,cathedral,2.42,0.330438494682312
bean,coffee,5.15,0.6049084067344666
wood,paper,2.88,0.4792303740978241
top,side,1.9,0.5917523503303528
crime,fraud,5.65,0.6285825967788696
pain,harm,5.38,0.5773354768753052
lover,companion,5.97,0.5154536366462708
evening,dusk,7.78,0.4064362645149231
father,daughter,2.62,0.8383464813232422
wine,liquor,7.85,0.6949598789215088
cow,goat,2.93,0.6766627430915833
belief,opinion,7.7,0.5700300335884094
reality,illusion,1.42,0.5423081517219543
pact,agreement,9.02,0.622942328453064
wealth,poverty,1.27,0.6976624131202698
accident,emergency,4.93,0.5336435437202454
battle,conquest,7.22,0.4736672639846802
friend,teacher,2.62,0.6648143529891968
illness,infection,6.9,0.6189215183258057
game,trick,2.32,0.47553420066833496
brother,son,3.48,0.4354817569255829
aunt,nephew,3.1,0.7640365362167358
worker,mechanic,4.92,0.5464392304420471
doctor,orthodontist,5.58,0.40549716353416443
oak,maple,6.03,0.6598552465438843
bee,queen,3.27,0.472245454788208
car,bicycle,3.47,0.5397422909736633
goal,quest,5.83,0.28894174098968506
august,month,5.53,0.7265264391899109
army,squad,5.08,0.5225028395652771
cloud,weather,4.87,0.4454926550388336
physician,doctor,8.88,0.3838709890842438
canyon,valley,6.75,0.73781818151474
river,valley,1.67,0.6195821166038513
sun,sky,2.27,0.7474885582923889
target,arrow,3.25,0.30065837502479553
chocolate,pie,2.27,0.5822603702545166
circumstance,situation,7.85,0.5384906530380249
opinion,choice,5.43,0.48335400223731995
rhythm,melody,6.12,0.5340564846992493
gut,nerve,4.93,0.3172118365764618
day,dawn,5.47,0.5295441746711731
cattle,beef,7.03,0.40787872672080994
doctor,professor,4.65,0.4891412556171417
arm,vein,3.65,0.4356923997402191
room,bath,3.33,0.7053082585334778
corporation,business,9.02,0.5405533909797668
fun,football,1.97,0.589543342590332
hill,cliff,4.28,0.5873440504074097
bone,ankle,3.82,0.5642481446266174
apple,candy,2.08,0.566954493522644
helper,maid,5.58,0.4721168577671051
leader,manager,7.27,0.5674806833267212
lemon,tea,1.6,0.6729233264923096
bee,ant,2.78,0.5291071534156799
basketball,baseball,4.92,0.8381667733192444
rice,bean,2.72,0.6156651377677917
bed,furniture,6.08,0.43557319045066833
emotion,passion,7.72,0.6319959163665771
anarchy,chaos,7.93,0.5617367029190063
crime,violation,7.12,0.4284842014312744
machine,engine,5.58,0.5715746283531189
beach,sea,4.68,0.4023020565509796
alley,bowl,1.53,0.3513021469116211
jar,bottle,7.83,0.506848156452179
strength,capability,5.28,0.49440664052963257
seed,mustard,3.48,0.4979606866836548
guitar,drum,3.78,0.7792136669158936
opinion,idea,5.7,0.631765604019165
north,west,3.63,0.840358316898346
diet,salad,2.98,0.5365740060806274
mother,wife,3.02,0.7823759913444519
dad,mother,3.55,0.8011679649353027
captain,sailor,5.0,0.5443447828292847
meter,yard,5.6,0.14795835316181183
beer,champagne,4.45,0.5902618169784546
motor,boat,2.57,0.478548526763916
card,bridge,1.97,0.41918596625328064
science,psychology,4.92,0.8005320429801941
sinner,saint,1.6,0.48780351877212524
destruction,construction,0.98,0.46369361877441406
crowd,bunch,7.42,0.5901067852973938
beach,reef,3.77,0.5683356523513794
man,child,4.13,0.5574995279312134
bread,cheese,1.95,0.8441256880760193
champion,winner,8.73,0.6909541487693787
celebration,ceremony,7.72,0.6689315438270569
menu,order,3.62,0.5524845719337463
king,princess,3.27,0.5422827005386353
wealth,prestige,6.07,0.24344401061534882
endurance,strength,6.58,0.6747598648071289
danger,threat,8.78,0.6161407828330994
god,priest,4.5,0.4015136957168579
men,fraternity,3.13,0.3053661584854126
buddy,companion,8.65,0.35273686051368713
teacher,helper,4.28,0.335149884223938
body,stomach,3.93,0.6773045063018799
tongue,throat,3.1,0.7121387720108032
house,carpet,1.38,0.41946104168891907
intelligence,skill,5.35,0.4996044337749481
journey,conquest,4.72,0.43192511796951294
god,prey,1.23,0.30199700593948364
brother,soul,0.97,0.5358114242553711
adversary,opponent,9.05,0.3865012228488922
death,catastrophe,4.13,0.3552277684211731
monster,demon,6.95,0.610866904258728
day,morning,4.87,0.8481714129447937
man,victor,1.9,0.40832099318504333
friend,guy,3.88,0.7990555167198181
song,story,3.97,0.6285440325737
ray,sunshine,6.83,0.37442830204963684
guy,stud,5.83,0.4658336043357849
chicken,rice,1.43,0.8052504658699036
box,elevator,1.32,0.3447800576686859
butter,potato,1.22,0.7075362801551819
apartment,furniture,1.28,0.6198578476905823
lake,swamp,4.92,0.43358728289604187
salad,vinegar,1.13,0.5404906272888184
flower,bulb,4.48,0.32436099648475647
cloud,mist,6.67,0.3515377938747406
driver,pilot,6.28,0.5705963969230652
sugar,honey,5.13,0.8280061483383179
body,shoulder,2.88,0.5047847032546997
idea,image,3.55,0.3933357894420624
father,brother,4.2,0.7677124738693237
moon,planet,5.87,0.6412648558616638
ball,costume,2.32,0.44997501373291016
rail,fence,5.22,0.5608317255973816
room,bed,2.35,0.7464234828948975
flower,bush,4.25,0.2906169295310974
bone,knee,4.17,0.5824440121650696
arm,knee,2.75,0.7339202761650085
bottom,side,2.63,0.747509241104126
vessel,vein,5.15,0.4582488238811493
cat,rabbit,2.37,0.6679149866104126
meat,sandwich,2.35,0.7017542719841003
belief,concept,5.08,0.37306463718414307
intelligence,insight,5.9,0.4504404067993164
attention,interest,7.22,0.6330353021621704
attitude,confidence,4.35,0.648213803768158
right,justice,7.05,0.4713170826435089
argument,agreement,1.45,0.4215576946735382
depth,magnitude,6.12,0.44098031520843506
medium,news,3.65,0.2078874707221985
winner,candidate,2.78,0.45896026492118835
birthday,date,5.08,0.5191604495048523
fee,payment,7.15,0.704811155796051
bible,hymn,5.15,0.48989883065223694
exit,doorway,5.5,0.1420031040906906
man,sentry,3.25,-0.0923788994550705
aisle,hall,6.35,0.22328472137451172
whiskey,gin,6.28,0.5475813746452332
blood,marrow,3.4,0.4310671091079712
oil,mink,1.23,0.24680516123771667
floor,deck,5.55,0.56460040807724
roof,floor,2.62,0.7110051512718201
door,floor,1.67,0.6711953282356262
shoulder,head,3.42,0.6786537170410156
wagon,carriage,7.7,0.5249656438827515
car,carriage,5.13,0.3539952039718628
elbow,ankle,3.13,0.7788305878639221
wealth,fame,4.02,0.4363563060760498
sorrow,shame,4.77,0.4343876242637634
administration,management,7.25,0.6187563538551331
communication,conversation,8.02,0.5666120052337646
pollution,atmosphere,4.25,0.37905049324035645
anatomy,biology,5.33,0.671694815158844
college,profession,3.12,0.4456934332847595
book,topic,2.07,0.5388373732566833
formula,equation,7.95,0.3806565999984741
book,information,5.0,0.5279294848442078
boy,partner,1.9,0.482056200504303
sky,universe,4.68,0.4591330587863922
population,people,7.68,0.482167512178421
college,class,4.13,0.7602399587631226
chief,mayor,4.85,0.39049991965293884
rabbi,minister,7.62,0.24631930887699127
meter,inch,5.08,0.28619301319122314
polyester,cotton,5.63,0.6812905669212341
lawyer,banker,1.88,0.6494208574295044
violin,instrument,6.58,0.5995509624481201
camp,cabin,4.2,0.4043278694152832
pot,appliance,2.53,0.21141338348388672
linen,fabric,7.47,0.6864902973175049
whiskey,champagne,5.33,0.6661885976791382
girl,child,5.38,0.6822876930236816
cottage,cabin,7.72,0.4730147421360016
bird,hen,7.03,0.23371905088424683
racket,noise,8.1,0.32017531991004944
sunset,evening,5.98,0.5333187580108643
drizzle,rain,9.17,0.4758942425251007
adult,baby,2.22,0.34235137701034546
charcoal,coal,7.63,0.2976038455963135
body,spine,4.78,0.44452378153800964
head,nail,2.47,0.5036428570747375
log,timber,8.05,0.16931666433811188
spoon,cup,2.02,0.49528419971466064
body,nerve,3.13,0.4787428081035614
man,husband,5.32,0.5492408871650696
bone,neck,2.53,0.6192833781242371
frustration,anger,6.5,0.799656093120575
river,sea,5.72,0.6376405954360962
task,job,8.87,0.49675309658050537
club,society,5.23,0.44370076060295105
reflection,image,7.27,0.5881599187850952
prince,king,5.92,0.7755851149559021
snow,weather,5.48,0.7963810563087463
people,party,2.2,0.5551375150680542
boy,brother,6.67,0.7870509028434753
root,grass,3.55,0.4697624444961548
brow,eye,3.82,0.4533486068248749
money,pearl,2.1,0.2128574401140213
money,diamond,3.42,0.4133526384830475
vehicle,bus,6.47,0.4902748465538025
cab,bus,5.6,0.6753735542297363
house,barn,4.33,0.48174843192100525
finger,palm,3.33,0.4754466414451599
car,bridge,0.95,0.49844521284103394
effort,difficulty,4.45,0.3487159013748169
fact,insight,4.77,0.2432130128145218
job,management,3.97,0.7044150233268738
cancer,sickness,7.93,0.3933469355106354
word,newspaper,2.47,0.3943520188331604
composer,writer,6.58,0.5980852246284485
actor,singer,4.52,0.6827392578125
shelter,hut,6.47,0.2565397024154663
bathroom,kitchen,3.1,0.7997617721557617
cabin,hut,6.53,0.24267329275608063
door,kitchen,1.67,0.5575738549232483
value,belief,7.07,0.5512586236000061
wisdom,intelligence,7.47,0.4891027510166168
ignorance,intelligence,1.5,0.47460034489631653
happiness,luck,2.38,0.4313422441482544
idea,scheme,6.75,0.3011484742164612
mood,emotion,8.12,0.44996097683906555
happiness,peace,6.03,0.6111577749252319
despair,misery,7.22,0.6359044909477234
logic,arithmetic,3.97,0.3326902389526367
denial,confession,1.03,0.48584693670272827
argument,criticism,5.08,0.49639084935188293
aggression,hostility,8.48,0.510418713092804
hysteria,confusion,6.33,0.43183407187461853
chemistry,theory,3.17,0.608941912651062
trial,verdict,3.33,0.7432047724723816
comfort,safety,5.8,0.543022871017456
confidence,self,3.12,0.6628562808036804
vision,perception,6.88,0.6698397994041443
era,decade,5.4,0.24127891659736633
biography,fiction,1.38,0.5518425107002258
discussion,argument,5.48,0.5546520948410034
code,symbol,6.03,0.4163007438182831
danger,disease,3.0,0.5162964463233948
accident,catastrophe,5.9,0.26240891218185425
journey,trip,8.88,0.5471981167793274
activity,movement,7.15,0.4207518994808197
gossip,news,5.22,0.5051599740982056
father,god,3.57,0.7304261326789856
action,course,5.45,0.5535092949867249
fever,illness,7.65,0.4626709520816803
aviation,flight,8.18,0.4915013909339905
game,action,4.85,0.6197425723075867
molecule,air,3.05,0.06864151358604431
home,state,2.58,0.5588169097900391
word,literature,4.77,0.40198734402656555
adult,guardian,6.9,0.29659268260002136
newspaper,information,5.65,0.3955039381980896
communication,television,5.6,0.413377046585083
cousin,uncle,4.63,0.8007065653800964
author,reader,1.6,0.6340105533599854
guy,partner,3.57,0.5802838802337646
area,corner,2.07,0.5611998438835144
ballad,song,7.53,0.5016370415687561
wall,decoration,2.62,0.4875171184539795
word,page,2.92,0.4851287305355072
nurse,scientist,2.08,0.4868202805519104
politician,president,7.38,0.6545244455337524
president,mayor,5.68,0.4766571819782257
book,essay,4.72,0.7026692032814026
man,warrior,4.72,0.36422598361968994
article,journal,6.18,0.7392169237136841
breakfast,supper,4.4,0.7540451288223267
crowd,parade,3.93,0.5583611726760864
aisle,hallway,6.75,0.5270071625709534
teacher,rabbi,4.37,0.20542581379413605
hip,lip,1.43,0.43070125579833984
book,article,5.43,0.6625924110412598
room,cell,4.58,0.49685370922088623
box,booth,3.8,0.5639755725860596
daughter,kid,4.17,0.7058993577957153
limb,leg,6.9,0.35425615310668945
liver,lung,2.7,0.6222231388092041
classroom,hallway,2.0,0.6309413313865662
mountain,ledge,3.73,0.3972252905368805
car,elevator,1.03,0.4865638017654419
bed,couch,3.42,0.7927926778793335
clothes,button,2.3,0.35944876074790955
clothes,coat,5.35,0.659558892250061
kidney,organ,6.17,0.5142571330070496
apple,sauce,1.43,0.3876282870769501
chicken,steak,3.73,0.8161689043045044
car,hose,0.87,0.36844414472579956
tobacco,cigarette,7.5,0.6832572221755981
student,professor,1.95,0.5356885194778442
baby,daughter,5.0,0.6404975652694702
pipe,cigar,6.03,0.5231444835662842
milk,juice,4.05,0.7893747091293335
box,cigar,1.25,0.3592522144317627
apartment,hotel,3.33,0.6436560153961182
cup,cone,3.17,0.30504828691482544
horse,ox,3.02,0.3359975218772888
throat,nose,2.8,0.5483598709106445
bone,teeth,4.17,0.4884079396724701
bone,elbow,3.78,0.5953891277313232
bacon,bean,1.22,0.5613133311271667
cup,jar,5.13,0.49068111181259155
proof,fact,7.3,0.5286813974380493
appointment,engagement,6.75,0.24562516808509827
birthday,year,1.67,0.7355453372001648
word,clue,2.53,0.4964083731174469
author,creator,8.02,0.4892953038215637
atom,carbon,3.1,0.40724989771842957
archbishop,bishop,7.05,0.6253916025161743
letter,paragraph,4.0,0.6179227232933044
page,paragraph,3.03,0.46812936663627625
steeple,chapel,7.08,0.35578858852386475
muscle,bone,3.65,0.5632357001304626
muscle,tongue,5.0,0.47986066341400146
boy,soldier,2.15,0.5018620491027832
belly,abdomen,8.13,0.27751606702804565
guy,girl,3.33,0.8222092986106873
bed,chair,3.5,0.5968596339225769
clothes,jacket,5.15,0.6357624530792236
gun,knife,3.65,0.49873635172843933
tin,metal,5.63,0.3645279109477997
bottle,container,7.93,0.5186468362808228
hen,turkey,6.13,0.2155395895242691
meat,bread,1.67,0.7513599991798401
arm,bone,3.83,0.5445546507835388
neck,spine,5.32,0.6019182205200195
apple,lemon,4.05,0.448741614818573
agony,grief,7.63,0.6402918696403503
assignment,task,8.7,0.5807719230651855
night,dawn,2.95,0.5664374232292175
dinner,soup,3.72,0.7052509784698486
calf,bull,4.93,0.28410372138023376
snow,storm,4.8,0.7964096665382385
nail,hand,3.42,0.5563969612121582
dog,horse,2.38,0.773116946220398
arm,neck,1.58,0.7935440540313721
ball,glove,1.75,0.5459224581718445
flu,fever,6.08,0.6728056073188782
fee,salary,3.72,0.6092885732650757
nerve,brain,3.88,0.5148946642875671
beast,animal,7.83,0.33108726143836975
dinner,chicken,2.85,0.7316985130310059
girl,maid,2.93,0.4813458025455475
child,boy,5.75,0.6572784185409546
alcohol,wine,7.42,0.49808552861213684
nose,mouth,3.73,0.5403133630752563
street,car,2.38,0.6007710695266724
bell,door,2.2,0.41571009159088135
box,hat,1.3,0.42235037684440613
belief,impression,5.95,0.41643068194389343
bias,opinion,5.6,0.38166213035583496
attention,awareness,8.73,0.3820013403892517
anger,mood,4.1,0.4270361363887787
elegance,style,5.72,0.3060495853424072
beauty,age,1.58,0.5050952434539795
book,theme,2.58,0.5923917889595032
friend,mother,2.53,0.7520443201065063
vitamin,iron,5.55,0.31295883655548096
car,factory,2.75,0.5060262680053711
pact,condition,2.45,0.24456360936164856
chapter,choice,0.48,0.3589072525501251
arithmetic,rhythm,2.35,0.32278671860694885
winner,presence,1.08,0.22731763124465942
belief,flower,0.4,0.13061171770095825
winner,goal,3.23,0.5510460734367371
trick,size,0.48,0.20549894869327545
choice,vein,0.98,0.10029634088277817
hymn,conquest,0.68,0.3144170343875885
