word1,word2,WordSim,cos
water,seepage,6.56,0.31824418902397156
sign,recess,2.38,0.09215089678764343
mile,kilometer,8.66,0.7659144997596741
computer,news,4.47,0.2297002077102661
territory,surface,5.34,0.19156049191951752
atmosphere,landscape,3.69,0.2728649973869324
president,medal,3.0,0.16065087914466858
war,troops,8.13,0.5142254829406738
record,number,6.31,0.3360191881656647
skin,eye,6.22,0.48816752433776855
theater,history,3.91,0.28217095136642456
volunteer,motto,2.56,0.221962109208107
prejudice,recognition,3.0,0.13796432316303253
decoration,valor,5.63,0.4478277564048767
century,year,7.59,0.33033129572868347
century,nation,3.16,0.3139500617980957
delay,racism,1.19,0.08707168698310852
delay,news,3.31,0.20170389115810394
minister,party,6.63,0.40675216913223267
peace,plan,4.75,0.427336722612381
minority,peace,3.69,0.2028040736913681
attempt,peace,4.25,0.29296210408210754
government,crisis,6.56,0.4442902207374573
deployment,departure,4.25,0.33039620518684387
deployment,withdrawal,5.88,0.5547028183937073
energy,crisis,5.94,0.34184566140174866
announcement,news,7.56,0.4760008156299591
announcement,effort,2.75,0.3231061100959778
stroke,hospital,7.03,0.2915303111076355
disability,death,5.47,0.24719834327697754
victim,emergency,6.47,0.20126815140247345
treatment,recovery,7.91,0.28247687220573425
journal,association,4.97,0.3204101324081421
doctor,personnel,5.0,0.16195932030677795
doctor,liability,5.19,0.07549695670604706
liability,insurance,7.03,0.5340593457221985
school,center,3.44,0.333310067653656
reason,hypertension,2.31,0.07661744952201843
reason,criterion,5.91,0.17658375203609467
hundred,percent,7.38,0.18713268637657166
hospital,infrastructure,4.63,0.10455356538295746
death,row,5.25,0.27804580330848694
death,inmate,5.03,0.4134783148765564
lawyer,evidence,6.69,0.28598058223724365
life,death,7.88,0.5232321619987488
life,term,4.5,0.36932072043418884
word,similarity,4.75,0.2473609298467636
board,recommendation,4.47,0.42555883526802063
governor,interview,3.25,0.2692895233631134
peace,atmosphere,3.69,0.2409062534570694
peace,insurance,2.94,0.09850751608610153
territory,kilometer,5.28,0.29235103726387024
travel,activity,5.0,0.29985734820365906
competition,price,6.44,0.3255356252193451
consumer,confidence,4.13,0.45413732528686523
consumer,energy,4.75,0.39921820163726807
problem,airport,2.38,0.192961186170578
car,flight,4.94,0.21116691827774048
credit,card,8.06,0.5759391784667969
credit,information,5.31,0.309342622756958
hotel,reservation,8.03,0.2976878583431244
grocery,money,5.94,0.19448168575763702
registration,arrangement,6.0,0.1579955816268921
arrangement,accommodation,5.41,0.3139578104019165
month,hotel,1.81,0.27740365266799927
type,kind,8.97,0.583900511264801
arrival,hotel,6.0,0.28289520740509033
bed,closet,6.72,0.4005381166934967
closet,clothes,8.0,0.4050624966621399
situation,conclusion,4.81,0.3302712142467499
situation,isolation,3.88,0.3059697449207306
impartiality,interest,5.16,0.058372534811496735
direction,combination,2.25,0.22398348152637482
street,place,6.44,0.3361796736717224
street,avenue,8.88,0.6309161186218262
street,block,6.88,0.3474637567996979
street,children,4.94,0.22267602384090424
listing,proximity,2.56,0.07087651640176773
listing,category,6.38,0.27930375933647156
cell,phone,7.81,0.5404696464538574
production,hike,1.75,0.1749953180551529
benchmark,index,4.25,0.6658644080162048
media,trading,3.88,0.19288113713264465
media,gain,2.88,0.26497361063957214
dividend,payment,7.63,0.4701540768146515
dividend,calculation,6.48,0.19205081462860107
calculation,computation,8.44,0.5166388154029846
currency,market,7.5,0.5142249464988708
oil,stock,6.34,0.3418289124965668
announcement,production,3.38,0.20085269212722778
announcement,warning,6.0,0.4238124191761017
profit,warning,3.88,0.27031227946281433
profit,loss,7.63,0.4675457775592804
dollar,yen,7.78,0.6400973796844482
dollar,buck,9.22,0.13130734860897064
dollar,profit,7.38,0.3968453109264374
dollar,loss,6.09,0.26879313588142395
computer,software,8.5,0.7334418296813965
network,hardware,8.31,0.2904508411884308
phone,equipment,7.13,0.35636457800865173
equipment,maker,5.91,0.4558420181274414
luxury,car,6.47,0.47207149863243103
five,month,3.38,0.6187107563018799
report,gain,3.63,0.2617280185222626
investor,earning,7.13,0.12960335612297058
liquid,water,7.89,0.4692463278770447
baseball,season,5.97,0.4339154064655304
game,victory,7.03,0.4242117404937744
game,team,7.69,0.5248705744743347
marathon,sprint,7.47,0.3848075568675995
game,series,6.19,0.4543134272098541
game,defeat,6.97,0.3672383725643158
seven,series,3.56,0.4096371531486511
seafood,sea,7.47,0.24109135568141937
seafood,food,8.34,0.4812384843826294
seafood,lobster,8.7,0.5972896218299866
lobster,food,7.81,0.23278409242630005
lobster,wine,5.7,0.28855881094932556
food,preparation,6.22,0.31404709815979004
video,archive,6.34,0.3460649847984314
start,year,4.06,0.5791847109794617
start,match,4.47,0.4081774055957794
game,round,5.97,0.3964979946613312
boxing,round,7.61,0.2599889039993286
championship,tournament,8.36,0.7176496982574463
fighting,defeating,7.41,0.26795682311058044
line,insurance,2.69,0.17879605293273926
day,summer,3.94,0.4751371741294861
summer,drought,7.16,0.3244527578353882
summer,nature,5.63,0.19703525304794312
day,dawn,7.53,0.3886743187904358
nature,environment,8.31,0.46095192432403564
environment,ecology,8.81,0.5273430347442627
nature,man,6.25,0.33795610070228577
man,woman,8.3,0.6998664140701294
man,governor,5.25,0.25309938192367554
murder,manslaughter,8.53,0.5741322636604309
soap,opera,7.94,0.46926626563072205
opera,performance,6.88,0.3901709020137787
life,lesson,5.94,0.27374720573425293
focus,life,4.06,0.37596017122268677
production,crew,6.25,0.19179147481918335
television,film,7.72,0.46066009998321533
lover,quarrel,6.19,0.2984906733036041
viewer,serial,2.97,0.1823168843984604
possibility,girl,1.94,0.11085829138755798
population,development,3.75,0.30401888489723206
morality,importance,3.31,0.3115946054458618
morality,marriage,3.69,0.27211320400238037
gender,equality,6.41,0.5421225428581238
change,attitude,5.44,0.4579397141933441
family,planning,6.25,0.2514456510543823
opera,industry,2.63,0.16762112081050873
sugar,approach,0.88,0.057362835854291916
practice,institution,3.19,0.24136579036712646
ministry,culture,4.69,0.2662208080291748
problem,challenge,6.75,0.4184010326862335
size,prominence,5.31,0.1607356071472168
country,citizen,7.31,0.2784668505191803
planet,people,5.75,0.1609545648097992
development,issue,3.97,0.2891368567943573
experience,music,3.47,0.33076295256614685
music,project,3.63,0.2675256133079529
glass,metal,5.56,0.46762168407440186
aluminum,metal,7.83,0.5482633113861084
chance,credibility,3.88,0.2978290617465973
exhibit,memorabilia,5.31,0.3485140800476074
concert,virtuoso,6.81,0.2866600453853607
rock,jazz,7.59,0.4908517599105835
museum,theater,7.19,0.39016273617744446
observation,architecture,4.38,0.14793181419372559
space,world,6.53,0.27533987164497375
preservation,world,6.19,0.11010970175266266
admission,ticket,7.69,0.36357712745666504
shower,thunderstorm,6.31,0.3775017559528351
shower,flood,6.03,0.07289880514144897
weather,forecast,8.34,0.49625781178474426
disaster,area,6.25,0.2612527310848236
governor,office,6.34,0.4045218825340271
architecture,century,3.78,0.4207204282283783
