,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
74,modern,ancient,A,0.73,2.31,2.04,1,0.2,0,0.71,
75,new,ancient,A,0.23,2.81,2.04,1,0.2,0,0.46,
76,dull,funny,A,0.55,2.37,2.5,1,0.2,0,1.76,
77,happy,young,A,2.0,2.56,3.16,2,0.2,0,0.47,
78,easy,big,A,1.12,2.07,3.66,2,0.2,0,1.22,
79,great,awful,A,1.17,1.81,1.92,1,0.15,0,1.53,
80,tiny,huge,A,0.6,3.11,3.54,2,0.15,0,0.59,
81,polite,proper,A,7.63,1.85,1.78,1,0.14,0,1.42,
82,modest,ashamed,A,2.65,2.21,1.74,1,0.14,0,1.0,0.5318434834480286
83,exotic,rare,A,8.05,2.11,1.96,1,0.14,0,0.93,
84,dumb,clever,A,1.17,2.36,1.79,1,0.14,0,1.3,
85,delightful,wonderful,A,8.65,2.38,1.82,1,0.14,0,1.29,
86,noticeable,obvious,A,8.48,2.29,2.07,1,0.14,0,1.69,
87,afraid,anxious,A,5.07,2.7,1.68,1,0.14,0,1.28,
88,formal,proper,A,8.02,2.7,1.78,1,0.14,0,1.31,
89,dreary,dull,A,8.25,2.33,2.37,1,0.14,0,1.85,
90,delightful,cheerful,A,6.58,2.38,2.34,1,0.14,0,1.56,
91,unhappy,mad,A,5.95,2.04,2.76,1,0.14,0,1.36,
92,sad,terrible,A,5.4,3.07,2.04,1,0.14,0,0.44,
93,sick,crazy,A,3.57,2.97,2.37,2,0.14,0,0.95,
94,violent,angry,A,6.98,3.1,2.53,2,0.14,0,1.55,0.7518081068992615
95,laden,heavy,A,5.9,2.96,3.37,2,0.14,0,1.28,
96,dirty,cheap,A,1.6,4.23,2.11,2,0.14,0,1.1,
97,elastic,flexible,A,7.78,3.73,2.64,2,0.14,0,1.09,
98,hard,dense,A,5.9,3.76,3.14,2,0.14,0,1.0,
99,recent,new,A,7.05,2.5,2.81,2,0.13,0,1.05,
100,bold,proud,A,3.97,2.43,2.07,1,0.12,0,1.36,
101,sly,strange,A,1.97,2.03,1.86,1,0.0,0,1.07,
102,strange,sly,A,2.07,1.86,2.03,1,0.0,0,0.51,
103,dumb,rare,A,0.48,2.36,1.96,1,0.0,0,1.55,
104,sly,tough,A,0.58,2.03,2.5,1,0.0,0,1.01,
105,terrific,mad,A,0.4,2.07,2.76,1,0.0,0,0.86,
106,modest,flexible,A,0.98,2.21,2.64,1,0.0,0,1.89,
107,fresh,wide,A,0.4,1.97,3.06,1,0.0,0,1.41,
108,huge,dumb,A,0.48,3.54,2.36,2,0.0,0,0.91,
109,large,flexible,A,0.48,3.37,2.64,2,0.0,0,1.59,
110,dirty,narrow,A,0.3,4.23,3.04,2,0.0,0,0.89,
111,wife,husband,N,2.3,4.13,4.11,3,8.85,1,0.84,0.8994395136833191
112,book,text,N,6.35,4.9,4.93,4,8.81,1,1.43,
113,groom,bride,N,3.17,4.54,4.63,3,8.65,1,0.68,0.9109238982200623
114,night,day,N,1.88,4.52,3.92,3,8.19,1,1.17,0.4390905499458313
115,south,north,N,2.2,3.84,4.14,3,7.72,1,0.59,0.9850153923034668
116,plane,airport,N,3.65,4.92,4.87,4,7.57,1,1.07,
117,uncle,aunt,N,5.5,4.24,4.17,3,7.46,1,1.63,0.7626270055770874
118,horse,mare,N,8.33,5.0,4.75,4,7.4,1,0.73,0.6732096076011658
119,bottom,top,N,0.7,4.25,3.93,3,6.96,1,1.16,
120,friend,buddy,N,8.78,3.07,3.48,2,6.87,1,0.93,
121,student,pupil,N,9.35,4.92,4.55,3,6.83,1,1.11,0.6018229722976685
122,world,globe,N,6.67,4.36,4.59,3,6.79,1,0.67,0.6828950047492981
123,leg,arm,N,2.88,4.83,4.96,4,6.73,1,0.79,0.7477695941925049
124,plane,jet,N,8.1,4.92,4.77,4,6.62,1,1.24,
125,woman,man,N,3.33,4.46,4.79,3,6.6,1,1.42,0.8556720614433289
126,horse,colt,N,7.07,5.0,4.96,4,6.54,1,0.84,
127,actress,actor,N,7.12,4.54,4.57,3,5.78,1,1.3,0.9999990463256836
128,teacher,instructor,N,9.25,4.52,4.26,3,5.66,1,1.53,
129,movie,film,N,8.87,4.59,4.71,3,5.43,1,1.72,0.5441162586212158
130,bird,hawk,N,7.85,5.0,4.93,4,5.29,1,0.91,0.7426594495773315
131,word,dictionary,N,3.68,3.56,4.62,3,5.2,1,1.56,0.8316839337348938
132,money,salary,N,7.88,4.54,3.69,3,5.16,1,1.11,0.8494727611541748
133,dog,cat,N,1.75,4.85,4.86,4,5.13,1,1.3,0.8289273977279663
134,area,region,N,9.47,3.72,3.19,2,5.12,1,0.58,0.7255488634109497
135,navy,army,N,6.43,3.93,4.7,3,5.0,1,0.53,0.8146783113479614
136,book,literature,N,7.53,4.9,4.1,3,4.86,1,0.45,0.7436211705207825
137,clothes,closet,N,3.27,4.76,4.83,4,4.83,1,1.29,0.8052301406860352
138,sunset,sunrise,N,2.47,4.54,4.69,3,4.8,1,1.12,0.8779633641242981
139,child,adult,N,2.98,4.78,4.4,3,4.59,1,1.48,0.8639004230499268
140,cow,cattle,N,9.52,4.96,4.64,4,4.39,1,0.79,0.9999993443489075
141,book,story,N,5.63,4.9,3.3,3,4.19,1,0.78,
142,winter,summer,N,2.38,3.84,3.64,3,3.96,1,0.47,0.8814189434051514
143,taxi,cab,N,9.2,4.93,4.88,4,3.86,1,1.23,
144,tree,maple,N,5.53,5.0,4.46,3,3.67,1,1.19,0.7801661491394043
145,bed,bedroom,N,3.4,5.0,4.9,4,3.53,1,1.25,0.7996839880943298
146,roof,ceiling,N,7.58,4.79,4.85,4,3.5,1,0.77,0.8196097612380981
147,disease,infection,N,7.15,3.45,4.1,3,3.45,1,1.08,0.8436164259910583
148,arm,shoulder,N,4.85,4.96,4.93,4,3.35,1,1.81,0.8861079812049866
149,sheep,lamb,N,8.42,4.9,4.97,4,3.33,1,1.51,
150,lady,gentleman,N,3.42,4.33,3.57,3,3.29,1,1.08,0.817343533039093
151,boat,anchor,N,2.25,4.93,4.77,4,3.25,1,1.1,0.8226670026779175
152,priest,monk,N,6.28,4.77,4.35,3,3.23,1,0.61,0.8048425316810608
153,toe,finger,N,4.68,4.93,5.0,4,3.22,1,0.55,0.7741490602493286
154,river,stream,N,7.3,4.89,4.5,3,3.21,1,0.81,0.8723524212837219
155,anger,fury,N,8.73,2.41,2.89,2,3.06,1,1.89,
156,date,calendar,N,4.42,3.9,4.62,3,3.05,1,1.5,
157,sea,ocean,N,8.27,4.79,4.86,4,2.91,1,1.3,0.57940673828125
158,second,minute,N,4.62,3.3,3.04,2,2.84,1,1.15,0.9121419787406921
159,hand,thumb,N,3.88,4.72,4.96,4,2.84,1,0.44,0.7372279167175293
160,wood,log,N,7.3,4.85,4.96,4,2.79,1,0.87,
161,mud,dirt,N,7.32,4.86,4.86,4,2.76,1,0.48,0.5860710144042969
162,hallway,corridor,N,9.28,4.74,4.72,3,2.7,1,0.76,
163,way,manner,N,7.62,2.34,1.62,1,2.56,1,0.44,
164,mouse,cat,N,1.12,4.83,4.86,4,2.56,1,1.02,0.7802997827529907
165,cop,sheriff,N,9.05,4.3,4.5,3,2.54,1,1.55,
166,death,burial,N,4.93,3.73,3.93,3,2.46,1,1.88,0.6998379230499268
167,music,melody,N,6.98,4.31,3.71,3,2.43,1,1.36,0.7552504539489746
168,beer,alcohol,N,7.5,4.88,4.76,4,2.4,1,1.07,0.5009502172470093
169,mouth,lip,N,7.1,4.74,4.96,4,2.28,1,1.4,0.8415970802307129
170,storm,hurricane,N,6.38,4.7,4.59,3,2.27,1,0.9,0.6953144669532776
171,tax,income,N,2.38,3.89,3.07,2,2.25,1,1.15,0.8536184430122375
172,flower,violet,N,6.95,5.0,4.48,4,2.22,1,1.72,
173,paper,cardboard,N,5.38,4.93,4.9,4,2.2,1,1.22,0.8211023807525635
174,floor,ceiling,N,1.73,4.8,4.85,4,2.18,1,0.97,0.8633766770362854
175,beach,seashore,N,8.33,4.79,4.63,3,2.15,1,0.47,
176,rod,curtain,N,3.03,4.43,4.82,3,2.13,1,0.39,
177,hound,fox,N,2.38,4.48,4.97,3,2.13,1,1.36,0.7266262173652649
178,street,alley,N,5.48,4.75,4.82,4,2.07,1,1.62,0.8217517733573914
179,boat,deck,N,4.28,4.93,4.77,4,2.04,1,1.39,
180,car,horn,N,2.57,4.89,5.0,4,2.04,1,0.79,
181,friend,guest,N,4.25,3.07,3.83,2,1.97,1,1.41,
182,employer,employee,N,3.65,3.81,4.1,3,1.96,1,0.95,0.9999995231628418
183,hand,wrist,N,3.97,4.72,4.93,4,1.96,1,1.32,0.8171949982643127
184,ball,cannon,N,2.58,5.0,4.79,4,1.96,1,1.82,0.7468404769897461
185,alcohol,brandy,N,6.98,4.76,4.81,4,1.93,1,0.57,0.6439303159713745
186,victory,triumph,N,8.98,2.55,2.17,1,1.9,1,0.94,
187,telephone,booth,N,3.63,4.96,4.42,3,1.88,1,1.1,
188,door,doorway,N,5.4,4.81,4.75,4,1.88,1,1.86,
189,motel,inn,N,8.17,4.93,4.64,4,1.86,1,0.39,0.797153890132904
190,clothes,cloth,N,5.47,4.76,4.9,4,1.82,1,1.43,0.7807058095932007
191,steak,meat,N,7.47,4.96,4.9,4,1.81,1,1.34,0.7986724972724915
192,nail,thumb,N,3.55,4.93,4.96,4,1.76,1,1.16,
193,band,orchestra,N,7.08,4.68,4.79,4,1.75,1,1.36,
194,book,bible,N,5.0,4.9,4.61,4,1.74,1,1.43,0.7153385877609253
195,business,industry,N,7.02,3.28,3.29,2,1.73,1,1.1,0.8711654543876648
196,winter,season,N,6.27,3.84,3.32,2,1.71,1,1.76,0.7723565101623535
197,decade,century,N,3.48,3.19,2.83,2,1.64,1,1.36,0.9389926791191101
198,alcohol,gin,N,8.65,4.76,4.46,3,1.64,1,1.17,0.5616402626037598
199,hat,coat,N,2.67,4.88,4.97,4,1.62,1,1.76,0.8594385981559753
200,window,door,N,3.33,4.86,4.81,4,1.56,1,1.6,0.8699623942375183
201,arm,wrist,N,3.57,4.96,4.93,4,1.55,1,1.33,0.8776190876960754
202,house,apartment,N,5.8,5.0,4.9,4,1.54,1,1.4,0.7890003323554993
203,glass,crystal,N,6.27,4.82,4.58,3,1.52,1,1.48,0.8146370053291321
204,wine,brandy,N,5.15,4.79,4.81,4,1.52,1,1.67,0.75001460313797
205,creator,maker,N,9.62,3.07,3.9,2,1.51,1,1.4,
206,dinner,breakfast,N,3.33,4.5,4.43,3,1.49,1,1.72,0.7652743458747864
207,arm,muscle,N,3.72,4.96,4.5,3,1.45,1,0.83,0.6635916233062744
208,bubble,suds,N,8.57,4.6,4.59,3,1.42,1,1.59,
209,bread,flour,N,3.33,4.92,4.97,4,1.42,1,1.25,0.8492547273635864
210,death,tragedy,N,5.8,3.73,2.07,2,1.41,1,1.13,0.6612690091133118
211,absence,presence,N,0.4,2.31,2.72,1,1.38,1,1.5,
212,gun,cannon,N,5.68,4.83,4.79,4,1.35,1,1.56,0.8548115491867065
213,grass,blade,N,4.57,4.93,4.93,4,1.34,1,1.53,0.6045689582824707
214,ball,basket,N,1.67,5.0,5.0,4,1.33,1,1.08,0.8131083846092224
215,hose,garden,N,1.67,4.87,4.73,4,1.32,1,1.1,0.7295236587524414
216,boy,kid,N,7.5,4.76,4.56,3,1.28,1,1.44,
217,church,choir,N,2.95,4.9,4.34,3,1.27,1,1.43,
218,clothes,drawer,N,3.02,4.76,4.67,3,1.27,1,1.49,
219,tower,bell,N,1.9,4.76,4.96,4,1.22,1,1.41,0.6295268535614014
220,father,parent,N,7.07,4.52,4.56,3,1.19,1,1.06,0.8020452857017517
221,school,grade,N,4.42,4.79,3.0,3,1.18,1,1.32,
222,parent,adult,N,5.37,4.56,4.4,3,1.15,1,1.6,0.7032235860824585
223,bar,jail,N,1.9,4.67,4.83,4,1.15,1,1.12,0.8320173025131226
224,car,highway,N,3.4,4.89,4.72,4,1.15,1,1.77,0.7894977927207947
225,dictionary,definition,N,6.25,4.62,3.07,3,1.14,1,1.06,0.8201205134391785
226,door,cellar,N,1.97,4.81,4.68,4,1.13,1,1.47,
227,army,legion,N,5.95,4.7,2.69,2,1.11,1,1.29,
228,metal,aluminum,N,7.25,4.87,4.88,4,1.1,1,1.76,0.72234708070755
229,chair,bench,N,6.67,4.58,4.87,3,1.09,1,1.22,
230,cloud,fog,N,6.0,4.54,4.66,3,1.05,1,1.04,0.9112441539764404
231,boy,son,N,6.75,4.76,4.14,3,1.03,1,0.88,0.7137089967727661
232,water,ice,N,6.47,5.0,4.89,4,1.03,1,1.66,0.6935734748840332
233,bed,blanket,N,3.02,5.0,5.0,4,1.02,1,1.48,0.8480010628700256
234,attorney,lawyer,N,9.35,4.52,4.7,3,1.01,1,1.4,
235,area,zone,N,8.33,3.72,3.07,2,0.97,1,0.89,
236,business,company,N,9.02,3.28,4.11,3,0.97,1,0.47,0.7952502965927124
237,clothes,fabric,N,5.87,4.76,4.63,3,0.96,1,1.66,0.7807058095932007
238,sweater,jacket,N,7.15,4.78,4.86,4,0.96,1,1.13,0.8527688980102539
239,money,capital,N,6.67,4.54,4.1,3,0.95,1,0.97,
240,hand,foot,N,4.17,4.72,4.9,4,0.95,1,1.41,0.8496792316436768
241,alcohol,cocktail,N,6.73,4.76,4.4,3,0.93,1,1.2,0.6459539532661438
242,yard,inch,N,3.78,4.82,4.37,3,0.93,1,1.4,0.9494407176971436
243,molecule,atom,N,6.45,3.27,3.34,2,0.92,1,1.56,0.8271382451057434
244,lens,camera,N,4.28,4.64,5.0,4,0.9,1,1.89,0.8472232818603516
245,meal,dinner,N,7.15,4.62,4.5,3,0.88,1,2.0,0.8444874882698059
246,eye,tear,N,3.55,4.9,4.56,3,0.88,1,1.48,
247,god,devil,N,1.8,2.07,3.41,2,0.87,1,1.1,0.8095431923866272
248,loop,belt,N,3.1,4.26,4.9,3,0.87,1,1.74,
249,rat,mouse,N,7.78,4.85,4.83,4,0.87,1,0.93,0.8032004833221436
250,motor,engine,N,8.65,4.84,4.86,4,0.87,1,1.47,1.0000004768371582
251,car,cab,N,7.42,4.89,4.88,4,0.87,1,1.15,
252,cat,lion,N,6.75,4.86,4.96,4,0.85,1,0.84,0.8189610242843628
253,size,magnitude,N,6.33,3.13,2.43,2,0.84,1,0.59,
254,reality,fantasy,N,1.03,1.72,1.59,1,0.83,1,0.89,0.6556831002235413
255,door,gate,N,5.25,4.81,4.96,4,0.83,1,1.47,0.8799455165863037
256,cat,pet,N,5.95,4.86,4.71,4,0.82,1,1.41,0.6677349805831909
257,tin,aluminum,N,6.42,4.87,4.88,4,0.82,1,1.3,0.8937414288520813
258,bone,jaw,N,4.17,4.9,4.87,4,0.82,1,0.44,0.8432376384735107
259,cereal,wheat,N,3.75,4.83,4.89,4,0.81,1,1.72,0.8136382102966309
260,house,key,N,1.9,5.0,4.89,4,0.8,1,1.09,
261,blood,flesh,N,4.28,4.86,4.59,3,0.79,1,1.74,0.7663223147392273
262,door,corridor,N,3.73,4.81,4.72,4,0.79,1,1.11,
263,god,spirit,N,7.3,2.07,1.6,1,0.77,1,1.63,
264,capability,competence,N,7.62,1.93,1.78,1,0.77,1,0.84,
265,abundance,plenty,N,8.97,2.21,2.39,1,0.77,1,1.02,
266,sofa,chair,N,6.67,4.9,4.58,4,0.77,1,1.56,0.5792494416236877
267,wall,brick,N,4.68,4.86,4.83,4,0.77,1,1.16,0.8198708891868591
268,horn,drum,N,2.68,5.0,4.96,4,0.77,1,0.47,
269,organ,liver,N,6.15,4.77,4.68,3,0.76,1,1.12,
270,strength,might,N,7.07,2.96,2.32,2,0.74,1,0.8,
271,phrase,word,N,5.48,2.86,3.56,2,0.74,1,1.73,0.9082416892051697
272,band,parade,N,3.92,4.68,4.54,3,0.74,1,1.74,
273,stomach,waist,N,5.9,4.89,4.72,4,0.74,1,1.49,0.7219287753105164
274,cloud,storm,N,5.6,4.54,4.7,3,0.73,1,1.47,0.7754833698272705
275,joy,pride,N,5.0,2.37,1.66,1,0.72,1,0.9,0.7491262555122375
276,noise,rattle,N,6.17,3.52,4.07,3,0.72,1,1.33,
277,rain,mist,N,5.97,4.97,4.51,4,0.71,1,1.83,0.8590537905693054
278,beer,beverage,N,5.42,4.88,4.6,4,0.71,1,1.34,0.6716801524162292
279,man,uncle,N,3.92,4.79,4.24,3,0.7,1,1.36,0.6450961828231812
280,apple,juice,N,2.88,5.0,4.89,4,0.7,1,1.65,0.7543565630912781
281,intelligence,logic,N,6.5,2.24,1.72,1,0.68,1,1.2,0.7000541687011719
282,communication,language,N,7.47,2.9,2.35,2,0.68,1,1.09,0.7837011218070984
283,mink,fur,N,6.83,4.58,4.69,3,0.68,1,0.39,0.6690830588340759
284,mob,crowd,N,7.85,3.88,4.52,3,0.67,1,1.2,
285,shore,coast,N,8.83,4.79,4.21,3,0.67,1,1.53,0.9343785643577576
286,wire,cord,N,7.62,4.72,4.63,3,0.67,1,1.35,
287,bird,turkey,N,6.58,5.0,4.89,4,0.67,1,1.6,0.6083387136459351
288,bed,crib,N,7.3,5.0,4.86,4,0.65,1,1.56,
289,competence,ability,N,7.5,1.78,1.81,1,0.63,1,0.6,
290,cloud,haze,N,7.32,4.54,4.04,3,0.63,1,1.68,0.8267637491226196
291,supper,meal,N,7.53,4.63,4.62,3,0.63,1,0.47,0.7033476829528809
292,bar,cage,N,2.8,4.67,5.0,4,0.63,1,0.51,0.7910444736480713
293,water,salt,N,1.3,5.0,4.89,4,0.63,1,0.94,0.7782003283500671
294,sense,intuition,N,7.68,2.61,1.67,1,0.62,1,1.24,0.8177537322044373
295,situation,condition,N,6.58,2.03,2.15,1,0.61,1,1.41,
296,crime,theft,N,7.53,3.03,2.93,2,0.61,1,1.32,0.81392902135849
297,style,fashion,N,8.5,2.67,3.43,2,0.61,1,0.87,
298,boundary,border,N,9.08,3.04,4.29,2,0.61,1,0.44,
299,arm,body,N,4.05,4.96,4.79,4,0.61,1,0.51,
300,boat,car,N,2.37,4.93,4.89,4,0.61,1,1.17,0.8057070970535278
301,sandwich,lunch,N,6.3,4.9,4.31,3,0.58,1,1.53,0.7500770688056946
302,bride,princess,N,2.8,4.63,4.72,3,0.58,1,0.92,0.6423512101173401
303,heroine,hero,N,8.78,4.21,3.07,2,0.56,1,1.79,1.0000003576278687
304,car,gauge,N,1.13,4.89,4.0,3,0.56,1,1.47,
305,insect,bee,N,6.07,4.89,4.88,4,0.55,1,1.34,0.7820509076118469
306,crib,cradle,N,8.55,4.86,4.93,4,0.55,1,1.15,
307,animal,person,N,3.05,4.61,4.72,3,0.54,1,1.38,0.6021791696548462
308,marijuana,herb,N,6.5,4.89,4.57,3,0.54,1,0.59,0.8128466606140137
309,bed,hospital,N,0.92,5.0,4.64,4,0.54,1,1.35,0.7347589731216431
310,cheek,tongue,N,4.52,4.83,4.93,4,0.54,1,0.47,0.7676149010658264
311,disc,computer,N,3.2,4.85,4.93,4,0.54,1,0.44,
312,curve,angle,N,3.33,4.41,3.5,3,0.53,1,1.51,0.8342010378837585
313,grass,moss,N,5.0,4.93,4.9,4,0.53,1,1.27,0.7716346979141235
314,school,law,N,1.13,4.79,2.57,2,0.52,1,1.49,0.767690896987915
315,foot,head,N,2.3,4.9,4.75,4,0.52,1,0.62,0.7709746956825256
316,mother,guardian,N,6.5,4.6,3.28,3,0.51,1,1.13,0.33299267292022705
317,orthodontist,dentist,N,8.27,4.43,4.93,3,0.51,1,1.47,0.8888716697692871
318,alcohol,whiskey,N,7.27,4.76,4.74,4,0.51,1,1.19,0.6231570839881897
319,mouth,tooth,N,6.3,4.74,4.89,4,0.51,1,1.39,0.8827481865882874
320,breakfast,bacon,N,4.37,4.43,4.9,3,0.5,1,1.46,0.6176357865333557
321,bathroom,bedroom,N,3.4,4.52,4.9,3,0.5,1,1.73,0.8394823670387268
322,plate,bowl,N,5.23,4.77,4.87,4,0.5,1,1.46,
323,meat,bacon,N,5.8,4.9,4.9,4,0.5,1,1.5,0.7911126613616943
324,air,helium,N,3.63,4.11,3.96,3,0.49,1,1.59,
325,worker,employer,N,5.37,4.59,3.81,3,0.49,1,1.4,0.7927095890045166
326,body,chest,N,4.45,4.79,4.93,4,0.49,1,1.45,
327,son,father,N,3.82,4.14,4.52,3,0.48,1,1.75,0.8443098068237305
328,heart,surgery,N,1.08,4.52,4.34,3,0.48,1,1.07,0.6675857305526733
329,woman,secretary,N,1.98,4.46,4.54,3,0.48,1,1.6,0.635345458984375
330,man,father,N,4.83,4.79,4.52,3,0.48,1,1.62,0.7608339786529541
331,beach,island,N,5.6,4.79,4.96,4,0.48,1,0.39,0.8500236868858337
332,story,topic,N,5.0,3.3,2.59,2,0.47,1,1.7,
333,game,fun,N,3.42,4.5,1.97,2,0.47,1,2.07,0.7790491580963135
334,weekend,week,N,4.0,3.83,3.48,2,0.47,1,1.57,0.7373431921005249
335,couple,pair,N,8.33,3.93,3.88,3,0.47,1,1.5,
336,woman,wife,N,5.72,4.46,4.13,3,0.47,1,1.35,0.8002834916114807
337,sheep,cattle,N,4.77,4.9,4.64,4,0.47,1,0.47,0.8677853345870972
338,purse,bag,N,8.33,4.9,4.9,4,0.47,1,1.39,
339,ceiling,cathedral,N,2.42,4.85,4.86,4,0.46,1,1.57,0.6339007019996643
340,bean,coffee,N,5.15,5.0,4.81,4,0.46,1,1.52,0.8320867419242859
341,wood,paper,N,2.88,4.85,4.93,4,0.44,0,1.55,0.8081796169281006
342,top,side,N,1.9,3.93,3.68,3,0.43,0,1.29,0.6164457201957703
343,crime,fraud,N,5.65,3.03,1.68,1,0.42,0,1.18,0.8401938080787659
344,pain,harm,N,5.38,3.5,2.62,2,0.42,0,0.95,0.6087197065353394
345,lover,companion,N,5.97,3.68,3.75,3,0.42,0,0.8,
346,evening,dusk,N,7.78,3.26,4.24,3,0.42,0,1.32,0.8380354642868042
347,father,daughter,N,2.62,4.52,4.79,3,0.42,0,1.69,0.8318424820899963
348,wine,liquor,N,7.85,4.79,4.73,4,0.42,0,0.78,0.8092886209487915
349,cow,goat,N,2.93,4.96,5.0,4,0.42,0,0.59,0.773152768611908
350,belief,opinion,N,7.7,1.19,1.93,1,0.41,0,1.24,0.7871114611625671
